time,year,ercot
"Jan 1, 12:00 am",2012,0
"Jan 1, 01:00 am",2012,0
"Jan 1, 02:00 am",2012,0
"Jan 1, 03:00 am",2012,0
"Jan 1, 04:00 am",2012,0
"Jan 1, 05:00 am",2012,0
"Jan 1, 06:00 am",2012,0
"Jan 1, 07:00 am",2012,0
"Jan 1, 08:00 am",2012,0
"Jan 1, 09:00 am",2012,0
"Jan 1, 10:00 am",2012,0
"Jan 1, 11:00 am",2012,0
"Jan 1, 12:00 pm",2012,0
"Jan 1, 01:00 pm",2012,0
"Jan 1, 02:00 pm",2012,0
"Jan 1, 03:00 pm",2012,0
"Jan 1, 04:00 pm",2012,0
"Jan 1, 05:00 pm",2012,0
"Jan 1, 06:00 pm",2012,1
"Jan 1, 07:00 pm",2012,1
"Jan 1, 08:00 pm",2012,1
"Jan 1, 09:00 pm",2012,1
"Jan 1, 10:00 pm",2012,1
"Jan 1, 11:00 pm",2012,1
"Jan 2, 12:00 am",2012,1
"Jan 2, 01:00 am",2012,1
"Jan 2, 02:00 am",2012,1
"Jan 2, 03:00 am",2012,1
"Jan 2, 04:00 am",2012,1
"Jan 2, 05:00 am",2012,1
"Jan 2, 06:00 am",2012,1
"Jan 2, 07:00 am",2012,1
"Jan 2, 08:00 am",2012,1
"Jan 2, 09:00 am",2012,1
"Jan 2, 10:00 am",2012,0
"Jan 2, 11:00 am",2012,0
"Jan 2, 12:00 pm",2012,0
"Jan 2, 01:00 pm",2012,0
"Jan 2, 02:00 pm",2012,0
"Jan 2, 03:00 pm",2012,0
"Jan 2, 04:00 pm",2012,0
"Jan 2, 05:00 pm",2012,0
"Jan 2, 06:00 pm",2012,0
"Jan 2, 07:00 pm",2012,0
"Jan 2, 08:00 pm",2012,0
"Jan 2, 09:00 pm",2012,0
"Jan 2, 10:00 pm",2012,0
"Jan 2, 11:00 pm",2012,0
"Jan 3, 12:00 am",2012,0
"Jan 3, 01:00 am",2012,0
"Jan 3, 02:00 am",2012,0
"Jan 3, 03:00 am",2012,0
"Jan 3, 04:00 am",2012,0
"Jan 3, 05:00 am",2012,0
"Jan 3, 06:00 am",2012,0
"Jan 3, 07:00 am",2012,0
"Jan 3, 08:00 am",2012,0
"Jan 3, 09:00 am",2012,0
"Jan 3, 10:00 am",2012,0
"Jan 3, 11:00 am",2012,0
"Jan 3, 12:00 pm",2012,0
"Jan 3, 01:00 pm",2012,0
"Jan 3, 02:00 pm",2012,0
"Jan 3, 03:00 pm",2012,0
"Jan 3, 04:00 pm",2012,0
"Jan 3, 05:00 pm",2012,0
"Jan 3, 06:00 pm",2012,1
"Jan 3, 07:00 pm",2012,1
"Jan 3, 08:00 pm",2012,1
"Jan 3, 09:00 pm",2012,1
"Jan 3, 10:00 pm",2012,1
"Jan 3, 11:00 pm",2012,1
"Jan 4, 12:00 am",2012,1
"Jan 4, 01:00 am",2012,1
"Jan 4, 02:00 am",2012,1
"Jan 4, 03:00 am",2012,1
"Jan 4, 04:00 am",2012,1
"Jan 4, 05:00 am",2012,1
"Jan 4, 06:00 am",2012,1
"Jan 4, 07:00 am",2012,1
"Jan 4, 08:00 am",2012,1
"Jan 4, 09:00 am",2012,1
"Jan 4, 10:00 am",2012,0
"Jan 4, 11:00 am",2012,0
"Jan 4, 12:00 pm",2012,0
"Jan 4, 01:00 pm",2012,0
"Jan 4, 02:00 pm",2012,0
"Jan 4, 03:00 pm",2012,0
"Jan 4, 04:00 pm",2012,0
"Jan 4, 05:00 pm",2012,0
"Jan 4, 06:00 pm",2012,0
"Jan 4, 07:00 pm",2012,0
"Jan 4, 08:00 pm",2012,0
"Jan 4, 09:00 pm",2012,0
"Jan 4, 10:00 pm",2012,0
"Jan 4, 11:00 pm",2012,0
"Jan 5, 12:00 am",2012,0
"Jan 5, 01:00 am",2012,0
"Jan 5, 02:00 am",2012,0
"Jan 5, 03:00 am",2012,0
"Jan 5, 04:00 am",2012,0
"Jan 5, 05:00 am",2012,0
"Jan 5, 06:00 am",2012,0
"Jan 5, 07:00 am",2012,0
"Jan 5, 08:00 am",2012,0
"Jan 5, 09:00 am",2012,0
"Jan 5, 10:00 am",2012,0
"Jan 5, 11:00 am",2012,0
"Jan 5, 12:00 pm",2012,0
"Jan 5, 01:00 pm",2012,0
"Jan 5, 02:00 pm",2012,0
"Jan 5, 03:00 pm",2012,0
"Jan 5, 04:00 pm",2012,0
"Jan 5, 05:00 pm",2012,0
"Jan 5, 06:00 pm",2012,1
"Jan 5, 07:00 pm",2012,1
"Jan 5, 08:00 pm",2012,1
"Jan 5, 09:00 pm",2012,1
"Jan 5, 10:00 pm",2012,1
"Jan 5, 11:00 pm",2012,1
"Jan 6, 12:00 am",2012,1
"Jan 6, 01:00 am",2012,1
"Jan 6, 02:00 am",2012,1
"Jan 6, 03:00 am",2012,1
"Jan 6, 04:00 am",2012,1
"Jan 6, 05:00 am",2012,1
"Jan 6, 06:00 am",2012,1
"Jan 6, 07:00 am",2012,1
"Jan 6, 08:00 am",2012,1
"Jan 6, 09:00 am",2012,1
"Jan 6, 10:00 am",2012,0
"Jan 6, 11:00 am",2012,0
"Jan 6, 12:00 pm",2012,0
"Jan 6, 01:00 pm",2012,0
"Jan 6, 02:00 pm",2012,0
"Jan 6, 03:00 pm",2012,0
"Jan 6, 04:00 pm",2012,0
"Jan 6, 05:00 pm",2012,0
"Jan 6, 06:00 pm",2012,0
"Jan 6, 07:00 pm",2012,0
"Jan 6, 08:00 pm",2012,0
"Jan 6, 09:00 pm",2012,0
"Jan 6, 10:00 pm",2012,0
"Jan 6, 11:00 pm",2012,0
"Jan 7, 12:00 am",2012,0
"Jan 7, 01:00 am",2012,0
"Jan 7, 02:00 am",2012,0
"Jan 7, 03:00 am",2012,0
"Jan 7, 04:00 am",2012,0
"Jan 7, 05:00 am",2012,0
"Jan 7, 06:00 am",2012,0
"Jan 7, 07:00 am",2012,0
"Jan 7, 08:00 am",2012,0
"Jan 7, 09:00 am",2012,0
"Jan 7, 10:00 am",2012,0
"Jan 7, 11:00 am",2012,0
"Jan 7, 12:00 pm",2012,0
"Jan 7, 01:00 pm",2012,0
"Jan 7, 02:00 pm",2012,0
"Jan 7, 03:00 pm",2012,0
"Jan 7, 04:00 pm",2012,0
"Jan 7, 05:00 pm",2012,0
"Jan 7, 06:00 pm",2012,1
"Jan 7, 07:00 pm",2012,1
"Jan 7, 08:00 pm",2012,1
"Jan 7, 09:00 pm",2012,1
"Jan 7, 10:00 pm",2012,1
"Jan 7, 11:00 pm",2012,1
"Jan 8, 12:00 am",2012,1
"Jan 8, 01:00 am",2012,1
"Jan 8, 02:00 am",2012,1
"Jan 8, 03:00 am",2012,1
"Jan 8, 04:00 am",2012,1
"Jan 8, 05:00 am",2012,1
"Jan 8, 06:00 am",2012,1
"Jan 8, 07:00 am",2012,0
"Jan 8, 08:00 am",2012,0
"Jan 8, 09:00 am",2012,0
"Jan 8, 10:00 am",2012,0
"Jan 8, 11:00 am",2012,0
"Jan 8, 12:00 pm",2012,0
"Jan 8, 01:00 pm",2012,0
"Jan 8, 02:00 pm",2012,0
"Jan 8, 03:00 pm",2012,0
"Jan 8, 04:00 pm",2012,0
"Jan 8, 05:00 pm",2012,0
"Jan 8, 06:00 pm",2012,0
"Jan 8, 07:00 pm",2012,0
"Jan 8, 08:00 pm",2012,0
"Jan 8, 09:00 pm",2012,0
"Jan 8, 10:00 pm",2012,0
"Jan 8, 11:00 pm",2012,0
"Jan 9, 12:00 am",2012,0
"Jan 9, 01:00 am",2012,0
"Jan 9, 02:00 am",2012,0
"Jan 9, 03:00 am",2012,0
"Jan 9, 04:00 am",2012,0
"Jan 9, 05:00 am",2012,0
"Jan 9, 06:00 am",2012,0
"Jan 9, 07:00 am",2012,0
"Jan 9, 08:00 am",2012,0
"Jan 9, 09:00 am",2012,0
"Jan 9, 10:00 am",2012,0
"Jan 9, 11:00 am",2012,0
"Jan 9, 12:00 pm",2012,0
"Jan 9, 01:00 pm",2012,0
"Jan 9, 02:00 pm",2012,0
"Jan 9, 03:00 pm",2012,0
"Jan 9, 04:00 pm",2012,0
"Jan 9, 05:00 pm",2012,0
"Jan 9, 06:00 pm",2012,1
"Jan 9, 07:00 pm",2012,1
"Jan 9, 08:00 pm",2012,1
"Jan 9, 09:00 pm",2012,1
"Jan 9, 10:00 pm",2012,1
"Jan 9, 11:00 pm",2012,1
"Jan 10, 12:00 am",2012,1
"Jan 10, 01:00 am",2012,1
"Jan 10, 02:00 am",2012,1
"Jan 10, 03:00 am",2012,1
"Jan 10, 04:00 am",2012,1
"Jan 10, 05:00 am",2012,1
"Jan 10, 06:00 am",2012,1
"Jan 10, 07:00 am",2012,1
"Jan 10, 08:00 am",2012,1
"Jan 10, 09:00 am",2012,1
"Jan 10, 10:00 am",2012,0
"Jan 10, 11:00 am",2012,0
"Jan 10, 12:00 pm",2012,0
"Jan 10, 01:00 pm",2012,0
"Jan 10, 02:00 pm",2012,0
"Jan 10, 03:00 pm",2012,0
"Jan 10, 04:00 pm",2012,0
"Jan 10, 05:00 pm",2012,0
"Jan 10, 06:00 pm",2012,0
"Jan 10, 07:00 pm",2012,0
"Jan 10, 08:00 pm",2012,0
"Jan 10, 09:00 pm",2012,0
"Jan 10, 10:00 pm",2012,0
"Jan 10, 11:00 pm",2012,0
"Jan 11, 12:00 am",2012,0
"Jan 11, 01:00 am",2012,0
"Jan 11, 02:00 am",2012,0
"Jan 11, 03:00 am",2012,0
"Jan 11, 04:00 am",2012,0
"Jan 11, 05:00 am",2012,0
"Jan 11, 06:00 am",2012,0
"Jan 11, 07:00 am",2012,0
"Jan 11, 08:00 am",2012,0
"Jan 11, 09:00 am",2012,0
"Jan 11, 10:00 am",2012,0
"Jan 11, 11:00 am",2012,0
"Jan 11, 12:00 pm",2012,0
"Jan 11, 01:00 pm",2012,0
"Jan 11, 02:00 pm",2012,0
"Jan 11, 03:00 pm",2012,0
"Jan 11, 04:00 pm",2012,0
"Jan 11, 05:00 pm",2012,0
"Jan 11, 06:00 pm",2012,0
"Jan 11, 07:00 pm",2012,0
"Jan 11, 08:00 pm",2012,1
"Jan 11, 09:00 pm",2012,1
"Jan 11, 10:00 pm",2012,1
"Jan 11, 11:00 pm",2012,1
"Jan 12, 12:00 am",2012,1
"Jan 12, 01:00 am",2012,1
"Jan 12, 02:00 am",2012,1
"Jan 12, 03:00 am",2012,1
"Jan 12, 04:00 am",2012,1
"Jan 12, 05:00 am",2012,0
"Jan 12, 06:00 am",2012,1
"Jan 12, 07:00 am",2012,1
"Jan 12, 08:00 am",2012,1
"Jan 12, 09:00 am",2012,1
"Jan 12, 10:00 am",2012,0
"Jan 12, 11:00 am",2012,0
"Jan 12, 12:00 pm",2012,0
"Jan 12, 01:00 pm",2012,0
"Jan 12, 02:00 pm",2012,0
"Jan 12, 03:00 pm",2012,0
"Jan 12, 04:00 pm",2012,0
"Jan 12, 05:00 pm",2012,0
"Jan 12, 06:00 pm",2012,0
"Jan 12, 07:00 pm",2012,0
"Jan 12, 08:00 pm",2012,0
"Jan 12, 09:00 pm",2012,0
"Jan 12, 10:00 pm",2012,0
"Jan 12, 11:00 pm",2012,0
"Jan 13, 12:00 am",2012,0
"Jan 13, 01:00 am",2012,0
"Jan 13, 02:00 am",2012,0
"Jan 13, 03:00 am",2012,0
"Jan 13, 04:00 am",2012,0
"Jan 13, 05:00 am",2012,0
"Jan 13, 06:00 am",2012,0
"Jan 13, 07:00 am",2012,0
"Jan 13, 08:00 am",2012,0
"Jan 13, 09:00 am",2012,0
"Jan 13, 10:00 am",2012,0
"Jan 13, 11:00 am",2012,0
"Jan 13, 12:00 pm",2012,0
"Jan 13, 01:00 pm",2012,0
"Jan 13, 02:00 pm",2012,0
"Jan 13, 03:00 pm",2012,0
"Jan 13, 04:00 pm",2012,0
"Jan 13, 05:00 pm",2012,0
"Jan 13, 06:00 pm",2012,1
"Jan 13, 07:00 pm",2012,1
"Jan 13, 08:00 pm",2012,1
"Jan 13, 09:00 pm",2012,1
"Jan 13, 10:00 pm",2012,1
"Jan 13, 11:00 pm",2012,1
"Jan 14, 12:00 am",2012,1
"Jan 14, 01:00 am",2012,1
"Jan 14, 02:00 am",2012,1
"Jan 14, 03:00 am",2012,1
"Jan 14, 04:00 am",2012,1
"Jan 14, 05:00 am",2012,1
"Jan 14, 06:00 am",2012,1
"Jan 14, 07:00 am",2012,1
"Jan 14, 08:00 am",2012,1
"Jan 14, 09:00 am",2012,1
"Jan 14, 10:00 am",2012,0
"Jan 14, 11:00 am",2012,0
"Jan 14, 12:00 pm",2012,0
"Jan 14, 01:00 pm",2012,0
"Jan 14, 02:00 pm",2012,0
"Jan 14, 03:00 pm",2012,0
"Jan 14, 04:00 pm",2012,0
"Jan 14, 05:00 pm",2012,0
"Jan 14, 06:00 pm",2012,0
"Jan 14, 07:00 pm",2012,0
"Jan 14, 08:00 pm",2012,0
"Jan 14, 09:00 pm",2012,0
"Jan 14, 10:00 pm",2012,0
"Jan 14, 11:00 pm",2012,0
"Jan 15, 12:00 am",2012,0
"Jan 15, 01:00 am",2012,0
"Jan 15, 02:00 am",2012,0
"Jan 15, 03:00 am",2012,0
"Jan 15, 04:00 am",2012,0
"Jan 15, 05:00 am",2012,0
"Jan 15, 06:00 am",2012,0
"Jan 15, 07:00 am",2012,0
"Jan 15, 08:00 am",2012,0
"Jan 15, 09:00 am",2012,0
"Jan 15, 10:00 am",2012,0
"Jan 15, 11:00 am",2012,0
"Jan 15, 12:00 pm",2012,0
"Jan 15, 01:00 pm",2012,0
"Jan 15, 02:00 pm",2012,0
"Jan 15, 03:00 pm",2012,0
"Jan 15, 04:00 pm",2012,0
"Jan 15, 05:00 pm",2012,0
"Jan 15, 06:00 pm",2012,0
"Jan 15, 07:00 pm",2012,0
"Jan 15, 08:00 pm",2012,0
"Jan 15, 09:00 pm",2012,0
"Jan 15, 10:00 pm",2012,0
"Jan 15, 11:00 pm",2012,0
"Jan 16, 12:00 am",2012,0
"Jan 16, 01:00 am",2012,0
"Jan 16, 02:00 am",2012,0
"Jan 16, 03:00 am",2012,0
"Jan 16, 04:00 am",2012,0
"Jan 16, 05:00 am",2012,0
"Jan 16, 06:00 am",2012,0
