x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,-0.0,0.81578947,-0.0,0.20833333,-0.0,0.93548387,0.2972973,0.82142857
2.0,-0.0,0.84210526,-0.0,0.20833333,-0.0,0.91935484,0.2972973,0.82142857
3.0,-0.0,0.78947368,-0.0,0.20833333,-0.0,0.93548387,0.32432432,0.83928571
4.0,-0.0,0.78947368,-0.0,0.20833333,-0.0,0.91935484,0.18918919,0.80357143
5.0,-0.0,0.78947368,-0.0,0.20833333,-0.0,0.91935484,0.21621622,0.78571429
6.0,-0.0,0.76315789,-0.0,0.25,-0.0,0.9516129,0.21621622,0.80357143
7.0,-0.0,0.76315789,-0.0,0.25,-0.0,0.91935484,0.21621622,0.80357143
8.0,-0.0,0.78947368,-0.0,0.25,-0.0,0.91935484,0.21621622,0.80357143
9.0,-0.0,0.76315789,-0.0,0.20833333,-0.0,0.88709677,0.27027027,0.75
10.0,-0.0,0.78947368,-0.0,0.20833333,-0.0,0.87096774,0.24324324,0.75
11.0,-0.0,0.65789474,-0.0,0.20833333,-0.0,0.82258065,0.24324324,0.80357143
12.0,-0.0,0.34210526,-0.0,0.20833333,-0.0,0.66129032,0.18918919,0.76785714
13.0,-0.0,0.18421053,-0.0,0.125,-0.0,0.56451613,0.08108108,0.66071429
14.0,-0.0,0.15789474,-0.0,0.08333333,-0.0,0.46774194,0.02702703,0.30357143
15.0,-0.0,0.07894737,0.06382979,-0.0,0.08695652,0.20967742,-0.0,-0.0
16.0,0.27272727,-0.0,0.29787234,0.04166667,0.2826087,-0.0,-0.0,-0.0
17.0,0.54545455,-0.0,0.31914894,0.08333333,0.30434783,-0.0,-0.0,-0.0
18.0,0.74545455,-0.0,0.4893617,0.16666667,0.30434783,-0.0,-0.0,-0.0
19.0,0.8,-0.0,0.57446809,0.25,0.39130435,-0.0,0.05405405,-0.0
20.0,0.8,-0.0,0.63829787,0.375,0.5,-0.0,0.21621622,-0.0
21.0,0.8,-0.0,0.82978723,0.375,0.76086957,-0.0,0.21621622,-0.0
22.0,0.81818182,-0.0,0.85106383,0.375,0.82608696,-0.0,0.27027027,-0.0
23.0,0.83636364,-0.0,0.87234043,0.45833333,0.89130435,-0.0,0.27027027,-0.0
24.0,0.83636364,-0.0,0.89361702,0.5,0.89130435,-0.0,0.2972973,-0.0
