x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
2.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
3.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
4.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
5.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
6.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
7.0,0.0,-0.0,0.00024819,0.00219605,0.00416817,0.00083157,0.00306763,0.00010256
8.0,0.00461694,0.00508385,0.00794892,0.05170499,0.06981126,0.02307084,0.05777526,0.00754182
9.0,0.07377503,0.08517755,0.08123479,0.20712906,0.24189636,0.13102857,0.21774927,0.1066354
10.0,0.26009737,0.26718251,0.28117951,0.39296155,0.44573694,0.29732959,0.38971656,0.29048725
11.0,0.46739135,0.44708568,0.47922175,0.5453683,0.61439026,0.43008674,0.54828633,0.47355661
12.0,0.5933778,0.61935966,0.62246673,0.65021749,0.73463113,0.55772393,0.66332095,0.61056581
13.0,0.66624254,0.69135466,0.68254201,0.71970583,0.76130407,0.60974885,0.72325991,0.67244066
14.0,0.65257641,0.69956182,0.69670196,0.7120514,0.79805761,0.62774957,0.71697148,0.69009807
15.0,0.62520875,0.65064255,0.67048044,0.67215309,0.76779144,0.626246,0.66726587,0.63452669
16.0,0.51925298,0.55200179,0.58396284,0.6083972,0.68146601,0.54130417,0.58409519,0.54750681
17.0,0.36852561,0.40964126,0.42983717,0.48971701,0.52707031,0.43699874,0.49177067,0.39061123
18.0,0.1726565,0.2096359,0.24104454,0.33029183,0.33692404,0.28021306,0.32343172,0.19434203
19.0,0.0197967,0.04238949,0.05162849,0.14676409,0.15052964,0.10309366,0.15402397,0.03645908
20.0,0.00039433,0.00135435,0.00255081,0.02481546,0.0241625,0.00699399,0.02714538,0.00162872
21.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
22.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
23.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
24.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
