x1,x2,x3,x4,x5,x6,x7,x8
0.0,0.87272727,0.0,0.15384615,0.94444444,0.96875,0.0,0.18181818
0.0,0.90909091,0.0,0.17948718,0.94444444,0.984375,0.0,0.18181818
0.0,0.87272727,0.0,0.12820513,0.94444444,1.0,0.0,0.13636364
0.0,0.90909091,0.0,0.15384615,0.97222222,0.984375,0.0,0.13636364
0.0,0.90909091,0.0,0.17948718,0.97222222,0.984375,0.0,0.18181818
0.0,0.89090909,0.0,0.15384615,0.97222222,0.984375,0.0,0.18181818
0.0,0.92727273,0.0,0.1025641,0.97222222,0.984375,0.0,0.18181818
0.0,0.92727273,0.0,0.15384615,1.0,1.0,0.0,0.22727273
0.0,0.87272727,0.0,0.23076923,1.0,0.984375,0.0,0.18181818
0.0,0.83636364,0.0,0.15384615,0.91666667,0.953125,0.0,0.13636364
0.0,0.81818182,0.0,0.15384615,0.88888889,0.9375,0.0,0.13636364
0.0,0.81818182,0.0,0.15384615,0.66666667,0.75,0.0,0.18181818
0.0,0.74545455,0.0,0.12820513,0.25,0.578125,0.0,0.13636364
0.0,0.21818182,0.0,0.02564103,0.22222222,0.484375,0.0,0.0
0.0,0.0,0.0,0.0,0.05555556,0.09375,0.0,0.0
0.36956522,0.0,0.25,0.0,0.0,0.0,0.12727273,0.09090909
0.52173913,0.0,0.375,0.02564103,0.0,0.0,0.56363636,0.13636364
0.56521739,0.0,0.375,0.02564103,0.0,0.0,0.85454545,0.27272727
0.63043478,0.0,0.64583333,0.15384615,0.0,0.0,0.92727273,0.36363636
0.86956522,0.0,0.85416667,0.17948718,0.0,0.0,0.90909091,0.5
0.89130435,0.0,0.875,0.15384615,0.0,0.0,0.90909091,0.5
0.89130435,0.0,0.875,0.17948718,0.0,0.0,0.89090909,0.5
0.91304348,0.0,0.91666667,0.23076923,0.0,0.0,0.89090909,0.5
0.97826087,0.0,0.91666667,0.23076923,0.0,0.0,0.87272727,0.54545455
