x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,8330.8000763,8226.79152099,8313.81470683,10982.02241826,10251.29603411,8321.52386028,11063.41941591,8273.5363127
2.0,7830.17155278,7681.25059024,7754.31247698,10240.2343046,9568.16060267,7776.56836839,10318.78986348,7774.90476503
3.0,7570.46417393,7338.92758155,7428.26881043,9715.42410393,9095.89446981,7463.12948613,9776.52436632,7475.22483603
4.0,7465.84462713,7134.82633677,7259.49237528,9376.24072274,8798.88774405,7286.10426137,9423.9508936,7328.41439449
5.0,7499.94707849,7061.21611164,7232.92066763,9245.31058319,8686.89048575,7279.81896927,9264.38877335,7315.49978055
6.0,7797.92181677,7208.41982301,7448.85940295,9477.56469317,8907.62400791,7598.54602753,9462.50462845,7564.33705534
7.0,8534.13624782,7702.65577116,8051.69907319,9991.96242816,9415.69388322,8327.67964343,9913.30363035,8206.6270394
8.0,9418.61658309,8284.93202067,8838.36886949,10213.93561138,9643.03685756,8808.39595159,10111.27100807,8862.60876516
9.0,9679.53721454,8563.4696272,9212.6703715,10817.0676679,10157.17426633,9061.18357751,10744.25865143,9103.63140293
10.0,9686.82095537,8870.44598083,9457.99176239,11733.48138595,10926.07639302,9431.17679391,11690.97945889,9308.8315878
11.0,9724.46576652,9248.5807958,9760.51258806,12747.97548064,11779.40199019,9832.10710553,12745.71126117,9540.81537551
12.0,9746.31328521,9565.01688761,9981.17478972,13713.38949575,12581.75236206,10173.77880887,13724.9470583,9726.36073765
13.0,9740.00341343,9796.46679473,10131.01058053,14593.20289262,13324.78810793,10474.03356664,14609.50531766,9868.31000683
14.0,9758.79762839,9997.78677971,10255.83060744,15375.11555967,13999.95872705,10782.58478442,15389.50526326,10017.71773754
15.0,9802.72204259,10162.21530317,10345.53228563,15997.42837629,14565.56120699,11051.09541154,15996.40574235,10161.16993241
16.0,9841.41037278,10291.94456445,10414.23542054,16413.73962306,15010.13153837,11269.23078076,16418.27131086,10294.15033941
17.0,9877.80924294,10368.44701667,10456.73419249,16613.23058782,15283.70628795,11418.19711166,16647.85091035,10387.12804426
18.0,9888.79521695,10355.97010603,10469.33787577,16507.79813759,15233.88047216,11403.2970093,16567.94370373,10383.56774962
19.0,10012.0356021,10335.35394562,10511.58764062,16084.52065841,14820.41370932,11220.22950234,16138.60866503,10396.29903214
20.0,10475.80596519,10604.53763671,10842.34885388,15405.59455741,14181.66622326,11073.10898944,15462.27456416,10676.64495464
21.0,10491.52078551,10609.42448032,10939.69629795,14964.45251641,13879.49101696,11163.89618612,15027.16776947,10658.9090314
22.0,10212.27045565,10260.72776075,10687.53044003,14405.07577757,13421.65342858,10771.17937345,14486.90044316,10311.55863215
23.0,9674.39675266,9687.20441478,10173.70429305,13322.25494857,12438.4638205,9995.2576004,13413.89806744,9708.03496079
24.0,8934.18484094,8911.73527321,9446.90253757,12096.79513417,11282.06040875,9033.46032533,12190.28977417,8912.82633967
