x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,0.00207101,0.00024374,-0.0,0.00269365,-0.0,-0.0,0.00080439,0.0024188
8.0,0.07052799,0.00830494,0.01232974,0.07164209,0.00981707,0.01666363,0.03627514,0.06662152
9.0,0.21876247,0.08417453,0.11817113,0.22011595,0.09119384,0.14313373,0.16087852,0.22658577
10.0,0.39013845,0.22478053,0.28628857,0.41162449,0.2332913,0.30217187,0.30462081,0.39146088
11.0,0.53784339,0.34554083,0.43330874,0.56023954,0.30937248,0.43541694,0.47791124,0.54539429
12.0,0.64297405,0.44883812,0.55019238,0.68087169,0.41601387,0.55948728,0.58428271,0.64707558
13.0,0.71002855,0.47372835,0.58843642,0.72509678,0.49240689,0.58962153,0.61531453,0.69961158
14.0,0.70938442,0.5106245,0.61177369,0.71756028,0.53514947,0.6040785,0.62787845,0.72020448
15.0,0.67407312,0.53200955,0.55724005,0.68088678,0.48218379,0.58361745,0.59067391,0.6747518
16.0,0.58286921,0.4424739,0.45811345,0.57559699,0.42323313,0.48802171,0.51584588,0.57901491
17.0,0.44177819,0.3448342,0.28590824,0.42300388,0.29090277,0.34076052,0.39120366,0.42569225
18.0,0.26468986,0.15326203,0.13450384,0.27079958,0.14256816,0.15239859,0.23123927,0.26006763
19.0,0.09502971,0.02512857,0.01388475,0.09338907,0.0168757,0.02236992,0.06259076,0.09174095
20.0,0.00880087,0.00055652,-0.0,0.006797,-0.0,8.583e-5,0.00132053,0.00859643
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
