x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.74141248,0.88585955,0.86892523,0.71837648,0.91309826,0.74362103,0.70871655,0.66771885
2.0,0.74446128,0.89920758,0.84941784,0.70656279,0.89169739,0.67396051,0.73550095,0.67832958
3.0,0.73474652,0.87385818,0.83183946,0.7350177,0.85447623,0.64578803,0.7523231,0.66527094
4.0,0.73000028,0.86192621,0.82172847,0.67633394,0.84933159,0.63001538,0.73808095,0.67840771
5.0,0.71379518,0.85210712,0.83727748,0.67789648,0.82644348,0.57776274,0.72303869,0.68915292
6.0,0.69102241,0.85574409,0.80588631,0.67104752,0.79012754,0.57235385,0.70739667,0.68796917
7.0,0.67046312,0.83455545,0.80088847,0.63519394,0.82045362,0.55292872,0.69587369,0.6880951
8.0,0.68140879,0.82537848,0.77453604,0.53589733,0.80131942,0.52991726,0.63581107,0.66653573
9.0,0.68480369,0.80133288,0.75083063,0.42284521,0.54014609,0.44468274,0.47073798,0.63738917
10.0,0.5788973,0.71565652,0.71696937,0.36988739,0.45745101,0.39429795,0.43408821,0.56352438
11.0,0.44625163,0.6250947,0.61620468,0.34839733,0.41720203,0.38264564,0.41636857,0.4543499
12.0,0.37317872,0.5488103,0.61426847,0.32393527,0.45876435,0.36529094,0.3827981,0.43077385
13.0,0.40042411,0.5220597,0.64851405,0.31185394,0.50347246,0.36610735,0.38438667,0.43597531
14.0,0.40989149,0.51562879,0.66178739,0.35031661,0.61245246,0.35573778,0.39696964,0.43879021
15.0,0.44327489,0.48471545,0.68768108,0.39361576,0.62865652,0.40786427,0.45360452,0.44083073
16.0,0.46789546,0.48532803,0.64222955,0.45229903,0.6528913,0.41386068,0.45419893,0.45741448
17.0,0.46920766,0.48927894,0.62936523,0.51843794,0.72672812,0.42526615,0.52558667,0.48527635
18.0,0.50339404,0.47544924,0.63957441,0.59289915,0.75405507,0.42628308,0.5468975,0.51573615
19.0,0.60576241,0.511635,0.61683856,0.55881345,0.75060435,0.47047385,0.57159,0.61603208
20.0,0.7441695,0.59217045,0.63560234,0.71296594,0.7815113,0.52963128,0.59046738,0.71267448
21.0,0.7629034,0.62236833,0.69785658,0.74982582,0.73143594,0.61807316,0.6681425,0.77680542
22.0,0.79471121,0.66664636,0.71303856,0.72793915,0.72177942,0.61290068,0.68827369,0.79319094
23.0,0.80508667,0.68482924,0.68909225,0.72085321,0.70687275,0.61361009,0.7607,0.82911073
24.0,0.80120454,0.66791258,0.7104564,0.73143891,0.75704725,0.67724427,0.75398869,0.84921302
