x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,11964.16231182,18184.64765826,12636.22476519,13312.82765831,13095.72695797,17194.59040343,12336.04061293,15423.49241286,15523.11628247,13397.37733308,12211.02695821,12337.92988961,14708.17608499,12627.8161459
2.0,11247.51371106,17027.82088986,11952.79141493,12677.77463674,12552.67411429,16070.11065323,11653.01123872,14401.30527378,14524.75841621,12992.6844415,11502.96031843,11720.23289978,13745.43636947,11881.93814148
3.0,10833.52230125,16186.42092264,11594.09601895,12351.65108607,12297.72967687,15269.02661043,11282.79715461,13711.90270534,13830.52451657,12840.31976936,11050.38670808,11406.9867204,13094.53174461,11439.4393869
4.0,10623.47309941,15616.97402517,11451.34690681,12222.20922651,12237.36442258,14752.58185576,11126.65198728,13287.07142782,13394.56077759,12871.57577018,10832.85331819,11299.03567855,12697.98820153,11228.55587414
5.0,10600.17657758,15385.35064476,11524.32705308,12338.38272766,12396.53527226,14577.86095035,11194.29001561,13169.60914468,13272.26755426,13112.3052528,10872.08324111,11427.55864832,12605.19946786,11285.63076361
6.0,10880.42758325,15662.2414264,11952.90374329,12881.72815931,12926.04587736,14901.73855115,11667.47508739,13642.20311489,13693.78144853,13602.39132757,11396.92769868,11943.79641121,13024.97445455,11839.2073935
7.0,11692.29240059,16276.59204965,12982.23414146,14044.22175001,14061.72109384,15628.10738359,12773.15825348,14629.18522809,14550.69588693,14589.16216222,12566.88152879,13069.18072182,13920.94522794,13087.59153723
8.0,12876.19127041,16697.19812782,14279.11415928,15220.04644248,15491.58072145,16130.72399883,13904.26542656,15186.00908942,15124.48551952,15934.50189979,13325.86848285,14254.73827567,14449.65390987,14112.16229543
9.0,13499.57978012,17746.91487763,14783.17473718,15645.0764139,16068.35129687,17178.43694028,14304.66785981,15819.0977696,15913.47251309,16757.87165836,13806.92136886,14636.51939273,15158.22465293,14471.4942459
10.0,13799.46512833,19288.5901443,14781.19108582,15715.02468421,15975.28479541,18685.86477284,14464.45989636,16786.13166147,17049.47414905,16986.07809772,14336.50452927,14674.05280813,16226.12476954,14924.20810602
11.0,14146.79226232,21070.2211551,14841.49697648,15784.35876303,15794.35572421,20424.00307926,14638.39318753,17941.26620903,18356.92721252,16981.84402568,14901.98953178,14698.29622857,17418.88201746,15515.56480082
12.0,14374.54188097,22774.45860659,14823.56598776,15808.46392506,15523.93767502,22095.96007213,14745.76100457,19067.85104923,19617.40449582,16746.66209839,15332.65469194,14661.00490824,18565.98659871,16056.00237043
13.0,14469.59135262,24275.60709486,14705.87213304,15790.29453556,15157.48544168,23608.37216269,14809.95364902,20127.15978477,20789.76552025,16286.82134162,15664.40451227,14577.28763382,19661.71125445,16469.58644148
14.0,14483.82850245,25589.02582465,14584.46583791,15794.96361884,14804.33003572,24950.18653701,14921.78156249,21188.59618932,21924.96269302,15786.09133181,15971.87839535,14546.94135575,20720.73159894,16830.48581146
15.0,14497.44025005,26540.31179871,14475.35784245,15805.83537309,14513.12537505,25890.2901818,15015.42433747,22082.14176037,22869.88954624,15303.02831788,16192.62641523,14569.19060098,21564.85182747,17095.60912557
16.0,14428.35131047,27141.21239216,14348.15325589,15781.02604102,14255.00823808,26443.48721527,15059.71072884,22776.54919905,23592.32102375,14870.94941309,16392.01881307,14574.38596008,22181.0205775,17212.72225014
17.0,14391.67735162,27352.26830385,14279.10237002,15784.18652876,14125.5029978,26641.87619586,15107.56629986,23219.39237191,24007.88186148,14668.70384886,16573.91734629,14593.1507833,22451.79048778,17246.35303445
18.0,14485.4120666,27141.36940532,14290.68369685,15759.14844744,14181.02135729,26417.93846085,15082.14326315,23164.56388125,23907.69607511,14836.05077425,16580.14372468,14610.47886988,22260.85686516,17096.47254866
19.0,14850.00939348,26432.25775959,14605.0348705,15956.65264249,14700.32635217,25728.74944166,15185.72201107,22513.89482133,23230.43648942,15725.6792186,16331.10581385,14840.24809184,21552.21360493,16957.95345902
20.0,15449.17012278,25288.17411098,15178.27639722,16304.43424486,15575.80162141,24560.59865581,15590.32081482,21537.09621459,22222.39931239,16961.53323744,16072.33697425,15247.21376418,20666.41532481,17041.23774857
21.0,15578.58500411,24335.59275499,15322.25996709,16170.32582605,15753.6870584,23620.60541915,15650.62956901,21043.57413276,21526.51273194,17220.85357701,16119.91276608,15203.55310558,20021.55642068,16884.40428878
22.0,15330.76676778,23319.61453401,15029.23061324,15755.647793,15541.75183037,22630.91712804,15215.34871043,20387.28062398,20751.49256003,17220.18869245,15660.01737844,14827.77489078,19233.43034531,16317.17233969
23.0,14715.89606361,21474.26392393,14351.26537053,14926.18515095,14894.08299233,20842.08717736,14372.30656209,18840.23973532,19120.34771697,16891.9564585,14524.81765766,14032.00645151,17697.59685617,15215.85715101
24.0,13730.66922819,19506.93137902,13311.56526834,13819.14997719,13875.98945482,18944.69853437,13221.64907543,17062.0972886,17348.39048213,16123.65587797,13138.37294832,12952.57184761,16006.02891198,13880.87627369
