x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,-0.0,0.00300929,-0.0,-0.0,-0.0,0.00202668,-0.0,0.00339603,0.00418545,-0.0,0.00113007,-0.0,0.00272568,0.00054017
8.0,0.00408115,0.05714774,0.00527612,0.00882365,0.0055001,0.0530673,0.00535403,0.07176806,0.06409838,0.00018349,0.03277382,0.00887219,0.04940449,0.010774
9.0,0.0805765,0.21751618,0.06581694,0.10114467,0.05933475,0.20880844,0.09083357,0.24754474,0.23596233,0.04524546,0.14074446,0.11679781,0.21020659,0.13426031
10.0,0.26036223,0.40054587,0.25918441,0.27962555,0.23472259,0.40575546,0.29182727,0.44413614,0.4278507,0.25028214,0.27521225,0.29951646,0.37442134,0.31090407
11.0,0.44950921,0.56275254,0.45220591,0.4497614,0.40674392,0.55971504,0.48493924,0.60461112,0.61064091,0.44365422,0.38530376,0.48616105,0.52288264,0.50768737
12.0,0.64061218,0.6776588,0.60514281,0.57779284,0.54727301,0.66611566,0.63687779,0.72625496,0.71444579,0.5792958,0.48313802,0.61166053,0.6410931,0.63536049
13.0,0.73985587,0.73758706,0.66880065,0.68420692,0.62652305,0.73126491,0.68221864,0.72487457,0.7525409,0.65765066,0.52869453,0.67597116,0.68531855,0.69611726
14.0,0.73516463,0.72660817,0.67153125,0.63319986,0.66993998,0.72046267,0.67522732,0.78788679,0.76755767,0.65866312,0.56307621,0.69533313,0.69665885,0.74141939
15.0,0.68666661,0.6461519,0.65043011,0.63146531,0.62053033,0.67844947,0.63342078,0.77132305,0.73086307,0.58122112,0.58704206,0.63292177,0.69247412,0.67388877
16.0,0.57399855,0.58706976,0.55751223,0.53377287,0.54936608,0.6074259,0.54296256,0.65251845,0.65196379,0.52752114,0.49773228,0.53236729,0.59142069,0.60031524
17.0,0.41841935,0.50130209,0.40938539,0.37244316,0.40266398,0.50675572,0.40801324,0.49406199,0.51531248,0.38361457,0.41956494,0.37703684,0.48057719,0.40849048
18.0,0.23667129,0.33886432,0.22102162,0.17332487,0.20658874,0.3485832,0.21122747,0.29622094,0.33991629,0.19999274,0.27721622,0.17930111,0.29616796,0.22457806
19.0,0.05118461,0.16047742,0.04711726,0.03872373,0.03465273,0.15663802,0.04502924,0.14042684,0.14143176,0.01823967,0.11649111,0.03164524,0.13049334,0.05080922
20.0,0.00159406,0.02815055,0.00080063,0.00425963,0.00099111,0.02553587,0.00055127,0.02430063,0.02388508,-0.0,0.01123881,0.00158365,0.02166741,0.00399152
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
