x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.04,0.87878788,0.91428571,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.72727273,0.38095238,0.93548387,0.75862069,0.88235294
2.0,0.04,0.84848485,0.88571429,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.81818182,0.38095238,0.90322581,0.79310345,0.94117647
3.0,0.04,0.90909091,0.88571429,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.81818182,0.42857143,0.93548387,0.75862069,0.82352941
4.0,0.04,0.84848485,0.85714286,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.81818182,0.23809524,0.93548387,0.72413793,0.82352941
5.0,0.04,0.84848485,0.85714286,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.72727273,0.28571429,0.90322581,0.72413793,0.88235294
6.0,0.04,0.87878788,0.85714286,-0.0,0.13043478,-0.0,-0.0,0.54545455,-0.0,0.81818182,0.23809524,0.90322581,0.72413793,0.88235294
7.0,0.04,0.84848485,0.85714286,-0.0,0.13043478,-0.0,-0.0,0.54545455,-0.0,0.90909091,0.19047619,0.87096774,0.72413793,0.88235294
8.0,0.04,0.84848485,0.88571429,-0.0,0.08695652,-0.0,-0.0,0.54545455,-0.0,0.90909091,0.23809524,0.87096774,0.72413793,0.88235294
9.0,0.04,0.75757576,0.82857143,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.90909091,0.28571429,0.87096774,0.75862069,0.82352941
10.0,0.04,0.75757576,0.82857143,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.90909091,0.28571429,0.87096774,0.68965517,0.88235294
11.0,0.04,0.84848485,0.65714286,-0.0,0.08695652,-0.0,-0.0,0.45454545,-0.0,0.72727273,0.28571429,0.87096774,0.72413793,0.82352941
12.0,-0.0,0.78787879,0.34285714,-0.0,-0.0,-0.0,-0.0,0.45454545,-0.0,0.36363636,0.23809524,0.67741935,0.75862069,0.82352941
13.0,-0.0,0.6969697,0.22857143,-0.0,-0.0,-0.0,-0.0,0.27272727,-0.0,0.36363636,0.0952381,0.5483871,0.65517241,0.52941176
14.0,-0.0,0.36363636,0.22857143,-0.0,-0.0,-0.0,-0.0,0.18181818,-0.0,0.18181818,-0.0,0.4516129,0.31034483,0.47058824
15.0,-0.0,-0.0,0.14285714,0.03846154,0.04347826,-0.0,0.12820513,-0.0,-0.0,-0.0,-0.0,0.16129032,0.03448276,0.29411765
16.0,0.12,-0.0,-0.0,0.30769231,0.2173913,0.32432432,0.30769231,-0.0,0.11111111,-0.0,-0.0,-0.0,-0.0,-0.0
17.0,0.16,-0.0,-0.0,0.30769231,0.26086957,0.64864865,0.30769231,-0.0,0.25925926,-0.0,-0.0,-0.0,-0.0,-0.0
18.0,0.16,-0.0,-0.0,0.5,0.26086957,0.83783784,0.38461538,0.09090909,0.44444444,-0.0,-0.0,-0.0,-0.0,-0.0
19.0,0.28,-0.0,-0.0,0.57692308,0.39130435,0.86486486,0.38461538,0.09090909,0.59259259,-0.0,0.0952381,-0.0,-0.0,-0.0
20.0,0.36,-0.0,-0.0,0.61538462,0.47826087,0.86486486,0.61538462,0.27272727,0.59259259,-0.0,0.14285714,-0.0,-0.0,-0.0
21.0,0.56,-0.0,-0.0,0.76923077,0.60869565,0.89189189,0.84615385,0.27272727,0.55555556,-0.0,0.14285714,-0.0,-0.0,-0.0
22.0,0.68,-0.0,-0.0,0.80769231,0.65217391,0.89189189,0.84615385,0.27272727,0.55555556,-0.0,0.23809524,-0.0,-0.0,-0.0
23.0,0.76,-0.0,-0.0,0.84615385,0.65217391,0.89189189,0.87179487,0.27272727,0.66666667,-0.0,0.23809524,-0.0,-0.0,-0.0
24.0,0.76,-0.0,-0.0,0.80769231,0.69565217,0.91891892,0.87179487,0.27272727,0.7037037,-0.0,0.28571429,-0.0,-0.0,-0.0
