x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.04,0.90909091,0.94285714,0.0,0.0,0.0,0.0,0.45454545,0.0,1.0,0.19047619,0.96774194,0.79310345,1.0
2.0,0.04,0.93939394,0.94285714,0.0,0.0,0.0,0.0,0.45454545,0.0,1.0,0.19047619,1.0,0.86206897,1.0
3.0,0.08,0.87878788,0.94285714,0.0,0.0,0.0,0.0,0.36363636,0.0,1.0,0.14285714,1.0,0.86206897,0.94117647
4.0,0.12,0.90909091,0.97142857,0.0,0.0,0.0,0.0,0.36363636,0.0,1.0,0.14285714,0.96774194,0.89655172,0.94117647
5.0,0.12,0.90909091,0.94285714,0.0,0.0,0.0,0.0,0.45454545,0.0,1.0,0.19047619,0.96774194,0.93103448,0.94117647
6.0,0.12,0.93939394,0.94285714,0.0,0.0,0.0,0.0,0.45454545,0.0,1.0,0.19047619,0.96774194,0.82758621,0.94117647
7.0,0.12,0.93939394,0.94285714,0.0,0.0,0.0,0.0,0.45454545,0.0,1.0,0.14285714,0.96774194,0.86206897,0.94117647
8.0,0.12,0.90909091,0.94285714,0.0,0.04347826,0.0,0.0,0.54545455,0.0,1.0,0.19047619,1.0,0.89655172,1.0
9.0,0.12,0.84848485,0.94285714,0.0,0.04347826,0.0,0.0,0.45454545,0.0,1.0,0.28571429,1.0,0.86206897,1.0
10.0,0.04,0.75757576,0.85714286,0.0,0.0,0.0,0.0,0.36363636,0.0,1.0,0.23809524,0.96774194,0.89655172,1.0
11.0,0.04,0.75757576,0.82857143,0.0,0.0,0.0,0.0,0.36363636,0.0,1.0,0.23809524,0.93548387,0.86206897,1.0
12.0,0.04,0.81818182,0.54285714,0.0,0.0,0.0,0.0,0.45454545,0.0,0.54545455,0.23809524,0.77419355,0.79310345,1.0
13.0,0.0,0.75757576,0.28571429,0.0,0.0,0.0,0.0,0.18181818,0.03703704,0.36363636,0.14285714,0.61290323,0.72413793,0.58823529
14.0,0.0,0.27272727,0.22857143,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636,0.0,0.51612903,0.20689655,0.52941176
15.0,0.0,0.0,0.05714286,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.06451613,0.0,0.17647059
16.0,0.2,0.0,0.0,0.34615385,0.2173913,0.16216216,0.25641026,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0
17.0,0.28,0.0,0.0,0.5,0.30434783,0.72972973,0.41025641,0.0,0.22222222,0.0,0.04761905,0.0,0.0,0.0
18.0,0.28,0.0,0.0,0.57692308,0.30434783,0.97297297,0.41025641,0.0,0.59259259,0.0,0.04761905,0.0,0.0,0.0
19.0,0.6,0.0,0.0,0.65384615,0.39130435,0.97297297,0.66666667,0.0,0.74074074,0.0,0.0952381,0.0,0.0,0.0
20.0,0.76,0.0,0.0,0.76923077,0.69565217,0.97297297,0.87179487,0.18181818,0.74074074,0.0,0.0952381,0.0,0.0,0.0
21.0,0.8,0.0,0.0,0.76923077,0.73913043,0.97297297,0.87179487,0.18181818,0.74074074,0.0,0.04761905,0.0,0.0,0.0
22.0,0.8,0.0,0.0,0.76923077,0.73913043,0.94594595,0.87179487,0.18181818,0.74074074,0.0,0.0952381,0.0,0.0,0.0
23.0,0.8,0.0,0.0,0.80769231,0.73913043,0.94594595,0.92307692,0.18181818,0.74074074,0.0,0.19047619,0.0,0.0,0.0
24.0,0.8,0.0,0.0,0.92307692,0.7826087,0.91891892,0.92307692,0.27272727,0.74074074,0.0,0.14285714,0.0,0.0,0.0
