x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.00119689,0.0,0.00014928,0.0,0.00094106,0.0,0.00092364,0.00160827,0.0,0.00027433,0.0,0.00105732,0.00025099
8.0,0.00594477,0.04946746,0.00455774,0.00889625,0.00523235,0.04873051,0.00496631,0.06277529,0.05555311,0.00033035,0.03007184,0.00621552,0.04285978,0.01458217
9.0,0.07641223,0.21448331,0.08117664,0.10268236,0.08016723,0.20732849,0.10541716,0.24712237,0.21424644,0.06639777,0.17967653,0.11247395,0.21291322,0.1626017
10.0,0.25112005,0.3995765,0.31083289,0.28877549,0.27714071,0.39770998,0.32519888,0.44053368,0.41794083,0.29413382,0.3477847,0.3381172,0.40276808,0.37697991
11.0,0.41230564,0.56778736,0.50206024,0.46217371,0.4693925,0.54342972,0.51535365,0.59129613,0.56006016,0.48824133,0.47788059,0.51497513,0.53856905,0.55239067
12.0,0.55573805,0.68407176,0.63929784,0.59444936,0.63139406,0.65661025,0.65379225,0.70768766,0.66044577,0.63378513,0.55001352,0.62756899,0.65360294,0.68181534
13.0,0.62020285,0.72249902,0.68800747,0.67658141,0.7119327,0.7249858,0.74527589,0.75606028,0.72482602,0.67888383,0.58026772,0.67377412,0.7362476,0.76362455
14.0,0.61533239,0.74393868,0.71201898,0.672211,0.71384601,0.74505739,0.7409886,0.71464425,0.75371523,0.68246692,0.60306485,0.67686735,0.76797872,0.7448395
15.0,0.58438132,0.69769488,0.69399828,0.60415898,0.69177188,0.72381482,0.72311577,0.70024776,0.71430752,0.62642446,0.61898956,0.65651336,0.73344041,0.74662677
16.0,0.53104812,0.62007927,0.60017391,0.54833666,0.5949429,0.63127073,0.61549209,0.6123821,0.60094113,0.55218585,0.54733739,0.57392211,0.63420531,0.65349732
17.0,0.39326437,0.4886542,0.45762909,0.38457098,0.45896474,0.50462082,0.45677424,0.5172429,0.47117622,0.40119888,0.47325212,0.42475117,0.49599988,0.40966409
18.0,0.23202371,0.32666423,0.25038352,0.21098017,0.2307517,0.32937121,0.237559,0.33629599,0.31388037,0.20222472,0.28102645,0.21244872,0.31695896,0.23359495
19.0,0.05153509,0.14657629,0.05343797,0.0379172,0.04579097,0.13975058,0.04805111,0.13297402,0.13239348,0.02204064,0.11047091,0.03992553,0.12928106,0.05404297
20.0,0.00100964,0.02399939,0.00067622,0.00361301,0.00073731,0.02198943,0.0003458,0.0197052,0.02006472,0.0,0.00829056,0.00132054,0.01790657,0.00345795
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
