x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.04,0.57575758,0.57142857,-0.0,-0.0,-0.0,-0.0,0.09090909,-0.0,0.81818182,-0.0,0.67741935,0.75862069,0.82352941
2.0,-0.0,0.63636364,0.51428571,-0.0,-0.0,-0.0,-0.0,0.18181818,-0.0,0.81818182,-0.0,0.70967742,0.82758621,0.82352941
3.0,-0.0,0.51515152,0.57142857,-0.0,-0.0,-0.0,-0.0,0.18181818,-0.0,0.72727273,-0.0,0.67741935,0.75862069,0.70588235
4.0,-0.0,0.60606061,0.54285714,-0.0,-0.0,-0.0,-0.0,0.18181818,-0.0,0.72727273,0.04761905,0.70967742,0.75862069,0.70588235
5.0,-0.0,0.60606061,0.57142857,-0.0,-0.0,-0.0,-0.0,0.18181818,-0.0,0.81818182,-0.0,0.67741935,0.72413793,0.70588235
6.0,-0.0,0.54545455,0.57142857,-0.0,-0.0,-0.0,-0.0,0.18181818,-0.0,0.63636364,-0.0,0.64516129,0.75862069,0.88235294
7.0,-0.0,0.54545455,0.54285714,-0.0,-0.0,-0.0,-0.0,0.09090909,-0.0,0.63636364,-0.0,0.67741935,0.82758621,0.88235294
8.0,0.04,0.48484848,0.51428571,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.63636364,0.04761905,0.64516129,0.86206897,0.88235294
9.0,0.04,0.51515152,0.45714286,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.63636364,0.04761905,0.67741935,0.79310345,0.88235294
10.0,0.04,0.63636364,0.48571429,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.54545455,0.04761905,0.67741935,0.79310345,0.88235294
11.0,-0.0,0.60606061,0.22857143,-0.0,-0.0,-0.0,-0.0,0.09090909,-0.0,0.27272727,-0.0,0.5483871,0.79310345,0.82352941
12.0,-0.0,0.48484848,0.11428571,-0.0,-0.0,-0.0,-0.0,0.09090909,-0.0,0.18181818,-0.0,0.4516129,0.62068966,0.58823529
13.0,-0.0,0.3030303,0.08571429,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.18181818,-0.0,0.25806452,0.20689655,0.35294118
14.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.05882353
15.0,-0.0,-0.0,-0.0,0.11538462,-0.0,0.02702703,0.15384615,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
16.0,0.24,-0.0,-0.0,0.46153846,0.08695652,0.35135135,0.35897436,0.0,0.03703704,0.0,-0.0,-0.0,-0.0,0.0
17.0,0.24,-0.0,-0.0,0.57692308,0.17391304,0.64864865,0.35897436,0.0,0.25925926,0.0,-0.0,-0.0,-0.0,0.0
18.0,0.32,-0.0,-0.0,0.69230769,0.26086957,0.64864865,0.43589744,0.0,0.2962963,0.0,0.04761905,-0.0,-0.0,0.0
19.0,0.48,-0.0,-0.0,0.92307692,0.30434783,0.7027027,0.51282051,0.0,0.37037037,0.0,0.04761905,-0.0,-0.0,0.0
20.0,0.64,-0.0,-0.0,0.92307692,0.34782609,0.75675676,0.61538462,0.0,0.37037037,0.0,0.04761905,-0.0,-0.0,0.0
21.0,0.64,-0.0,-0.0,0.88461538,0.43478261,0.72972973,0.66666667,0.0,0.40740741,0.0,-0.0,-0.0,-0.0,0.0
22.0,0.64,-0.0,-0.0,0.84615385,0.43478261,0.72972973,0.71794872,0.0,0.40740741,0.0,0.04761905,-0.0,-0.0,0.0
23.0,0.6,-0.0,-0.0,0.84615385,0.43478261,0.64864865,0.64102564,0.0,0.40740741,0.0,0.04761905,-0.0,-0.0,0.0
24.0,0.64,-0.0,-0.0,0.84615385,0.43478261,0.64864865,0.58974359,0.09090909,0.40740741,0.0,0.04761905,-0.0,-0.0,0.0
