x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,0.41204632,0.26069099,0.54281739,0.27875462,0.74458182,0.22113833,0.35350648,0.18418537,0.22518037,0.61191492,0.12824643,0.18647505
2.0,0.41577421,0.24784072,0.58079884,0.25516796,0.77991697,0.20727354,0.32318889,0.19594846,0.19101259,0.58973206,0.1477819,0.17863226
3.0,0.41714719,0.20295748,0.59409739,0.23443613,0.84920545,0.197075,0.34669315,0.18839301,0.1826637,0.57849079,0.13677881,0.15459441
4.0,0.44112807,0.17874775,0.58281159,0.22193742,0.87272727,0.19533229,0.2943613,0.17219447,0.14732667,0.60223206,0.12418881,0.13238387
5.0,0.43792842,0.17007441,0.53250319,0.21778989,0.88590485,0.164135,0.25276722,0.14911789,0.139485,0.59886222,0.11473143,0.12843118
6.0,0.46537263,0.15259946,0.52275739,0.18316882,0.88726121,0.15184688,0.22913056,0.12004927,0.1365637,0.61566952,0.10941071,0.09882753
7.0,0.46358491,0.14276234,0.55369884,0.1729757,0.90606061,0.13348625,0.22475741,0.10920276,0.10875704,0.61490667,0.08787167,0.10921398
8.0,0.43146754,0.11415928,0.53970783,0.16587978,0.91252909,0.12760271,0.20074111,0.09256927,0.09652944,0.5948254,0.08962738,0.09109806
9.0,0.40588719,0.1370845,0.40441014,0.13072323,0.90727273,0.09032688,0.19431963,0.09801821,0.10410778,0.54659778,0.09085119,0.0600557
10.0,0.40301035,0.09700505,0.30964638,0.07421957,0.82666121,0.03774854,0.16184704,0.10541073,0.12066389,0.52799079,0.10120595,0.06458817
11.0,0.40841614,0.11671297,0.2726,0.05232839,0.73762727,0.03958104,0.1586,0.10100016,0.12071667,0.61993016,0.10741667,0.07462301
12.0,0.46685404,0.08431748,0.2562687,0.05955914,0.70460667,0.04012521,0.18473296,0.12153463,0.12538019,0.66477206,0.11958762,0.06186839
13.0,0.53632649,0.12790739,0.24904522,0.07904645,0.73895515,0.03155104,0.2073713,0.13959659,0.19329222,0.72930286,0.17056071,0.10503505
14.0,0.59082123,0.10453405,0.22621681,0.08904301,0.74220242,0.06088375,0.31883741,0.14320146,0.24996333,0.77966603,0.1806781,0.11949828
15.0,0.60748456,0.17630018,0.23383855,0.11133591,0.69384364,0.07165792,0.3507887,0.18760504,0.30338778,0.79235365,0.18953548,0.18339441
16.0,0.62315404,0.21629658,0.24309333,0.11904323,0.67822485,0.10545708,0.44030519,0.1969974,0.45388019,0.84522,0.25205548,0.2742271
17.0,0.6326386,0.28945045,0.21359391,0.13068731,0.68296485,0.09764979,0.47291259,0.26718146,0.4823963,0.86495683,0.28446238,0.31072086
18.0,0.62816351,0.37574595,0.20934928,0.15681118,0.65298727,0.11271146,0.4708187,0.33363528,0.51560093,0.86521746,0.27087929,0.31320538
19.0,0.66981614,0.43903604,0.25125623,0.13683355,0.66762242,0.13854083,0.44285389,0.41476374,0.49375593,0.83463746,0.31796095,0.32421247
20.0,0.62799123,0.49577784,0.25966261,0.17410409,0.72417394,0.14376,0.38286556,0.41902016,0.50759759,0.81654286,0.28651,0.34246903
21.0,0.63567912,0.44850126,0.24219565,0.1550572,0.66311576,0.15725917,0.39260759,0.40214211,0.47248444,0.7599073,0.32266429,0.30131032
22.0,0.60435368,0.39708901,0.22529275,0.16982946,0.5663503,0.16709708,0.35917907,0.35123577,0.40073204,0.75404063,0.25310595,0.25385419
23.0,0.58340596,0.31694,0.21304203,0.19023591,0.59525515,0.18800229,0.35844,0.29393236,0.35802204,0.72334635,0.24086667,0.18510495
24.0,0.58736965,0.28412811,0.20420174,0.20581548,0.54092364,0.19878708,0.38280926,0.2506239,0.30653167,0.68551714,0.22994857,0.13721591
