x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,12288.9105219,13278.50119703,13151.0707272,17180.35710996,13020.34145784,12103.16366797,15233.86352889,12637.50563837,12539.47120141,17030.47137462,13170.82597321,12632.6317573
2.0,11602.85816533,12444.69945303,12377.11280549,16073.65915896,12494.60729053,11377.92685961,14210.05391557,11975.73482293,11859.46671722,15937.40476418,12550.26178241,12182.80241664
3.0,11222.78483783,11906.36871708,11881.57190402,15285.05404336,12234.46221499,10962.10603794,13497.08264974,11621.69901795,11505.20697795,15161.22941666,12247.39102331,12008.3515414
4.0,11059.26070686,11619.74622934,11610.34881237,14767.84565966,12161.31419917,10753.37772663,13044.50386489,11480.41443336,11364.63954793,14652.64321257,12150.12759142,12043.36144905
5.0,11126.12606718,11636.88526613,11599.07289569,14591.2120812,12298.07212509,10734.31357603,12883.59720331,11571.66203229,11446.47723309,14480.08110062,12278.2424846,12286.89204343
6.0,11609.89014619,12199.48062585,12080.48539904,14928.28352504,12780.18861891,11020.72741644,13276.56411362,12050.97154381,11899.94117548,14812.14803491,12828.90957948,12828.6404915
7.0,12727.34457707,13364.65136861,13193.67355603,15642.45894238,13841.31474869,11835.99114267,14181.93138967,13108.50781806,12990.65804475,15514.02976354,14045.26151824,13928.63319592
8.0,13838.84232126,13970.08470222,14026.88012434,16107.18160007,15199.2215495,13026.90946111,14698.3922708,14210.50372469,14292.40452623,16038.60000614,15349.56451921,15357.88338204
9.0,14232.36701298,14518.60919069,14424.29816516,17064.78094071,15768.68356976,13655.68669637,15329.63574749,14636.61828137,14803.15284091,17066.17891583,15751.74362878,16143.41921368
10.0,14420.99249304,15339.02149773,15027.38186943,18471.8184589,15721.69181352,13935.61270537,16291.59165905,14801.58751624,14804.5985323,18529.84284474,15679.88931372,16335.54674867
11.0,14625.72682495,16269.10201681,15735.73031556,20099.03042584,15564.22684295,14270.67388536,17412.5421968,14943.15267153,14889.49898938,20219.11496217,15602.33627873,16350.77960652
12.0,14759.09347974,17117.61232438,16370.109571,21666.39317815,15300.79327974,14490.9403652,18472.65532714,14999.39182051,14912.7974793,21854.91060663,15482.43011659,16189.23793178
13.0,14843.62313048,17929.24232999,16917.66167417,23073.30831937,14930.768547,14573.66284459,19461.09418745,14996.41247006,14837.87164433,23345.38872073,15299.49097338,15815.5240557
14.0,14975.40533609,18734.14687878,17424.47508179,24331.9665807,14587.77797275,14569.97517069,20413.40499139,15045.12144393,14743.94232878,24697.81360548,15139.55214742,15400.12510054
15.0,15074.16746148,19375.44326865,17835.28280698,25259.11095175,14314.99339771,14562.34359574,21235.23271016,15114.32766568,14651.982917,25692.11518416,15022.19226426,14991.29819279
16.0,15123.12337404,19846.09166009,18101.5690882,25863.33011412,14086.02765975,14470.68126022,21907.16868965,15158.06802057,14534.76612289,26336.73420313,14896.42366903,14602.71237897
17.0,15180.42446813,20141.71215981,18216.15362626,26077.6030549,13983.76428701,14418.54942595,22354.88930645,15199.45268999,14474.54684015,26615.19511313,14832.068496,14406.36920193
18.0,15158.47368112,20102.08156324,18053.27302427,25846.86518236,14043.78776964,14502.50854921,22319.29487944,15211.03581362,14484.35650782,26419.98153455,14793.24351136,14529.8706878
19.0,15255.55863229,19609.33593034,17761.79264267,25104.74419743,14497.61756783,14871.62988256,21685.26548782,15430.70275587,14681.04146423,25707.57293812,15127.65685206,15329.3631347
20.0,15659.7535538,18836.86918189,17694.45515676,23993.31225868,15331.96699005,15475.53935829,20718.66708158,15783.95364335,15134.78002969,24575.51435853,15699.3067621,16455.99993337
21.0,15713.47774198,18463.52265692,17427.19073169,23110.18567561,15556.60210808,15575.84821456,20287.56301119,15706.79617071,15321.15335381,23649.61935572,15655.51667699,16716.98478619
22.0,15272.6402232,17725.98825583,16808.10818815,22176.53930578,15355.07723501,15307.4650003,19608.04034284,15299.07549978,15043.37487457,22723.0186368,15299.03474746,16683.11360229
23.0,14412.63705794,16223.70563608,15579.78154264,20429.784438,14727.7884322,14690.19738554,18104.07563323,14453.76986722,14333.52634986,20964.57321162,14574.81480238,16323.14218437
24.0,13254.82527616,14535.02101963,14141.80179611,18550.14540019,13747.78202433,13712.07445228,16412.44410114,13316.20790445,13270.88581381,19088.92979405,13541.39903647,15519.86223802
