x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,-0.0,0.03333333,0.84210526,0.63461538,-0.0,0.03703704,0.05882353,0.69767442,0.42424242,-0.0,-0.0,0.91666667
2.0,-0.0,0.03333333,0.89473684,0.69230769,-0.0,-0.0,0.11764706,0.69767442,0.39393939,-0.0,-0.0,0.91666667
3.0,-0.0,-0.0,0.73684211,0.61538462,-0.0,-0.0,0.11764706,0.69767442,0.42424242,-0.0,-0.0,0.83333333
4.0,-0.0,0.03333333,0.78947368,0.67307692,-0.0,-0.0,0.11764706,0.72093023,0.39393939,-0.0,-0.0,0.75
5.0,-0.0,-0.0,0.78947368,0.65384615,-0.0,-0.0,0.11764706,0.72093023,0.42424242,-0.0,-0.0,0.75
6.0,-0.0,0.06666667,0.89473684,0.59615385,-0.0,-0.0,0.11764706,0.69767442,0.42424242,-0.0,-0.0,0.66666667
7.0,-0.0,0.06666667,0.89473684,0.63461538,-0.0,-0.0,0.05882353,0.6744186,0.42424242,-0.0,-0.0,0.75
8.0,-0.0,0.06666667,0.84210526,0.63461538,-0.0,0.03703704,0.0,0.65116279,0.42424242,-0.0,-0.0,0.75
9.0,-0.0,0.06666667,0.84210526,0.61538462,-0.0,0.03703704,0.0,0.69767442,0.33333333,-0.0,-0.0,0.75
10.0,-0.0,0.06666667,0.89473684,0.67307692,-0.0,0.03703704,0.0,0.74418605,0.3030303,-0.0,-0.0,0.66666667
11.0,-0.0,0.06666667,0.89473684,0.67307692,-0.0,-0.0,0.05882353,0.58139535,0.06060606,-0.0,-0.0,0.33333333
12.0,-0.0,0.03333333,0.68421053,0.55769231,-0.0,-0.0,0.0,0.44186047,-0.0,-0.0,-0.0,0.25
13.0,-0.0,0.03333333,0.36842105,0.25,-0.0,-0.0,0.0,0.27906977,-0.0,-0.0,-0.0,0.16666667
14.0,-0.0,-0.0,0.05263158,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
15.0,0.17647059,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0212766,0.11538462,0.0
16.0,0.35294118,0.1,-0.0,-0.0,0.04,0.22222222,0.0,-0.0,-0.0,0.25531915,0.53846154,0.0
17.0,0.35294118,0.13333333,-0.0,-0.0,0.08,0.25925926,0.0,-0.0,-0.0,0.59574468,0.65384615,0.0
18.0,0.44117647,0.2,-0.0,-0.0,0.16,0.33333333,0.0,-0.0,-0.0,0.61702128,0.73076923,0.0
19.0,0.5,0.26666667,-0.0,-0.0,0.2,0.51851852,0.0,-0.0,-0.0,0.65957447,0.96153846,0.0
20.0,0.61764706,0.26666667,-0.0,-0.0,0.24,0.66666667,0.05882353,-0.0,-0.0,0.68085106,0.96153846,0.0
21.0,0.67647059,0.16666667,-0.0,-0.0,0.32,0.66666667,0.05882353,-0.0,-0.0,0.72340426,0.92307692,0.0
22.0,0.70588235,0.26666667,-0.0,-0.0,0.32,0.66666667,0.11764706,-0.0,-0.0,0.68085106,0.88461538,0.0
23.0,0.61764706,0.3,-0.0,-0.0,0.32,0.62962963,0.11764706,-0.0,-0.0,0.59574468,0.88461538,0.0
24.0,0.58823529,0.3,-0.0,-0.0,0.32,0.62962963,0.17647059,-0.0,-0.0,0.59574468,0.88461538,0.0
