x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.00116958,0.0,0.0,0.0,0.0,0.0,0.00092737,0.00125695,0.00044748,0.00019433,0.00100278
8.0,0.00391103,0.04940418,0.00715336,0.00487658,0.00033035,0.00256994,0.00462464,0.04853118,0.0477824,0.02992064,0.02485956,0.03932466
9.0,0.07160304,0.21281573,0.09393223,0.10099794,0.06984366,0.08914446,0.08365381,0.198631,0.20667916,0.18693499,0.17432067,0.21443828
10.0,0.26640357,0.39639275,0.29056906,0.31693165,0.30523416,0.29737364,0.31909623,0.39103236,0.40226101,0.38240567,0.35304151,0.41210174
11.0,0.44371874,0.56161759,0.48144162,0.4878409,0.50888523,0.48005888,0.51410986,0.54819882,0.54329754,0.53425166,0.50020499,0.55082313
12.0,0.58961526,0.6733704,0.641362,0.59528607,0.65759506,0.62153175,0.65607159,0.64240491,0.67195491,0.65538882,0.58295183,0.67325035
13.0,0.67172132,0.72670694,0.71689615,0.63349213,0.70102164,0.68705639,0.70629775,0.71532537,0.74482403,0.73462542,0.64054652,0.73790553
14.0,0.67044542,0.7476494,0.71720319,0.65069954,0.69852643,0.69255881,0.72679073,0.73776741,0.73707543,0.71028543,0.65509094,0.76309163
15.0,0.65030651,0.70155711,0.69924545,0.62474152,0.64015381,0.63547301,0.71547257,0.7051885,0.70454625,0.70445058,0.66759443,0.73234
16.0,0.56386786,0.6207608,0.60991302,0.54250647,0.57422467,0.54757873,0.62389757,0.61604128,0.5997639,0.64045762,0.59033707,0.62906188
17.0,0.41669245,0.4907224,0.47779603,0.39969567,0.41461461,0.38887873,0.44834816,0.49220565,0.46828567,0.46000834,0.49133174,0.49420617
18.0,0.22132378,0.32554772,0.2493857,0.19181472,0.2062655,0.1943109,0.25321307,0.32913629,0.29675349,0.27478219,0.29409161,0.31336102
19.0,0.04279445,0.14748957,0.05702898,0.03256415,0.02204064,0.02124451,0.05266632,0.13921485,0.1150881,0.0815841,0.11072731,0.1192725
20.0,0.00066423,0.02494332,0.00100705,0.00115512,0.0,0.0001553,0.00065744,0.0240056,0.01454451,0.00694827,0.00623107,0.01504941
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
