x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
2.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
3.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
4.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
5.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
6.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
7.0,4.826e-5,1.686e-5,0.00072173,0.00797661,0.01157339,0.00315732,0.007914,0.00040249
8.0,0.01023385,0.01246354,0.01243284,0.08845699,0.0919233,0.0485482,0.09206044,0.02145307
9.0,0.14278365,0.1015681,0.10403898,0.25421051,0.26046323,0.1759212,0.25134931,0.15487113
10.0,0.31702914,0.23935146,0.26086338,0.41706533,0.43665302,0.3269205,0.41320686,0.32203521
11.0,0.46161168,0.34378084,0.37655224,0.55820451,0.5870933,0.44832874,0.544045,0.45277421
12.0,0.59157409,0.43499448,0.47850823,0.63465972,0.71047712,0.52579301,0.64043906,0.55133425
13.0,0.62747953,0.48781576,0.51670199,0.713636,0.7482177,0.56197107,0.68656593,0.61300615
14.0,0.64611858,0.49389508,0.52621262,0.69033034,0.76111387,0.53238457,0.69599333,0.65271238
15.0,0.57852139,0.46317462,0.49903077,0.64236208,0.69936186,0.53597373,0.65859285,0.6032752
16.0,0.47973133,0.40726568,0.39199204,0.54189793,0.60797969,0.4606618,0.53535844,0.48455367
17.0,0.29882825,0.28218769,0.30250204,0.4186606,0.45595809,0.35737102,0.39884486,0.32032959
18.0,0.09748194,0.11602936,0.12401499,0.24520385,0.27158852,0.18824276,0.2351136,0.12024486
19.0,0.00747871,0.01385793,0.01873103,0.08609093,0.08716559,0.04662754,0.08637577,0.015704
20.0,0.0,0.0,0.00056703,0.00819364,0.00702756,0.00125734,0.00871538,9.536e-5
21.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
22.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
23.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
24.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
