x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
7.0,6.335e-5,7.942e-5,0.00066583,0.0079749,0.01230197,0.00303872,0.00856579,0.00053704
8.0,0.02143001,0.02493681,0.01842033,0.09787273,0.11666167,0.05414,0.09878183,0.0308759
9.0,0.18052612,0.13070615,0.13436746,0.25707554,0.28936959,0.18622475,0.27414177,0.17321666
10.0,0.34234644,0.27221577,0.27223586,0.42745379,0.45137693,0.34591315,0.41590597,0.33918355
11.0,0.48695778,0.38342218,0.37660575,0.54249855,0.58909338,0.46114203,0.55631807,0.50253021
12.0,0.55803568,0.43694868,0.47325037,0.61815201,0.66222674,0.49813056,0.60766991,0.56662019
13.0,0.60818025,0.4584327,0.53459491,0.62401257,0.71076947,0.58163684,0.64404582,0.59845405
14.0,0.58033855,0.44819746,0.49596693,0.62177788,0.66724724,0.58614571,0.61668285,0.60306669
15.0,0.52424824,0.42112857,0.454946,0.59052979,0.6189217,0.52594041,0.57896407,0.55992689
16.0,0.43271488,0.33132736,0.38585001,0.48983926,0.4909858,0.45910929,0.4786154,0.42961951
17.0,0.26899275,0.21759561,0.2605601,0.38696647,0.38368163,0.30804959,0.35389264,0.28108819
18.0,0.09241782,0.09154923,0.10753343,0.21405333,0.21877123,0.16807945,0.21511496,0.10374868
19.0,0.00537533,0.00912957,0.01433253,0.06318491,0.06822348,0.03359123,0.06867803,0.01016062
20.0,-0.0,-0.0,0.00018559,0.00266721,0.0018381,9.763e-5,0.00288077,4.96e-6
21.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
