x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.0,0.0,0.94594595,0.0,0.17391304,0.1025641,0.875,0.96875
2.0,0.0,0.0,0.94594595,0.0,0.17391304,0.12820513,0.91071429,0.984375
3.0,0.0,0.0,0.94594595,0.0,0.13043478,0.1025641,0.85714286,1.0
4.0,0.0,0.0,0.97297297,0.0,0.13043478,0.12820513,0.89285714,0.984375
5.0,0.0,0.0,0.97297297,0.0,0.17391304,0.12820513,0.91071429,0.984375
6.0,0.0,0.0,0.97297297,0.0,0.17391304,0.12820513,0.875,0.984375
7.0,0.0,0.0,0.97297297,0.0,0.17391304,0.07692308,0.91071429,0.984375
8.0,0.0,0.0,1.0,0.0,0.2173913,0.12820513,0.91071429,1.0
9.0,0.0,0.0,1.0,0.0,0.17391304,0.20512821,0.85714286,0.984375
10.0,0.0,0.0,0.91891892,0.0,0.13043478,0.12820513,0.82142857,0.953125
11.0,0.0,0.0,0.89189189,0.0,0.13043478,0.12820513,0.80357143,0.9375
12.0,0.0,0.0,0.64864865,0.0,0.17391304,0.12820513,0.80357143,0.765625
13.0,0.0,0.0,0.24324324,0.0,0.13043478,0.1025641,0.73214286,0.59375
14.0,0.0,0.0,0.21621622,0.0,0.0,0.0,0.21428571,0.5
15.0,0.0,0.0,0.05405405,0.0,0.0,0.0,0.0,0.09375
16.0,0.34042553,0.29545455,0.0,0.12727273,0.08695652,0.0,0.0,0.0
17.0,0.5106383,0.40909091,0.0,0.56363636,0.13043478,0.02564103,0.0,0.0
18.0,0.55319149,0.40909091,0.0,0.83636364,0.30434783,0.02564103,0.0,0.0
19.0,0.59574468,0.70454545,0.0,0.90909091,0.39130435,0.17948718,0.0,0.0
20.0,0.89361702,0.86363636,0.0,0.89090909,0.52173913,0.20512821,0.0,0.0
21.0,0.91489362,0.88636364,0.0,0.89090909,0.52173913,0.17948718,0.0,0.0
22.0,0.91489362,0.88636364,0.0,0.87272727,0.52173913,0.20512821,0.0,0.0
23.0,0.93617021,0.93181818,0.0,0.87272727,0.52173913,0.25641026,0.0,0.0
24.0,1.0,0.93181818,0.0,0.87272727,0.56521739,0.23076923,0.0,0.0
