x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.30147177,0.42734833,0.51177892,0.16575115,0.43107739,0.18401556,0.21760298,0.34376135
2.0,0.30561149,0.43705485,0.48374432,0.15392545,0.43275797,0.19739487,0.2032456,0.32910583
3.0,0.29106241,0.46120591,0.53825405,0.15240558,0.39123681,0.18668085,0.16631738,0.30669479
4.0,0.28961645,0.47846167,0.51216721,0.13622109,0.37026406,0.17352547,0.14514774,0.28409719
5.0,0.24883206,0.48038697,0.52678288,0.12009055,0.34313913,0.15479778,0.14023357,0.25351188
6.0,0.23245674,0.50358348,0.5322364,0.09633891,0.35046986,0.14761162,0.12259845,0.21932021
7.0,0.23109277,0.49769742,0.53696901,0.09009152,0.31083971,0.1399735,0.12325476,0.20911583
8.0,0.22389972,0.47738106,0.54089982,0.07123406,0.27158696,0.12652906,0.09702583,0.19600844
9.0,0.15814355,0.43678606,0.54800847,0.07047709,0.27835072,0.11339179,0.1058031,0.15333115
10.0,0.10733461,0.41414621,0.50218432,0.07498061,0.31686145,0.10249949,0.08205476,0.11236323
11.0,0.09954752,0.418495,0.52301189,0.07028291,0.32934638,0.10198547,0.09982619,0.0967876
12.0,0.10048965,0.46488909,0.57101568,0.08575891,0.35053217,0.10079333,0.07188512,0.09324646
13.0,0.09354638,0.52617061,0.62506234,0.10921455,0.4370913,0.13893504,0.1213969,0.1089376
14.0,0.10876638,0.56030348,0.71021964,0.14752521,0.46700029,0.16083846,0.10623083,0.13686375
15.0,0.11273943,0.58681455,0.71816126,0.19673139,0.52542696,0.16276974,0.18880131,0.15187281
16.0,0.14064965,0.60854576,0.78900523,0.23667321,0.6543629,0.24588359,0.2452294,0.17821521
17.0,0.13312624,0.60582348,0.80718865,0.29905321,0.67585101,0.25164051,0.31821857,0.20394354
18.0,0.13233319,0.61817773,0.78205928,0.34041515,0.72972957,0.26636256,0.34531262,0.23913115
19.0,0.16003546,0.66218182,0.73477279,0.39046485,0.72627014,0.30855692,0.39229381,0.22926823
20.0,0.17093546,0.62170212,0.70390883,0.40523042,0.70129971,0.2932212,0.44671179,0.23223948
21.0,0.19545929,0.60289197,0.65941279,0.38307673,0.68436493,0.31369897,0.39674369,0.21945281
22.0,0.19721234,0.56610106,0.61101694,0.34806945,0.59107333,0.24158513,0.3537944,0.21050063
23.0,0.21756582,0.52827955,0.60867153,0.28301358,0.58409536,0.21798256,0.26710512,0.22381458
24.0,0.21660638,0.532435,0.59054559,0.24592836,0.48047014,0.21896838,0.22738833,0.2358251
