x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,-0.0,-0.0,0.64864865,-0.0,0.04347826,0.05128205,0.64285714,0.6875
2.0,-0.0,-0.0,0.62162162,-0.0,0.08695652,0.05128205,0.71428571,0.671875
3.0,-0.0,-0.0,0.54054054,-0.0,0.08695652,0.02564103,0.625,0.6875
4.0,-0.0,-0.0,0.51351351,-0.0,0.08695652,0.02564103,0.67857143,0.71875
5.0,-0.0,-0.0,0.54054054,-0.0,0.08695652,-0.0,0.66071429,0.71875
6.0,-0.0,-0.0,0.59459459,-0.0,0.08695652,0.02564103,0.625,0.6875
7.0,-0.0,-0.0,0.62162162,-0.0,0.04347826,0.02564103,0.66071429,0.671875
8.0,-0.0,-0.0,0.64864865,-0.0,-0.0,0.05128205,0.66071429,0.625
9.0,-0.0,-0.0,0.62162162,-0.0,-0.0,0.05128205,0.64285714,0.625
10.0,-0.0,-0.0,0.59459459,-0.0,-0.0,0.05128205,0.69642857,0.65625
11.0,-0.0,-0.0,0.35135135,-0.0,0.04347826,0.02564103,0.67857143,0.515625
12.0,-0.0,-0.0,0.18918919,-0.0,0.04347826,-0.0,0.55357143,0.40625
13.0,-0.0,-0.0,0.10810811,-0.0,-0.0,-0.0,0.25,0.265625
14.0,-0.0,-0.0,0.02702703,-0.0,-0.0,-0.0,-0.0,-0.0
15.0,0.06382979,0.11363636,-0.0,0.03636364,-0.0,-0.0,-0.0,-0.0
16.0,0.27659574,0.40909091,-0.0,0.29090909,-0.0,0.02564103,-0.0,-0.0
17.0,0.38297872,0.40909091,-0.0,0.58181818,0.04347826,0.02564103,-0.0,-0.0
18.0,0.4893617,0.5,-0.0,0.61818182,0.04347826,0.05128205,-0.0,-0.0
19.0,0.68085106,0.59090909,-0.0,0.67272727,0.08695652,0.07692308,-0.0,-0.0
20.0,0.72340426,0.72727273,-0.0,0.69090909,0.13043478,0.1025641,-0.0,-0.0
21.0,0.76595745,0.75,-0.0,0.69090909,0.13043478,0.07692308,-0.0,-0.0
22.0,0.76595745,0.77272727,-0.0,0.69090909,0.13043478,0.1025641,-0.0,-0.0
23.0,0.74468085,0.72727273,-0.0,0.63636364,0.13043478,0.07692308,-0.0,-0.0
24.0,0.76595745,0.70454545,-0.0,0.61818182,0.2173913,0.05128205,-0.0,-0.0
