x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.00011532,0.00111926,0.00124249,0.00020277,0.00121582,3.24e-5
8.0,0.00355458,0.00599488,0.00924106,0.04779381,0.0598405,0.02171009,0.04899399,0.00671776
9.0,0.08089847,0.09525137,0.1029578,0.19907681,0.23217145,0.15796723,0.2155041,0.1130717
10.0,0.29087481,0.29033449,0.32841178,0.38456505,0.43050825,0.34597826,0.39991515,0.33320553
11.0,0.47305199,0.47023301,0.52166939,0.52269524,0.59606528,0.50182803,0.55762337,0.50248383
12.0,0.62405486,0.6209446,0.65825424,0.62666731,0.71385218,0.59558621,0.67100396,0.62585998
13.0,0.69521267,0.68771841,0.71462465,0.70928462,0.76941958,0.65864859,0.72750323,0.68020642
14.0,0.69701963,0.68972402,0.72089985,0.73833338,0.73828987,0.65667836,0.75092497,0.69504189
15.0,0.65709806,0.66381729,0.70077043,0.69899272,0.71823558,0.67288925,0.71047384,0.66725725
16.0,0.55715994,0.57595898,0.63224993,0.61202453,0.61788289,0.60247538,0.62427919,0.57216408
17.0,0.41197391,0.41995623,0.44887952,0.4834761,0.50860421,0.47890492,0.49183957,0.42709563
18.0,0.20349207,0.23040207,0.24154067,0.31492561,0.33673398,0.29076331,0.32567392,0.22429704
19.0,0.02898267,0.04732904,0.05133228,0.13135515,0.13871624,0.1002469,0.14483652,0.0438334
20.0,0.00041596,0.00091785,0.00211251,0.02167425,0.01893393,0.00504226,0.02299088,0.00126091
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
