Year,Month,Day,Hour,Minute,power (MW),wind direction at 100m (deg),wind speed at 100m (m/s)
2012,1,1,0,0,2,358.791,15.213
2012,1,1,0,5,2,358.725,14.792
2012,1,1,0,10,2,358.121,14.523
2012,1,1,0,15,1.999,357.088,14.197
2012,1,1,0,20,1.999,356.099,13.836
2012,1,1,0,25,1.998,355.21,13.467
2012,1,1,0,30,1.995,354.38,13.07
2012,1,1,0,35,1.991,353.518,12.72
2012,1,1,0,40,1.99,353.067,12.524
2012,1,1,0,45,1.989,353.414,12.5
2012,1,1,0,50,1.99,354.402,12.616
2012,1,1,0,55,1.993,355.825,12.857
2012,1,1,1,0,1.995,357.501,13.092
2012,1,1,1,5,1.997,359.149,13.272
2012,1,1,1,10,1.998,0.582,13.339
2012,1,1,1,15,1.998,1.736,13.312
2012,1,1,1,20,1.997,2.593,13.242
2012,1,1,1,25,1.996,3.065,13.12
2012,1,1,1,30,1.994,3.164,12.952
2012,1,1,1,35,1.992,2.867,12.747
2012,1,1,1,40,1.99,2.554,12.604
2012,1,1,1,45,1.989,2.368,12.506
2012,1,1,1,50,1.989,2.335,12.445
2012,1,1,1,55,1.989,2.197,12.445
2012,1,1,2,0,1.989,1.747,12.445
2012,1,1,2,5,1.988,0.934,12.354
2012,1,1,2,10,1.974,359.819,12.115
2012,1,1,2,15,1.95,358.27,11.703
2012,1,1,2,20,1.909,356.49,11.224
2012,1,1,2,25,1.85,355.463,10.944
2012,1,1,2,30,1.844,355.315,10.916
2012,1,1,2,35,1.86,356.073,10.989
2012,1,1,2,40,1.854,356.891,10.962
2012,1,1,2,45,1.842,357.583,10.901
2012,1,1,2,50,1.838,358.391,10.883
2012,1,1,2,55,1.828,359.314,10.834
2012,1,1,3,0,1.789,0.099,10.648
2012,1,1,3,5,1.709,0.242,10.272
2012,1,1,3,10,1.528,359.666,9.772
2012,1,1,3,15,1.409,359.232,9.442
2012,1,1,3,20,1.378,359.468,9.354
2012,1,1,3,25,1.391,0.154,9.39
2012,1,1,3,30,1.351,0.226,9.281
2012,1,1,3,35,1.262,0.012,9.046
2012,1,1,3,40,1.18,0.242,8.829
2012,1,1,3,45,1.126,0.61,8.688
2012,1,1,3,50,1.105,0.846,8.633
2012,1,1,3,55,1.103,0.764,8.627
2012,1,1,4,0,1.127,0.632,8.688
2012,1,1,4,5,1.149,0.61,8.746
2012,1,1,4,10,1.161,0.737,8.777
2012,1,1,4,15,1.156,0.781,8.762
2012,1,1,4,20,1.141,0.654,8.722
2012,1,1,4,25,1.127,0.682,8.685
2012,1,1,4,30,1.159,1.27,8.768
2012,1,1,4,35,1.279,2.544,9.082
2012,1,1,4,40,1.457,4.247,9.564
2012,1,1,4,45,1.577,5.521,9.897
2012,1,1,4,50,1.66,6.41,10.126
2012,1,1,4,55,1.725,7.185,10.333
2012,1,1,5,0,1.757,7.806,10.483
2012,1,1,5,5,1.764,8.163,10.516
2012,1,1,5,10,1.755,8.449,10.474
2012,1,1,5,15,1.728,8.438,10.345
2012,1,1,5,20,1.711,8.366,10.266
2012,1,1,5,25,1.703,8.328,10.242
2012,1,1,5,30,1.664,7.971,10.132
2012,1,1,5,35,1.635,7.581,10.052
2012,1,1,5,40,1.6,7.086,9.955
2012,1,1,5,45,1.574,6.691,9.882
2012,1,1,5,50,1.586,6.674,9.915
2012,1,1,5,55,1.603,6.581,9.961
2012,1,1,6,0,1.647,6.433,10.083
2012,1,1,6,5,1.688,6.153,10.193
2012,1,1,6,10,1.715,5.928,10.278
2012,1,1,6,15,1.724,5.79,10.318
2012,1,1,6,20,1.73,5.922,10.345
2012,1,1,6,25,1.736,6.092,10.373
2012,1,1,6,30,1.741,6.164,10.397
2012,1,1,6,35,1.751,6.526,10.446
2012,1,1,6,40,1.746,6.718,10.422
2012,1,1,6,45,1.722,6.647,10.309
2012,1,1,6,50,1.691,6.575,10.199
2012,1,1,6,55,1.654,6.372,10.095
2012,1,1,7,0,1.61,6.262,9.973
2012,1,1,7,5,1.546,6.092,9.796
2012,1,1,7,10,1.46,5.757,9.558
2012,1,1,7,15,1.363,5.191,9.289
2012,1,1,7,20,1.281,4.581,9.073
2012,1,1,7,25,1.235,4.186,8.951
2012,1,1,7,30,1.193,3.785,8.841
2012,1,1,7,35,1.182,3.417,8.813
2012,1,1,7,40,1.198,2.867,8.853
2012,1,1,7,45,1.172,1.9,8.786
2012,1,1,7,50,1.096,0.675,8.587
2012,1,1,7,55,1.02,359.621,8.389
2012,1,1,8,0,0.966,358.709,8.246
2012,1,1,8,5,0.88,357.05,7.983
2012,1,1,8,10,0.753,354.748,7.577
2012,1,1,8,15,0.631,352.699,7.187
2012,1,1,8,20,0.552,350.513,6.86
2012,1,1,8,25,0.523,349.706,6.738
2012,1,1,8,30,0.525,349.903,6.747
2012,1,1,8,35,0.504,349.261,6.659
2012,1,1,8,40,0.465,348.41,6.494
2012,1,1,8,45,0.403,346.597,6.231
2012,1,1,8,50,0.305,345.367,5.697
2012,1,1,8,55,0.264,343.817,5.456
2012,1,1,9,0,0.227,342.411,5.243
2012,1,1,9,5,0.191,340.593,4.995
2012,1,1,9,10,0.175,339.862,4.858
2012,1,1,9,15,0.156,338.741,4.699
2012,1,1,9,20,0.138,337.462,4.547
2012,1,1,9,25,0.129,336.478,4.474
2012,1,1,9,30,0.123,334.907,4.419
2012,1,1,9,35,0.118,333.155,4.382
2012,1,1,9,40,0.121,332.177,4.406
2012,1,1,9,45,0.122,331.468,4.409
2012,1,1,9,50,0.123,332.309,4.419
2012,1,1,9,55,0.112,332.067,4.333
2012,1,1,10,0,0.109,332.408,4.306
2012,1,1,10,5,0.114,333.682,4.351
2012,1,1,10,10,0.123,335.023,4.422
2012,1,1,10,15,0.137,337.468,4.544
2012,1,1,10,20,0.154,340.5,4.684
2012,1,1,10,25,0.168,343.312,4.803
2012,1,1,10,30,0.178,345.811,4.892
2012,1,1,10,35,0.183,348.058,4.931
2012,1,1,10,40,0.176,349.667,4.873
2012,1,1,10,45,0.157,350.151,4.711
2012,1,1,10,50,0.131,349.606,4.492
2012,1,1,10,55,0.1,347.937,4.229
2012,1,1,11,0,0.079,346.256,4.031
2012,1,1,11,5,0.081,346.284,4.052
2012,1,1,11,10,0.096,347.673,4.199
2012,1,1,11,15,0.111,349.349,4.324
2012,1,1,11,20,0.123,350.277,4.428
2012,1,1,11,25,0.13,350.563,4.492
2012,1,1,11,30,0.118,350.409,4.391
2012,1,1,11,35,0.099,350.085,4.229
2012,1,1,11,40,0.088,350.063,4.135
2012,1,1,11,45,0.087,350.893,4.132
2012,1,1,11,50,0.092,351.64,4.171
2012,1,1,11,55,0.092,351.53,4.174
2012,1,1,12,0,0.088,351.019,4.138
2012,1,1,12,5,0.081,350.563,4.068
2012,1,1,12,10,0.075,349.953,3.982
2012,1,1,12,15,0.068,349.267,3.881
2012,1,1,12,20,0.059,349.206,3.759
2012,1,1,12,25,0.048,349.8,3.613
2012,1,1,12,30,0.039,350.376,3.485
2012,1,1,12,35,0.033,350.426,3.396
2012,1,1,12,40,0.027,350.459,3.32
2012,1,1,12,45,0.027,351.014,3.311
2012,1,1,12,50,0.027,351.069,3.314
2012,1,1,12,55,0.025,350.893,3.289
2012,1,1,13,0,0.023,350.624,3.262
2012,1,1,13,5,0.025,350.415,3.295
2012,1,1,13,10,0.029,350.168,3.341
2012,1,1,13,15,0.03,349.915,3.366
2012,1,1,13,20,0.033,350.025,3.399
2012,1,1,13,25,0.034,350.476,3.418
2012,1,1,13,30,0.032,351.03,3.387
2012,1,1,13,35,0.025,351.58,3.295
2012,1,1,13,40,0.018,352.42,3.198
2012,1,1,13,45,0.014,353.338,3.143
2012,1,1,13,50,0.012,354.178,3.109
2012,1,1,13,55,0.011,355.316,3.1
2012,1,1,14,0,0.01,356.447,3.07
2012,1,1,14,5,0.009,356.876,3.009
2012,1,1,14,10,0.008,357.084,2.944
2012,1,1,14,15,0.007,357.386,2.844
2012,1,1,14,20,0.006,357.842,2.7
2012,1,1,14,25,0.005,358.216,2.569
2012,1,1,14,30,0.004,357.777,2.484
2012,1,1,14,35,0.003,356.788,2.441
2012,1,1,14,40,0.004,356.382,2.468
2012,1,1,14,45,0.004,356.36,2.487
2012,1,1,14,50,0.004,356.08,2.468
2012,1,1,14,55,0.004,356.096,2.453
2012,1,1,15,0,0.003,356.426,2.401
2012,1,1,15,5,0.002,357.321,2.328
2012,1,1,15,10,0.002,358.672,2.273
2012,1,1,15,15,0.001,358.793,2.255
2012,1,1,15,20,0.002,358.639,2.264
2012,1,1,15,25,0.001,358.974,2.249
2012,1,1,15,30,0.001,359.969,2.221
2012,1,1,15,35,0.001,1.034,2.197
2012,1,1,15,40,0,1.853,2.148
2012,1,1,15,45,0,2.353,2.111
2012,1,1,15,50,0,2.979,2.059
2012,1,1,15,55,0,3.902,1.998
2012,1,1,16,0,0,4.309,1.962
2012,1,1,16,5,0,4.474,1.947
2012,1,1,16,10,0,4.589,1.95
2012,1,1,16,15,0,4.359,1.971
2012,1,1,16,20,0,4.683,1.998
2012,1,1,16,25,0,5.54,2.002
2012,1,1,16,30,0,6.463,2.011
2012,1,1,16,35,0,7.297,2.047
2012,1,1,16,40,0,7.188,2.078
2012,1,1,16,45,0,7.171,2.056
2012,1,1,16,50,0,7.644,2.053
2012,1,1,16,55,0,7.929,2.072
2012,1,1,17,0,0,8.275,2.099
2012,1,1,17,5,0,8.885,2.069
2012,1,1,17,10,0,8.386,1.968
2012,1,1,17,15,0,9.374,1.937
2012,1,1,17,20,0,10.741,1.947
2012,1,1,17,25,0,11.878,1.947
2012,1,1,17,30,0,13.482,1.947
2012,1,1,17,35,0,15.218,1.944
2012,1,1,17,40,0,16.975,1.944
2012,1,1,17,45,0,17.739,1.922
2012,1,1,17,50,0,18.618,1.876
2012,1,1,17,55,0,19.843,1.809
2012,1,1,18,0,0,21.897,1.718
2012,1,1,18,5,0,24.979,1.632
2012,1,1,18,10,0,27.807,1.562
2012,1,1,18,15,0,30.9,1.504
2012,1,1,18,20,0,33.712,1.474
2012,1,1,18,25,0,35.953,1.486
2012,1,1,18,30,0,38.013,1.525
2012,1,1,18,35,0,38.727,1.59
2012,1,1,18,40,0,38.156,1.66
2012,1,1,18,45,0,37.387,1.733
2012,1,1,18,50,0,37.277,1.818
2012,1,1,18,55,0,37.552,1.889
2012,1,1,19,0,0,37.673,1.953
2012,1,1,19,5,0,38.228,2.011
2012,1,1,19,10,0,39.074,2.044
2012,1,1,19,15,0,39.541,2.072
2012,1,1,19,20,0,40.321,2.102
2012,1,1,19,25,0,41.365,2.151
2012,1,1,19,30,0.001,42.007,2.215
2012,1,1,19,35,0.002,42.172,2.301
2012,1,1,19,40,0.003,42.556,2.395
2012,1,1,19,45,0.004,42.963,2.484
2012,1,1,19,50,0.005,43.298,2.56
2012,1,1,19,55,0.005,43.463,2.63
2012,1,1,20,0,0.006,43.386,2.679
2012,1,1,20,5,0.006,42.749,2.734
2012,1,1,20,10,0.007,41.952,2.801
2012,1,1,20,15,0.008,41.326,2.868
2012,1,1,20,20,0.008,41.156,2.941
2012,1,1,20,25,0.009,41.321,3.012
2012,1,1,20,30,0.01,41.046,3.088
2012,1,1,20,35,0.017,40.985,3.173
2012,1,1,20,40,0.022,41.315,3.244
2012,1,1,20,45,0.026,42.254,3.299
2012,1,1,20,50,0.029,43.204,3.347
2012,1,1,20,55,0.032,43.984,3.384
2012,1,1,21,0,0.034,44.797,3.415
2012,1,1,21,5,0.037,45.759,3.451
2012,1,1,21,10,0.04,46.699,3.503
2012,1,1,21,15,0.046,47.237,3.573
2012,1,1,21,20,0.051,47.424,3.649
2012,1,1,21,25,0.057,47.165,3.735
2012,1,1,21,30,0.065,46.308,3.839
2012,1,1,21,35,0.07,45.254,3.918
2012,1,1,21,40,0.075,44.029,3.985
2012,1,1,21,45,0.08,42.645,4.043
2012,1,1,21,50,0.083,41.041,4.086
2012,1,1,21,55,0.086,39.882,4.126
2012,1,1,22,0,0.093,39.064,4.181
2012,1,1,22,5,0.101,38.256,4.251
2012,1,1,22,10,0.108,37.893,4.309
2012,1,1,22,15,0.115,38.008,4.364
2012,1,1,22,20,0.123,38.096,4.437
2012,1,1,22,25,0.136,37.563,4.544
2012,1,1,22,30,0.148,36.981,4.647
2012,1,1,22,35,0.157,37.168,4.724
2012,1,1,22,40,0.164,37.788,4.782
2012,1,1,22,45,0.173,38.327,4.855
2012,1,1,22,50,0.184,38.31,4.95
2012,1,1,22,55,0.193,38.228,5.02
2012,1,1,23,0,0.193,38.662,5.026
2012,1,1,23,5,0.186,39.7,4.965
2012,1,1,23,10,0.173,40.98,4.852
2012,1,1,23,15,0.16,41.771,4.742
2012,1,1,23,20,0.15,41.886,4.657
2012,1,1,23,25,0.142,41.667,4.59
2012,1,1,23,30,0.135,41.804,4.535
2012,1,1,23,35,0.131,42.101,4.495
2012,1,1,23,40,0.129,42.013,4.483
2012,1,1,23,45,0.128,41.079,4.474
2012,1,1,23,50,0.129,39.706,4.483
2012,1,1,23,55,0.127,38.777,4.464
2012,1,2,0,0,0.118,38.662,4.385
2012,1,2,0,5,0.108,38.739,4.3
2012,1,2,0,10,0.099,38.464,4.226
2012,1,2,0,15,0.09,38.365,4.153
2012,1,2,0,20,0.081,39.019,4.059
2012,1,2,0,25,0.075,40.26,3.97
2012,1,2,0,30,0.071,41.177,3.918
2012,1,2,0,35,0.07,41.117,3.903
2012,1,2,0,40,0.069,40.48,3.891
2012,1,2,0,45,0.067,39.941,3.866
2012,1,2,0,50,0.066,39.782,3.845
2012,1,2,0,55,0.065,39.832,3.839
2012,1,2,1,0,0.065,39.826,3.836
2012,1,2,1,5,0.063,39.645,3.811
2012,1,2,1,10,0.059,39.095,3.75
2012,1,2,1,15,0.053,38.618,3.665
2012,1,2,1,20,0.043,38.431,3.531
2012,1,2,1,25,0.03,38.167,3.351
2012,1,2,1,30,0.019,37.112,3.195
2012,1,2,1,35,0.015,35.206,3.137
2012,1,2,1,40,0.013,33.706,3.109
2012,1,2,1,45,0.009,33.641,3.027
2012,1,2,1,50,0.008,34.02,2.932
2012,1,2,1,55,0.008,33.536,2.917
2012,1,2,2,0,0.009,32.355,2.941
2012,1,2,2,5,0.008,32.24,2.865
2012,1,2,2,10,0.006,34.212,2.688
2012,1,2,2,15,0.005,36.079,2.563
2012,1,2,2,20,0.005,35.299,2.548
2012,1,2,2,25,0.005,33.031,2.6
2012,1,2,2,30,0.005,31.278,2.636
2012,1,2,2,35,0.006,30.196,2.664
2012,1,2,2,40,0.006,29.416,2.667
2012,1,2,2,45,0.005,29.175,2.578
2012,1,2,2,50,0.004,29.12,2.468
2012,1,2,2,55,0.004,28.285,2.465
2012,1,2,3,0,0.005,26.489,2.545
2012,1,2,3,5,0.005,25.258,2.569
2012,1,2,3,10,0.004,24.759,2.511
2012,1,2,3,15,0.003,23.902,2.438
2012,1,2,3,20,0.004,21.374,2.453
2012,1,2,3,25,0.005,18.21,2.569
2012,1,2,3,30,0.006,15.639,2.676
2012,1,2,3,35,0.006,14.695,2.685
2012,1,2,3,40,0.005,15.074,2.618
2012,1,2,3,45,0.005,14.629,2.612
2012,1,2,3,50,0.006,12.338,2.716
2012,1,2,3,55,0.008,9.449,2.871
2012,1,2,4,0,0.009,7.587,2.999
2012,1,2,4,5,0.011,6.944,3.088
2012,1,2,4,10,0.016,6.455,3.149
2012,1,2,4,15,0.021,5.719,3.216
2012,1,2,4,20,0.024,4.346,3.259
2012,1,2,4,25,0.026,2.632,3.289
2012,1,2,4,30,0.029,1.104,3.335
2012,1,2,4,35,0.033,0.533,3.39
2012,1,2,4,40,0.035,0.961,3.411
2012,1,2,4,45,0.035,1.768,3.421
2012,1,2,4,50,0.039,2.488,3.466
2012,1,2,4,55,0.044,2.894,3.537
2012,1,2,5,0,0.048,3.048,3.588
2012,1,2,5,5,0.051,2.565,3.64
2012,1,2,5,10,0.058,1.895,3.726
2012,1,2,5,15,0.061,1.615,3.765
2012,1,2,5,20,0.055,1.576,3.689
2012,1,2,5,25,0.045,1.516,3.555
2012,1,2,5,30,0.038,1.285,3.454
2012,1,2,5,35,0.035,0.895,3.408
2012,1,2,5,40,0.032,0.461,3.366
2012,1,2,5,45,0.03,0.269,3.338
2012,1,2,5,50,0.032,359.923,3.366
2012,1,2,5,55,0.034,359.291,3.399
2012,1,2,6,0,0.033,358.56,3.387
2012,1,2,6,5,0.032,357.962,3.369
2012,1,2,6,10,0.032,357.632,3.369
2012,1,2,6,15,0.03,357.703,3.341
2012,1,2,6,20,0.024,358.044,3.259
2012,1,2,6,25,0.02,358.363,3.21
2012,1,2,6,30,0.021,358.637,3.222
2012,1,2,6,35,0.023,358.456,3.244
2012,1,2,6,40,0.02,357.819,3.198
2012,1,2,6,45,0.012,356.824,3.094
2012,1,2,6,50,0.009,355.588,3.021
2012,1,2,6,55,0.009,354.056,2.993
2012,1,2,7,0,0.009,352.474,2.972
2012,1,2,7,5,0.009,351.111,2.941
2012,1,2,7,10,0.008,350.051,2.92
2012,1,2,7,15,0.008,348.82,2.917
2012,1,2,7,20,0.009,347.606,2.941
2012,1,2,7,25,0.009,346.7,2.957
2012,1,2,7,30,0.008,346.101,2.902
2012,1,2,7,35,0.007,345.029,2.822
2012,1,2,7,40,0.008,343.909,2.828
2012,1,2,7,45,0.008,342.887,2.88
2012,1,2,7,50,0.008,342.19,2.85
2012,1,2,7,55,0.006,341.806,2.728
2012,1,2,8,0,0.006,341.229,2.639
2012,1,2,8,5,0.005,339.856,2.584
2012,1,2,8,10,0.004,338.246,2.475
2012,1,2,8,15,0.003,336.664,2.356
2012,1,2,8,20,0.002,335.714,2.301
2012,1,2,8,25,0.002,334.175,2.243
2012,1,2,8,30,0.001,330.95,2.154
2012,1,2,8,35,0,326.572,2.121
2012,1,2,8,40,0,321.43,2.124
2012,1,2,8,45,0,314.981,2.105
2012,1,2,8,50,0,309.23,2.084
2012,1,2,8,55,0,306.676,2.102
2012,1,2,9,0,0.001,305.918,2.163
2012,1,2,9,5,0.002,305.182,2.249
2012,1,2,9,10,0.002,303.21,2.304
2012,1,2,9,15,0.002,299.897,2.279
2012,1,2,9,20,0.001,296.151,2.203
2012,1,2,9,25,0,293.431,2.136
2012,1,2,9,30,0,291.294,2.059
2012,1,2,9,35,0,288.553,1.956
2012,1,2,9,40,0,286.785,1.907
2012,1,2,9,45,0,285.707,1.913
2012,1,2,9,50,0,283.345,1.892
2012,1,2,9,55,0,280.669,1.824
2012,1,2,10,0,0,279.697,1.748
2012,1,2,10,5,0,280.077,1.647
2012,1,2,10,10,0,279.028,1.516
2012,1,2,10,15,0,275.781,1.406
2012,1,2,10,20,0,271.792,1.4
2012,1,2,10,25,0,267.326,1.47
2012,1,2,10,30,0,263.309,1.531
2012,1,2,10,35,0,258.249,1.522
2012,1,2,10,40,0,251.833,1.483
2012,1,2,10,45,0,244.362,1.474
2012,1,2,10,50,0,238.447,1.486
2012,1,2,10,55,0,233.987,1.501
2012,1,2,11,0,0,230.741,1.55
2012,1,2,11,5,0,228.5,1.66
2012,1,2,11,10,0,226.83,1.785
2012,1,2,11,15,0,226.38,1.919
2012,1,2,11,20,0,225.161,2.047
2012,1,2,11,25,0,222.986,2.142
2012,1,2,11,30,0.001,220.915,2.218
2012,1,2,11,35,0.002,219.437,2.31
2012,1,2,11,40,0.003,218.19,2.407
2012,1,2,11,45,0.004,217.212,2.542
2012,1,2,11,50,0.006,217.102,2.713
2012,1,2,11,55,0.008,217.964,2.902
2012,1,2,12,0,0.012,218.959,3.112
2012,1,2,12,5,0.029,220.14,3.341
2012,1,2,12,10,0.046,221.079,3.576
2012,1,2,12,15,0.063,220.969,3.814
2012,1,2,12,20,0.078,220.942,4.019
2012,1,2,12,25,0.092,221.958,4.177
2012,1,2,12,30,0.106,223.15,4.293
2012,1,2,12,35,0.116,223.7,4.376
2012,1,2,12,40,0.122,224.024,4.428
2012,1,2,12,45,0.129,223.82,4.495
2012,1,2,12,50,0.144,222.771,4.617
2012,1,2,12,55,0.161,221.958,4.767
2012,1,2,13,0,0.17,221.986,4.843
2012,1,2,13,5,0.171,222.134,4.852
2012,1,2,13,10,0.174,221.887,4.876
2012,1,2,13,15,0.176,222.662,4.892
2012,1,2,13,20,0.176,224.48,4.895
2012,1,2,13,25,0.182,225.65,4.944
2012,1,2,13,30,0.196,225.815,5.069
2012,1,2,13,35,0.216,226.26,5.209
2012,1,2,13,40,0.235,227.171,5.319
2012,1,2,13,45,0.251,228.21,5.413
2012,1,2,13,50,0.269,229.457,5.52
2012,1,2,13,55,0.287,230.583,5.63
2012,1,2,14,0,0.305,231.374,5.734
2012,1,2,14,5,0.318,232.148,5.81
2012,1,2,14,10,0.328,233.115,5.871
2012,1,2,14,15,0.342,234.065,5.954
2012,1,2,14,20,0.359,234.779,6.054
2012,1,2,14,25,0.374,235.049,6.14
2012,1,2,14,30,0.387,235.131,6.21
2012,1,2,14,35,0.396,235.362,6.25
2012,1,2,14,40,0.4,235.675,6.265
2012,1,2,14,45,0.406,235.548,6.292
2012,1,2,14,50,0.411,235.449,6.314
2012,1,2,14,55,0.409,236.241,6.305
2012,1,2,15,0,0.404,237.29,6.286
2012,1,2,15,5,0.397,237.603,6.256
2012,1,2,15,10,0.388,237.383,6.219
2012,1,2,15,15,0.381,237.251,6.192
2012,1,2,15,20,0.378,237.553,6.173
2012,1,2,15,25,0.372,238.119,6.137
2012,1,2,15,30,0.364,238.905,6.091
2012,1,2,15,35,0.359,239.306,6.061
2012,1,2,15,40,0.356,239.24,6.045
2012,1,2,15,45,0.353,238.762,6.03
2012,1,2,15,50,0.347,238.053,5.993
2012,1,2,15,55,0.341,237.334,5.96
2012,1,2,16,0,0.341,236.493,5.96
2012,1,2,16,5,0.34,235.482,5.954
2012,1,2,16,10,0.342,235.092,5.963
2012,1,2,16,15,0.344,234.993,5.975
2012,1,2,16,20,0.352,234.411,6.027
2012,1,2,16,25,0.353,233.29,6.033
2012,1,2,16,30,0.348,232.153,5.999
2012,1,2,16,35,0.346,231.021,5.99
2012,1,2,16,40,0.345,230.192,5.987
2012,1,2,16,45,0.345,229.648,5.984
2012,1,2,16,50,0.352,229.412,6.027
2012,1,2,16,55,0.37,229.445,6.131
2012,1,2,17,0,0.393,229.654,6.247
2012,1,2,17,5,0.416,229.643,6.344
2012,1,2,17,10,0.441,229.445,6.451
2012,1,2,17,15,0.46,228.961,6.534
2012,1,2,17,20,0.48,228.506,6.616
2012,1,2,17,25,0.497,228.017,6.689
2012,1,2,17,30,0.505,227.599,6.723
2012,1,2,17,35,0.503,227.016,6.714
2012,1,2,17,40,0.502,225.813,6.71
2012,1,2,17,45,0.507,223.841,6.732
2012,1,2,17,50,0.519,222.172,6.784
2012,1,2,17,55,0.55,221.419,6.912
2012,1,2,18,0,0.61,221.079,7.168
2012,1,2,18,5,0.712,221.024,7.513
2012,1,2,18,10,0.826,221.392,7.879
2012,1,2,18,15,0.917,222.128,8.172
2012,1,2,18,20,0.974,222.858,8.337
2012,1,2,18,25,1.008,223.15,8.426
2012,1,2,18,30,1.042,223.073,8.514
2012,1,2,18,35,1.093,222.908,8.648
2012,1,2,18,40,1.16,223.386,8.822
2012,1,2,18,45,1.228,224.139,9.003
2012,1,2,18,50,1.307,224.765,9.21
2012,1,2,18,55,1.393,225.408,9.442
2012,1,2,19,0,1.474,226.347,9.668
2012,1,2,19,5,1.562,227.473,9.912
2012,1,2,19,10,1.638,228.594,10.123
2012,1,2,19,15,1.68,229.709,10.239
2012,1,2,19,20,1.686,230.917,10.254
2012,1,2,19,25,1.682,232.115,10.242
2012,1,2,19,30,1.68,233.109,10.235
2012,1,2,19,35,1.68,233.884,10.235
2012,1,2,19,40,1.687,234.664,10.257
2012,1,2,19,45,1.696,235.565,10.281
2012,1,2,19,50,1.696,236.345,10.281
2012,1,2,19,55,1.699,236.674,10.287
2012,1,2,20,0,1.702,236.625,10.296
2012,1,2,20,5,1.694,236.669,10.275
2012,1,2,20,10,1.675,237.108,10.22
2012,1,2,20,15,1.643,237.553,10.132
2012,1,2,20,20,1.612,237.536,10.046
2012,1,2,20,25,1.587,237.339,9.976
2012,1,2,20,30,1.587,237.372,9.976
2012,1,2,20,35,1.596,237.405,10
2012,1,2,20,40,1.616,237.201,10.052
2012,1,2,20,45,1.648,237.223,10.141
2012,1,2,20,50,1.683,237.883,10.238
2012,1,2,20,55,1.706,238.399,10.303
2012,1,2,21,0,1.72,238.377,10.361
2012,1,2,21,5,1.725,238.284,10.385
2012,1,2,21,10,1.725,238.52,10.385
2012,1,2,21,15,1.71,238.641,10.312
2012,1,2,21,20,1.681,238.624,10.232
2012,1,2,21,25,1.653,238.74,10.153
2012,1,2,21,30,1.651,239.13,10.147
2012,1,2,21,35,1.666,239.355,10.19
2012,1,2,21,40,1.704,239.306,10.293
2012,1,2,21,45,1.723,239.02,10.373
2012,1,2,21,50,1.74,238.751,10.452
2012,1,2,21,55,1.759,238.52,10.541
2012,1,2,22,0,1.779,238.405,10.635
2012,1,2,22,5,1.807,238.3,10.77
2012,1,2,22,10,1.836,237.993,10.904
2012,1,2,22,15,1.856,237.872,11.001
2012,1,2,22,20,1.874,237.954,11.084
2012,1,2,22,25,1.89,237.905,11.16
2012,1,2,22,30,1.91,237.663,11.255
2012,1,2,22,35,1.93,237.504,11.377
2012,1,2,22,40,1.938,237.526,11.514
2012,1,2,22,45,1.945,237.554,11.633
2012,1,2,22,50,1.951,237.46,11.734
2012,1,2,22,55,1.955,237.405,11.81
2012,1,2,23,0,1.96,237.57,11.899
2012,1,2,23,5,1.965,237.614,11.978
2012,1,2,23,10,1.969,237.262,12.045
2012,1,2,23,15,1.974,236.955,12.137
2012,1,2,23,20,1.98,236.982,12.24
2012,1,2,23,25,1.986,236.949,12.341
2012,1,2,23,30,1.988,236.751,12.424
2012,1,2,23,35,1.989,236.658,12.494
2012,1,2,23,40,1.99,236.614,12.54
2012,1,2,23,45,1.99,236.246,12.536
2012,1,2,23,50,1.989,235.642,12.478
2012,1,2,23,55,1.989,235.208,12.472
2012,1,3,0,0,1.99,234.895,12.521
2012,1,3,0,5,1.99,234.62,12.585
2012,1,3,0,10,1.991,234.538,12.683
2012,1,3,0,15,1.993,234.675,12.82
2012,1,3,0,20,1.994,234.675,12.918
2012,1,3,0,25,1.995,234.603,13.031
2012,1,3,0,30,1.996,234.73,13.159
2012,1,3,0,35,1.997,234.889,13.281
2012,1,3,0,40,1.998,234.928,13.418
2012,1,3,0,45,1.998,234.834,13.507
2012,1,3,0,50,1.999,234.724,13.571
2012,1,3,0,55,1.999,234.658,13.632
2012,1,3,1,0,1.999,234.609,13.69
2012,1,3,1,5,1.999,234.433,13.763
2012,1,3,1,10,1.999,234.257,13.861
2012,1,3,1,15,1.999,234.18,13.934
2012,1,3,1,20,1.999,234.054,13.977
2012,1,3,1,25,1.999,233.84,14.017
2012,1,3,1,30,1.999,233.571,14.093
2012,1,3,1,35,1.999,233.345,14.163
2012,1,3,1,40,1.999,233.175,14.224
2012,1,3,1,45,1.999,233.049,14.288
2012,1,3,1,50,1.999,233.093,14.371
2012,1,3,1,55,2,233.153,14.471
2012,1,3,2,0,2,233.087,14.563
2012,1,3,2,5,2,233.005,14.633
2012,1,3,2,10,2,233.065,14.715
2012,1,3,2,15,2,233.257,14.798
2012,1,3,2,20,2,233.538,14.892
2012,1,3,2,25,2,233.735,14.917
2012,1,3,2,30,2,233.906,14.923
2012,1,3,2,35,2,234.18,14.908
2012,1,3,2,40,2,234.422,14.853
2012,1,3,2,45,2,234.609,14.801
2012,1,3,2,50,2,234.779,14.773
2012,1,3,2,55,2,234.845,14.718
2012,1,3,3,0,2,234.79,14.679
2012,1,3,3,5,2,234.741,14.67
