x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.61157549,0.42328983,0.77906126,0.47912637,0.37884941,0.87582681,0.63573424
2.0,0.53275662,0.38716167,0.77894306,0.44933164,0.36182575,0.85682594,0.60694192
3.0,0.50969251,0.38782517,0.78908486,0.43185005,0.3392285,0.84136507,0.56378124
4.0,0.49515056,0.35200167,0.7524036,0.39218149,0.31418275,0.79394681,0.52311808
5.0,0.42841538,0.32654433,0.76883117,0.36503214,0.28191987,0.75216261,0.45619051
6.0,0.36337108,0.29451483,0.7646182,0.31193841,0.24577464,0.70731217,0.39744147
7.0,0.32985446,0.26979583,0.7591218,0.32524697,0.23888497,0.74516029,0.34200102
8.0,0.21683323,0.23952733,0.72535081,0.31811602,0.20302039,0.6941758,0.21560068
9.0,0.20691733,0.15786633,0.71216901,0.25921224,0.18635974,0.67784406,0.18132452
10.0,0.220612,0.1557495,0.67195477,0.21454796,0.11417647,0.64558304,0.18835458
11.0,0.20929703,0.18200217,0.67685261,0.15067144,0.08465373,0.69159522,0.18986746
12.0,0.20324944,0.16272317,0.70468775,0.17073373,0.0965268,0.69446493,0.19386373
13.0,0.21267149,0.20140467,0.72439045,0.21166965,0.10750954,0.70133145,0.21649367
14.0,0.22811621,0.23615133,0.75659063,0.22591313,0.13109033,0.76085928,0.20381977
15.0,0.25925077,0.30901033,0.75176631,0.25596746,0.15005556,0.73570217,0.27745785
16.0,0.26751549,0.28987617,0.76162595,0.28690498,0.16009752,0.73520652,0.29013412
17.0,0.33939631,0.28374183,0.78561171,0.32865065,0.16716052,0.73758,0.31359706
18.0,0.41534133,0.32343517,0.79811459,0.35484547,0.19967752,0.7427058,0.41801288
19.0,0.48606359,0.39216,0.79419153,0.42419403,0.2901885,0.75464319,0.51340147
20.0,0.5751079,0.47486033,0.80590667,0.50169214,0.35968863,0.76846928,0.63820226
21.0,0.617976,0.46680183,0.77105568,0.55342537,0.37704405,0.75774899,0.70321616
22.0,0.65606913,0.48570933,0.73912811,0.56392736,0.4261902,0.76891623,0.68739672
23.0,0.6595919,0.44321683,0.74663514,0.5473998,0.44147137,0.73966942,0.66156
24.0,0.67089518,0.44796183,0.73812883,0.54283662,0.46013882,0.72805246,0.62314362
