x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.18830105,0.22134181,0.32668709,0.38848038,0.20446144,0.55634324,0.33817821
2.0,0.19967456,0.21008949,0.34049532,0.38832987,0.19508205,0.52732793,0.32364388
3.0,0.19047947,0.1713939,0.34783163,0.38805077,0.18799785,0.56699568,0.30471721
4.0,0.17521982,0.15025243,0.34459816,0.40242936,0.16845221,0.55297477,0.27829174
5.0,0.15631105,0.1450635,0.30606355,0.39854333,0.15217026,0.56076414,0.24907592
6.0,0.14893579,0.12711062,0.28732355,0.42687846,0.12710359,0.56899279,0.21819035
7.0,0.14285456,0.12591028,0.28167163,0.42460026,0.10638379,0.58730721,0.20383015
8.0,0.12961351,0.09971672,0.27709234,0.39182551,0.09290831,0.58410018,0.19045861
9.0,0.11613053,0.10562588,0.20664369,0.36354564,0.09649026,0.58394126,0.15264468
10.0,0.10439439,0.08812972,0.14488085,0.36009962,0.10660862,0.53677802,0.11271572
11.0,0.1046693,0.10668203,0.13718496,0.36215885,0.10350544,0.56709676,0.09529144
12.0,0.10544912,0.07544034,0.13199064,0.41192231,0.12177333,0.61543676,0.09314896
13.0,0.14079123,0.13030452,0.12028482,0.47239474,0.16153723,0.66977712,0.11024587
14.0,0.16112596,0.1222896,0.1297078,0.52483603,0.18089067,0.74950162,0.14424229
15.0,0.16555263,0.20104802,0.13469645,0.55407962,0.23335692,0.76149676,0.15816527
16.0,0.25595667,0.25944836,0.15369801,0.59396077,0.29168185,0.83622721,0.18405811
17.0,0.25038754,0.33658689,0.15233262,0.59945885,0.34074421,0.82655514,0.22421632
18.0,0.26965474,0.36319763,0.1380973,0.62219731,0.39145692,0.81864577,0.24831881
19.0,0.31540351,0.41231977,0.16429248,0.65373987,0.43217231,0.7781182,0.23566249
20.0,0.29906579,0.46145797,0.16980582,0.62624782,0.43674308,0.75896324,0.23223353
21.0,0.31703614,0.41198667,0.18524723,0.60980244,0.42283723,0.6991982,0.22825254
22.0,0.24075053,0.36759537,0.18691801,0.57571103,0.36838164,0.64819676,0.22004557
23.0,0.21579702,0.28817582,0.20136142,0.54004679,0.32400821,0.62931946,0.23402368
24.0,0.21509596,0.23897107,0.19838099,0.54493474,0.27184226,0.59383171,0.25113502
