x1,x2,x3,x4,x5,x6,x7,x8
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,0.00355974,0.00855871,0.00011725,0.00051034,0.00930701,0.00198999,0.00051299
8.0,0.0583404,0.09914831,0.02587885,0.0287326,0.10199761,0.02644489,0.03113596
9.0,0.1937005,0.27544609,0.18635835,0.13919629,0.26241543,0.14940627,0.17177011
10.0,0.35222955,0.41963416,0.34637622,0.28103514,0.43421503,0.28673477,0.33808079
11.0,0.46247475,0.55912329,0.49326315,0.40208749,0.54862674,0.40347316,0.49455791
12.0,0.49974711,0.61180508,0.56522733,0.45939861,0.62287527,0.49299266,0.56186021
13.0,0.58515154,0.64984533,0.60956939,0.48923151,0.63446059,0.5549909,0.59424386
14.0,0.60262452,0.61802741,0.58140055,0.46477459,0.63157327,0.52179107,0.59203061
15.0,0.54234821,0.57813256,0.52920428,0.4231447,0.60094657,0.49796592,0.54334633
16.0,0.47686995,0.47699591,0.4404983,0.33630823,0.4866771,0.41966624,0.41810049
17.0,0.32116684,0.35549032,0.27099058,0.23179364,0.38309787,0.28648552,0.27339653
18.0,0.17796787,0.21262356,0.09411896,0.10322662,0.21544195,0.12074451,0.10188725
19.0,0.03629612,0.06805881,0.00679195,0.01293545,0.06532897,0.0196297,0.01008945
20.0,0.00012138,0.00281274,-0.0,1.548e-5,0.00277399,0.00025114,4.74e-6
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
