x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.05263158,0.6440678,-0.0,-0.0,-0.0,0.67567568,0.94029851
2.0,0.07894737,0.69491525,-0.0,-0.0,-0.0,0.7027027,0.92537313
3.0,0.05263158,0.61016949,-0.0,-0.0,-0.0,0.72972973,0.92537313
4.0,0.07894737,0.66101695,-0.0,-0.0,-0.0,0.72972973,0.89552239
5.0,0.07894737,0.66101695,-0.0,-0.0,-0.0,0.67567568,0.92537313
6.0,0.02631579,0.72881356,-0.0,-0.0,-0.0,0.62162162,0.91044776
7.0,0.02631579,0.71186441,-0.0,-0.0,-0.0,0.64864865,0.94029851
8.0,0.05263158,0.69491525,-0.0,-0.0,-0.0,0.67567568,0.92537313
9.0,0.10526316,0.66101695,-0.0,-0.0,-0.0,0.64864865,0.94029851
10.0,0.10526316,0.6440678,-0.0,-0.0,-0.0,0.62162162,0.85074627
11.0,0.05263158,0.57627119,-0.0,-0.0,-0.0,0.43243243,0.74626866
12.0,-0.0,0.61016949,-0.0,-0.0,-0.0,0.27027027,0.56716418
13.0,-0.0,0.3220339,-0.0,-0.0,-0.0,0.16216216,0.46268657
14.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.05405405,0.19402985
15.0,-0.0,-0.0,0.10638298,0.03846154,-0.0,-0.0,-0.0
16.0,-0.0,-0.0,0.27659574,0.21153846,0.21242622,-0.0,-0.0
17.0,-0.0,-0.0,0.31247738,0.25,0.4,-0.0,-0.0
18.0,-0.0,-0.0,0.40425532,0.38461538,0.46153846,-0.0,-0.0
19.0,0.05263158,-0.0,0.70212766,0.59615385,0.46153846,-0.0,-0.0
20.0,0.05263158,-0.0,0.74468085,0.63461538,0.49230769,-0.0,-0.0
21.0,0.07894737,-0.0,0.76595745,0.65384615,0.50769231,-0.0,-0.0
22.0,0.05263158,-0.0,0.85106383,0.71153846,0.56923077,-0.0,-0.0
23.0,0.05263158,-0.0,0.85106383,0.73076923,0.6,-0.0,-0.0
24.0,0.02631579,-0.0,0.87234043,0.73076923,0.6,-0.0,-0.0
