x1,x2,x3,x4,x5,x6,x7
0.0,0.86666667,0.96923077,0.91891892,0.0,0.12820513,0.0
0.0,0.9,0.98461538,0.91891892,0.0,0.15384615,0.0
0.0,0.83333333,1.0,0.91891892,0.0,0.12820513,0.0
0.0,0.86666667,0.98461538,0.94594595,0.0,0.15384615,0.0
0.0,0.9,0.98461538,0.94594595,0.0,0.15384615,0.0
0.0,0.86666667,0.98461538,0.94594595,0.0,0.15384615,0.0
0.0,0.9,0.98461538,0.94594595,0.0,0.1025641,0.0
0.0,0.91666667,1.0,0.97297297,0.0,0.15384615,0.0
0.0,0.85,1.0,0.97297297,0.0,0.20512821,0.0
0.0,0.8,0.96923077,0.89189189,0.0,0.12820513,0.0
0.0,0.78333333,0.95384615,0.86486486,0.0,0.12820513,0.0
0.0,0.8,0.76923077,0.64864865,0.0,0.12820513,0.0
0.0,0.7,0.58461538,0.27027027,0.0,0.12820513,0.0
0.0,0.2,0.49230769,0.21621622,0.0,0.0,0.0
0.0,0.0,0.09230769,0.05405405,0.0,0.0,0.0
0.25454545,0.0,0.0,0.0,0.12307692,0.0,0.36363636
0.34545455,0.0,0.0,0.0,0.50769231,0.02564103,0.54545455
0.36363636,0.0,0.0,0.0,0.78461538,0.02564103,0.59090909
0.65454545,0.0,0.0,0.0,0.84615385,0.15384615,0.63636364
0.85454545,0.0,0.0,0.0,0.86153846,0.20512821,0.86363636
0.87272727,0.0,0.0,0.0,0.86153846,0.17948718,0.88636364
0.87272727,0.0,0.0,0.0,0.84615385,0.20512821,0.88636364
0.90909091,0.0,0.0,0.0,0.84615385,0.25641026,0.90909091
0.90909091,0.0,0.0,0.0,0.86153846,0.23076923,0.97727273
