x1,x2,x3,x4,x5,x6,x7,x8
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,0.0009082,0.00232543,-0.0,9.823e-5,0.00235562,0.0006242,-0.0
8.0,0.03811036,0.06633736,0.01232974,0.01606299,0.07085894,0.01595257,0.01609409
9.0,0.16473604,0.22617725,0.11817113,0.10416404,0.21956534,0.09921523,0.13821192
10.0,0.30994366,0.39334556,0.28628857,0.25909653,0.38858456,0.24933583,0.29246881
11.0,0.48281324,0.54803531,0.43330874,0.33693952,0.53763834,0.36551593,0.43189619
12.0,0.5890407,0.64980927,0.55019238,0.44065983,0.64867304,0.48598578,0.54713519
13.0,0.62049486,0.70093034,0.58843642,0.52245642,0.7060731,0.51862774,0.57346719
14.0,0.63272815,0.71989223,0.61177369,0.55541292,0.71012313,0.55061591,0.58723048
15.0,0.59511455,0.67123245,0.55724005,0.50936625,0.67480347,0.55492939,0.57520468
16.0,0.51945728,0.57630297,0.45811345,0.4427394,0.5830204,0.44827918,0.48771626
17.0,0.39409313,0.42485132,0.28590824,0.30653993,0.4382517,0.35776051,0.33836166
18.0,0.23312597,0.25943782,0.13450384,0.15747971,0.26745419,0.16145231,0.15365307
19.0,0.06364822,0.09064993,0.01388475,0.02480494,0.0965822,0.03230811,0.02252757
20.0,0.00141666,0.00859285,-0.0,0.00011164,0.00911061,0.00107507,7.943e-5
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
