x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.75162614,0.70607175,0.72804199,0.90305756,0.7512081,0.89802144,0.66354398
2.0,0.67893175,0.73308497,0.73326894,0.90479923,0.74070821,0.85504631,0.68494786
3.0,0.65559281,0.74011548,0.71855461,0.88341,0.76098144,0.84945279,0.66493622
4.0,0.64287737,0.72623864,0.70718894,0.87864038,0.71576974,0.83027261,0.67527194
5.0,0.58796386,0.72089763,0.68688652,0.87282628,0.70477364,0.84850757,0.68194438
6.0,0.58104088,0.70498667,0.65887163,0.87856731,0.68663077,0.81895261,0.68263721
7.0,0.56110456,0.69962678,0.63363149,0.8556159,0.66936421,0.80818901,0.68594159
8.0,0.53950211,0.63314621,0.65080057,0.8455009,0.57399046,0.8047582,0.66179204
9.0,0.45104825,0.46743582,0.6412705,0.80349474,0.4345759,0.75505982,0.635481
10.0,0.39818298,0.43298068,0.51755603,0.72720513,0.38285805,0.69951676,0.57101075
11.0,0.3817807,0.41533153,0.39022511,0.64100782,0.35887344,0.61113892,0.45864408
12.0,0.36521298,0.38389107,0.31570709,0.57961423,0.35065918,0.60317243,0.43909711
13.0,0.3704786,0.38204927,0.34795518,0.56220551,0.34890974,0.64394739,0.4404599
14.0,0.36246772,0.40939345,0.35586156,0.56919192,0.39568574,0.64283604,0.45109254
15.0,0.41807123,0.46273356,0.38778894,0.53960141,0.43687251,0.66759243,0.45767642
16.0,0.42475175,0.46623559,0.41083957,0.54742603,0.48227456,0.64239279,0.46732438
17.0,0.43645737,0.53172339,0.40809674,0.5575909,0.55224256,0.66259748,0.48698647
18.0,0.43750105,0.54715119,0.44069901,0.53828051,0.63537805,0.68069568,0.5128203
19.0,0.4808514,0.57185797,0.54511262,0.57648667,0.59778503,0.65424072,0.6106792
20.0,0.53985158,0.60575435,0.68148326,0.63887359,0.73286369,0.67459027,0.70102408
21.0,0.61118035,0.67212554,0.7183739,0.66938154,0.74420421,0.71923351,0.77499403
22.0,0.60464368,0.70355921,0.76065532,0.70340179,0.70810903,0.73426577,0.78963403
23.0,0.60484544,0.7524539,0.76139872,0.75126577,0.69501672,0.71164108,0.82431015
24.0,0.66927702,0.7554496,0.78137418,0.71738474,0.71378318,0.72946216,0.84387692
