x1,x2,x3,x4,x5,x6,x7,x8
1.0,10941.1320363,8360.67529342,8493.07656159,8257.19936508,8355.96061402,8326.54550776,11055.49134404
2.0,10205.76465717,7819.42778136,7920.8497281,7757.53954121,7845.05124257,7769.11707081,10312.88361185
3.0,9686.91676862,7511.3879938,7580.7511811,7458.146352,7570.52283796,7416.25309834,9772.08918633
4.0,9352.54605298,7340.19410792,7400.38220037,7310.75572432,7450.35189467,7205.02877696,9421.29604157
5.0,9222.97595557,7338.81866352,7363.93912003,7298.77674309,7466.7263582,7132.58544792,9264.04065867
6.0,9450.78458665,7663.98161495,7575.06524448,7550.60290061,7742.35105727,7296.02438801,9462.33957184
7.0,9949.68241625,8403.90176471,8163.74969361,8200.5453176,8442.30617477,7811.81379513,9913.89667775
8.0,10170.59849112,8890.09291971,8893.62329057,8869.60999766,9292.06185824,8353.33128825,10111.60301754
9.0,10775.22985269,9150.5386551,9281.14362228,9114.26284339,9555.5380899,8640.12367664,10739.03317297
10.0,11686.94210796,9520.44069308,9583.3697589,9308.41318545,9591.77094655,8986.11043303,11681.09280296
11.0,12694.41535416,9924.06152514,9935.9362311,9535.38307634,9663.51555716,9402.11611112,12730.15424687
12.0,13647.52638901,10262.61957805,10206.90122313,9718.77280916,9721.05106875,9759.93553572,13704.76942825
13.0,14516.78299633,10556.25507902,10413.9436874,9857.02738844,9746.04014764,10040.47119718,14584.27545424
14.0,15283.76561418,10864.02554559,10597.62001132,9999.94938239,9784.91671665,10298.60286878,15360.14342477
15.0,15896.18113541,11133.02726573,10738.26097911,10135.94784407,9842.59362848,10518.36938411,15962.85758864
16.0,16316.84551315,11351.99228903,10845.03518239,10263.87296733,9890.81084772,10694.64453883,16380.51926529
17.0,16528.2383597,11502.28500925,10906.43795128,10354.6934306,9928.88701555,10805.42553236,16607.35522567
18.0,16430.07622081,11492.32996783,10915.20605597,10352.16365475,9929.71047194,10795.47458842,16526.75710675
19.0,16005.04029541,11308.72879945,10918.72450351,10365.42889439,10026.55454575,10740.13449509,16100.48360483
20.0,15325.35404287,11159.71475109,11180.77873097,10640.92536288,10459.53788274,10901.58527802,15433.60340756
21.0,14891.43412256,11234.61361549,11249.02768046,10626.57786912,10455.31178125,10913.13719557,15004.98148126
22.0,14351.94345498,10849.02324051,10982.55664944,10282.7908818,10152.83088304,10559.14410459,14465.98110986
23.0,13286.79392418,10079.06834177,10425.28157959,9681.83688436,9599.95681942,9943.75916919,13393.95624036
24.0,12074.70200413,9119.40489702,9660.68584766,8888.58346126,8854.64315941,9120.79032579,12169.426618
