x1,x2,x3,x4,x5,x6,x7,x8
1.0,3969.58110626,4795.63607741,4195.58746744,4106.59136637,4767.3627539,4216.95408004,4124.62384088
2.0,3848.7315218,4593.59177353,4090.72113691,3983.62772466,4565.72624544,4096.98988402,4019.88973919
3.0,3786.63806657,4449.24843559,4047.9964611,3912.60556916,4425.20212941,4033.93963735,3967.02170381
4.0,3761.48956827,4352.26034426,4039.85855058,3879.82502737,4329.97444206,4005.91254383,3948.80752414
5.0,3772.9639389,4300.71746449,4069.5107175,3884.72883673,4283.09393607,4016.3527758,3966.63179358
6.0,3857.05246413,4324.16875495,4151.30355415,3940.40117028,4316.03725596,4078.20270726,4040.88539986
7.0,4063.33960108,4431.74933716,4346.37019811,4092.91839461,4440.30918147,4242.61836097,4226.45301093
8.0,4218.8559366,4498.82396607,4589.14711838,4276.2656069,4517.91206279,4451.60344994,4433.67843356
9.0,4280.42047291,4684.0922356,4694.11607252,4376.2273766,4698.39939496,4580.40731165,4522.6069898
10.0,4345.22656316,4955.86104491,4686.99577488,4420.53128049,4959.47378914,4640.84188273,4541.1878715
11.0,4412.37107659,5253.9159643,4660.90717044,4469.23227744,5244.02670433,4701.31547538,4548.71664725
12.0,4461.72819593,5555.03248033,4620.2965788,4502.13323249,5528.56365691,4740.47703282,4539.62232253
13.0,4494.81640253,5819.58620647,4560.76754691,4518.21508659,5780.48218049,4756.09690857,4517.47332408
14.0,4559.03313277,6081.13999425,4516.89926819,4540.36047076,6035.46724661,4776.02263041,4514.67593768
15.0,4627.23266037,6285.45640187,4501.54061874,4573.98894118,6233.19834198,4803.45853986,4526.79682892
16.0,4695.62412169,6441.41764335,4495.37530511,4599.28469395,6374.81376309,4821.08580686,4544.58309682
17.0,4753.65726543,6525.89685011,4506.10970983,4627.48744913,6449.08241437,4839.64657011,4573.05721159
18.0,4743.04713054,6471.07066153,4506.59622172,4635.61371357,6389.98847281,4835.14045969,4575.68306655
19.0,4699.20243368,6341.82234544,4522.97244161,4635.2657655,6262.16790687,4826.38620185,4571.95944713
20.0,4648.44191986,6152.98052859,4658.9955321,4716.19617724,6077.17858615,4889.27184781,4654.79478303
21.0,4673.64687768,5950.94026701,4691.22725882,4745.59977292,5885.18827567,4903.95620316,4673.29303493
22.0,4601.51605285,5792.3406962,4637.37629611,4680.59224588,5730.10341753,4844.66894944,4607.17444782
23.0,4399.33989474,5468.77741596,4505.28622989,4538.31738972,5411.04438546,4700.74566824,4461.30314583
24.0,4145.60163573,5104.83585153,4314.46225179,4331.63243554,5057.0576171,4490.7682912,4257.99395856
