x1,x2,x3,x4,x5,x6,x7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68e-5,0.00120426,3.191e-5,0.0002171,0.00121893,0.00024112,0.0
0.00964669,0.04959326,0.00734589,0.01137255,0.0508066,0.02306413,0.00435644
0.1035054,0.21658182,0.11328565,0.1088304,0.20418971,0.15990111,0.09024915
0.30321556,0.40131277,0.33343378,0.33036091,0.39121556,0.34300877,0.30465607
0.48451294,0.56025297,0.50314302,0.51600114,0.53248246,0.49361332,0.49359912
0.63149762,0.67370999,0.62674027,0.65159227,0.63834209,0.58169153,0.64935834
0.70234167,0.73057437,0.67479676,0.71655991,0.71934088,0.64134351,0.71446351
0.70117565,0.7530869,0.69661221,0.70915769,0.73835008,0.63929155,0.71184962
0.6782089,0.71265771,0.668704,0.68931645,0.70185846,0.65710662,0.66905442
0.58675939,0.6259204,0.57309585,0.62514792,0.60960052,0.58941328,0.56930556
0.4382361,0.49297867,0.42788695,0.44371582,0.48723911,0.46894325,0.41867565
0.24444267,0.32586623,0.22506986,0.23948405,0.31824096,0.28699519,0.21072468
0.05467272,0.14348704,0.04392265,0.05296359,0.13454177,0.10413467,0.03062412
0.00180973,0.02312487,0.00135978,0.00269696,0.02177816,0.00564534,0.00044433
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
