x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.82820667,0.63576233,0.92792973,0.64135612,0.66345856,0.90016739,0.75385977
2.0,0.78920154,0.61161633,0.91442847,0.66423871,0.63836078,0.89299942,0.74741345
3.0,0.75348492,0.5950445,0.8962845,0.65133602,0.6660132,0.90509855,0.76274599
4.0,0.7314601,0.57604967,0.89320108,0.62944229,0.6330519,0.83608681,0.7470026
5.0,0.72253651,0.58005117,0.89309459,0.60643303,0.63179346,0.87812551,0.74806746
6.0,0.72348944,0.5699025,0.8688236,0.61173612,0.57368118,0.86974391,0.73478079
7.0,0.73735405,0.5484,0.87082216,0.60408169,0.54040301,0.85812246,0.73125774
8.0,0.65680513,0.49613683,0.82124559,0.59253154,0.51931843,0.85282217,0.64970113
9.0,0.44150882,0.376301,0.82285802,0.52234637,0.51457817,0.82381609,0.45911582
10.0,0.35357354,0.24798417,0.72920721,0.3870605,0.38261399,0.67332362,0.33365424
11.0,0.28993569,0.22349683,0.61461423,0.28325871,0.24189621,0.55341319,0.3285504
12.0,0.26209754,0.22524983,0.57200847,0.25974527,0.19155307,0.50946029,0.27862599
13.0,0.23528728,0.25008383,0.54003117,0.27435662,0.20355111,0.50263145,0.23665096
14.0,0.24627138,0.2424505,0.51527441,0.29273274,0.22308157,0.50525754,0.22516373
15.0,0.26674995,0.25899183,0.5038782,0.31107204,0.25002837,0.49377014,0.22725729
16.0,0.27175528,0.27518833,0.5164818,0.32599522,0.25520549,0.50989551,0.25948056
17.0,0.31177518,0.2998105,0.50920523,0.33778408,0.27011386,0.5324013,0.29567797
18.0,0.36223097,0.32689517,0.56157964,0.3446996,0.28996732,0.54466,0.29971073
19.0,0.45723128,0.39476,0.61580613,0.45656657,0.39627739,0.59009101,0.39085073
20.0,0.57166379,0.48844183,0.62858396,0.55559592,0.50230275,0.62211681,0.48009073
21.0,0.63459405,0.53772117,0.66850847,0.69039781,0.58059739,0.67466406,0.64885458
22.0,0.69523077,0.56528783,0.74868054,0.73025891,0.67729529,0.75064406,0.70356463
23.0,0.74513949,0.562813,0.74905441,0.73863303,0.68883516,0.76845145,0.79104282
24.0,0.79704882,0.617021,0.78735243,0.7760197,0.72427503,0.79764652,0.82385718
