x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
2.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
3.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
4.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
5.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
6.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
7.0,0.00593328,0.00794242,0.00039892,0.00521401,0.00073599,0.0,0.0,0.00966491,0.00235468,0.00865923,0.00732274,-0.0,0.00117485,0.00011149,0.00988539
8.0,0.06333927,0.08411168,0.00814715,0.08955069,0.03490989,0.00561443,0.00843105,0.07835977,0.04698286,0.08355975,0.09660745,0.00189694,0.02296293,0.0106917,0.09338069
9.0,0.17131142,0.24159651,0.1020811,0.26637264,0.19213551,0.078139,0.14689443,0.24640512,0.19823934,0.24719229,0.27556912,0.12807212,0.12241361,0.10369907,0.24294614
10.0,0.29886843,0.38366111,0.24531475,0.43928933,0.37361258,0.19612604,0.31566765,0.40656023,0.39275086,0.41181867,0.45897582,0.33900774,0.27746621,0.25469249,0.40100533
11.0,0.41236089,0.5241872,0.37806201,0.56962227,0.50791946,0.29802772,0.46144085,0.56558147,0.5589464,0.54692546,0.58262348,0.50417293,0.36326496,0.36225276,0.53121734
12.0,0.45661346,0.60341065,0.48547185,0.66695939,0.60259157,0.39786818,0.58919289,0.69225549,0.67710342,0.62473753,0.66801534,0.62377692,0.44753701,0.46216063,0.62858419
13.0,0.51710377,0.69737433,0.57966316,0.71015385,0.63683083,0.42861394,0.61513197,0.72643877,0.73271468,0.70342592,0.72812572,0.68656506,0.4724498,0.50910334,0.67460333
14.0,0.47945621,0.69923992,0.61924928,0.71627684,0.66656255,0.44371594,0.64647842,0.76040121,0.69737171,0.66195958,0.70943944,0.68649382,0.50102162,0.50632819,0.69203264
15.0,0.48922075,0.60790505,0.58579589,0.6628196,0.61558051,0.41059087,0.594947,0.69044519,0.64167697,0.6225609,0.68420786,0.58646521,0.48711572,0.49194871,0.66157688
16.0,0.43981109,0.51786223,0.43013034,0.57616126,0.49949906,0.38026027,0.47659369,0.59632096,0.55804464,0.53331651,0.57130737,0.51087133,0.39404538,0.40779776,0.50902389
17.0,0.33252307,0.40568302,0.30183314,0.41887687,0.33063376,0.26225165,0.30287118,0.44156555,0.40724806,0.40218676,0.4416401,0.35303633,0.29599445,0.29158794,0.38580161
18.0,0.18340044,0.23819311,0.11994706,0.25068432,0.12738124,0.10190388,0.09511077,0.25238836,0.20786883,0.22314765,0.2702329,0.12094462,0.13516101,0.11633494,0.22367407
19.0,0.05955509,0.08494025,0.01032191,0.09186271,0.02203332,0.0134682,0.00508602,0.08149388,0.05012548,0.06739422,0.10108841,0.00300856,0.02649914,0.00964076,0.08193598
20.0,0.00305032,0.0065433,0.0,0.00743224,0.00017437,0.0,0.0,0.00439785,0.00062759,0.00793616,0.00962024,-0.0,0.00095363,0.0,0.00982579
21.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
22.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
23.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
24.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
