x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,12168.88705791,16212.9050607,13238.47028149,18667.14419702,11892.91003011,11857.44845753,13083.7320944,15607.94934043,11948.89453066,14775.48719689,18578.97801708,13291.52005633,12927.08687896,13195.59527887,15634.61278552
2.0,11462.43947358,15183.32215032,12592.88429944,17504.19087089,11221.84139464,11121.3131987,12460.23029543,14565.72472949,11250.06142929,13840.5261232,17360.71222958,12846.46039309,12177.90034554,12647.10423278,14592.18477292
3.0,11031.91132241,14482.91618927,12292.0177997,16657.1378464,10842.5766701,10691.18055387,12155.36118012,13840.3494648,10838.82228727,13211.17984413,16461.77520632,12686.26012845,11717.52739088,12377.9419316,13868.70719574
4.0,10819.8922153,14073.49123506,12194.86252232,16090.15846049,10681.8166254,10459.56346751,12063.18681063,13382.69053949,10643.96931504,12826.70650336,15847.52186144,12727.14319116,11485.28812438,12307.82968009,13403.3426536
5.0,10878.85864043,14015.58272125,12313.11863645,15868.55429226,10759.31015964,10407.00196567,12187.91943454,13227.13208426,10700.49067352,12765.81549218,15566.3960125,12978.04485469,11496.58823322,12453.53245175,13267.06746158
6.0,11429.08989631,14480.60191657,12741.04348514,16164.52834162,11283.38233922,10654.32472362,12706.59192311,13649.80935102,11236.07131439,13258.58600587,15764.22166649,13498.06800201,11956.05505812,12945.46234883,13639.70808003
7.0,12630.74096953,15385.039697,13760.11135298,16829.80890784,12448.8617166,11381.48537679,13871.66953405,14590.29334838,12418.13726972,14265.64973179,16278.75084123,14532.37987078,13042.15837798,14036.69815198,14407.7489167
8.0,13359.60160646,15914.92217278,15271.26607735,17220.87356594,13404.9685934,12452.84345756,15212.48325124,15094.27990911,13378.86513577,14877.16314163,16747.90557476,15972.25052298,14000.80339042,15497.5389858,14932.68864516
9.0,13793.23196259,16824.2076375,15897.68177567,18272.12616246,13712.84122485,13030.76264687,15645.25610116,15681.56103055,13789.80043091,15576.11371524,17937.39689739,16826.28594684,14391.84609065,16107.08286654,15779.86870627
10.0,14322.18618142,18170.28952463,15678.86945969,19855.8385765,14012.54635448,13363.23287676,15554.83915198,16620.83590389,14164.48881681,16667.23547201,19585.17654393,17016.80528053,14813.35452168,16040.15067149,17002.40031831
11.0,14871.37733421,19717.37549148,15470.51318271,21701.90522365,14345.96073094,13719.13614748,15438.32487633,17746.13125054,14587.94889562,17939.14874934,21489.55293264,17004.90415523,15349.87871166,15920.96451176,18381.40783214
12.0,15302.7968635,21235.18853772,15219.18629551,23474.09943397,14594.90598737,13954.42249194,15278.2890263,18841.50765353,14906.87658023,19177.56228847,23296.1806339,16778.11378151,15816.11379397,15711.89271685,19710.9370945
13.0,15688.59954645,22674.29093202,14882.36429633,25064.95737465,14813.99516431,14056.36021473,15062.51996796,19872.85421019,15159.32553584,20324.96370036,24924.48231128,16323.27873135,16167.57226287,15379.44828743,20911.57744164
14.0,16067.83976551,24014.8573563,14534.07466131,26472.373768,15093.64288712,14092.69642458,14892.84514177,20905.5467217,15459.1654065,21413.23884314,26347.54740682,15821.81130538,16467.70016151,15036.10226872,22025.79012927
15.0,16364.8378902,24972.3540729,14253.27215506,27484.45818541,15366.18848751,14130.8553854,14761.6521074,21789.38935119,15738.91979386,22229.74161483,27398.93997023,15346.21128747,16676.47271962,14738.30664502,22885.05033353
16.0,16614.08353311,25515.82901007,13987.43709547,28106.17115449,15595.76945448,14108.1582089,14631.47188216,22498.78940696,15933.0537729,22830.68145932,28052.03650681,14918.43668836,16737.40881568,14462.1500168,23485.99153629
17.0,16821.42197366,25691.95293941,13827.11233437,28354.65585653,15754.84123413,14109.41982681,14559.93002895,22961.90113668,16097.21595751,23129.45549193,28355.73133921,14715.86177489,16741.57794727,14320.58457576,23698.77760314
18.0,16822.39868984,25477.53983976,13873.86088044,28159.08909799,15732.07899345,14179.28916498,14528.36356985,22934.59240336,16093.32321976,22944.8575564,28192.09267091,14891.22166692,16614.97981479,14390.8847732,23465.99591488
19.0,16520.84755398,24779.35543108,14327.85650105,27435.41789648,15713.92909824,14524.52819045,14874.29766561,22295.78417196,15941.19867042,22269.2752327,27530.4392907,15821.32089085,16535.78238052,14896.98118352,22746.20376993
20.0,16179.83341277,23561.425443,15091.84368237,26230.80775023,15841.17856918,15114.56647247,15520.54377498,21308.4238625,15864.03199605,21429.70110244,26369.85068732,17072.41924654,16636.08657228,15749.7057129,21759.58951392
21.0,16213.65361287,22677.03125867,15239.04168209,25237.56810435,15710.06859807,15223.9371493,15477.28465901,20863.4706807,16050.82770421,20750.63359061,25321.83659851,17335.85457476,16522.53197132,15880.71311687,21006.66895687
22.0,15723.27756293,21670.18798238,15043.35703232,24121.89963962,15170.01360807,14960.67559947,15129.46146411,20123.9745034,15609.34093319,19945.68821408,24337.02464637,17347.45732659,16021.24941877,15648.24983666,20239.98072934
23.0,14519.90947515,19910.70919159,14497.4746222,22228.07030725,14154.94324903,14358.97064417,14443.9423202,18566.60190944,14557.10731639,18360.67913219,22475.84351043,17040.12611964,15001.11845162,15017.57329161,18626.1667632
24.0,13063.12886282,18019.90057783,13531.63114603,20250.21761841,12907.57312251,13385.00199717,13433.36148667,16819.57384398,13263.35855133,16632.64005408,20513.91938418,16263.23821454,13747.05473258,14036.29557347,16837.91612969
