x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,0.3,-0.0,1.0,0.92,0.91428571,0.03448276,-0.0,0.28571429,0.04545455,-0.0,-0.0,0.75,0.90909091,0.11111111,0.71875
2.0,0.3,-0.0,0.93103448,0.84,0.94285714,0.03448276,-0.0,0.28571429,0.04545455,-0.0,-0.0,0.83333333,0.90909091,0.11111111,0.78125
3.0,0.35,-0.0,0.96551724,0.92,0.94285714,0.03448276,-0.0,0.28571429,0.04545455,-0.0,-0.0,0.83333333,0.81818182,0.11111111,0.75
4.0,0.2,-0.0,0.96551724,0.88,0.91428571,0.03448276,-0.0,0.28571429,-0.0,-0.0,-0.0,0.83333333,0.81818182,0.07407407,0.71875
5.0,0.25,-0.0,0.96551724,0.84,0.91428571,0.03448276,-0.0,0.28571429,-0.0,-0.0,-0.0,0.75,0.86363636,0.07407407,0.71875
6.0,0.2,-0.0,0.96551724,0.88,0.94285714,0.03448276,-0.0,0.35714286,0.04545455,-0.0,-0.0,0.83333333,0.81818182,0.07407407,0.71875
7.0,0.15,-0.0,0.93103448,0.84,0.88571429,0.03448276,-0.0,0.35714286,0.09090909,-0.0,-0.0,0.91666667,0.81818182,0.07407407,0.75
8.0,0.2,-0.0,0.93103448,0.84,0.88571429,0.03448276,-0.0,0.35714286,0.04545455,-0.0,-0.0,0.91666667,0.86363636,0.07407407,0.75
9.0,0.2,-0.0,0.89655172,0.76,0.88571429,0.03448276,-0.0,0.35714286,0.04545455,-0.0,-0.0,0.91666667,0.77272727,0.11111111,0.71875
10.0,0.25,-0.0,0.89655172,0.76,0.85714286,0.03448276,-0.0,0.28571429,0.04545455,-0.0,-0.0,0.91666667,0.81818182,0.07407407,0.71875
11.0,0.25,-0.0,0.79310345,0.84,0.85714286,0.03448276,-0.0,0.28571429,0.04545455,-0.0,-0.0,0.75,0.68181818,0.07407407,0.75
12.0,0.2,-0.0,0.31034483,0.76,0.8,-0.0,-0.0,0.35714286,0.04545455,-0.0,-0.0,0.41666667,0.63636364,-0.0,0.75
13.0,0.1,-0.0,0.27586207,0.64,0.62857143,-0.0,-0.0,0.21428571,-0.0,-0.0,-0.0,0.41666667,0.36363636,-0.0,0.65625
14.0,-0.0,-0.0,0.27586207,0.52,0.51428571,-0.0,-0.0,0.07142857,-0.0,-0.0,-0.0,0.25,0.27272727,-0.0,0.1875
15.0,-0.0,-0.0,0.17241379,-0.0,0.17142857,0.06896552,0.08571429,-0.0,-0.0,0.07142857,-0.0,0.08333333,0.18181818,-0.0,-0.0
16.0,-0.0,0.33333333,-0.0,-0.0,-0.0,0.24137931,0.37142857,0.07142857,-0.0,0.25,0.3,-0.0,-0.0,0.14814815,-0.0
17.0,-0.0,0.46666667,-0.0,-0.0,-0.0,0.27586207,0.37142857,0.07142857,-0.0,0.46428571,0.7,-0.0,-0.0,0.18518519,-0.0
18.0,0.05,0.66666667,-0.0,-0.0,-0.0,0.27586207,0.57142857,0.14285714,-0.0,0.67857143,0.85,-0.0,-0.0,0.18518519,-0.0
19.0,0.15,0.66666667,-0.0,-0.0,-0.0,0.37931034,0.62857143,0.14285714,-0.0,0.82142857,0.9,-0.0,-0.0,0.2962963,-0.0
20.0,0.25,0.66666667,-0.0,-0.0,-0.0,0.48275862,0.68571429,0.28571429,0.27272727,0.82142857,0.9,-0.0,-0.0,0.37037037,-0.0
21.0,0.25,0.8,-0.0,-0.0,-0.0,0.68965517,0.88571429,0.28571429,0.40909091,0.78571429,0.85,-0.0,-0.0,0.55555556,-0.0
22.0,0.3,0.86666667,-0.0,-0.0,-0.0,0.75862069,0.88571429,0.28571429,0.45454545,0.78571429,0.85,-0.0,-0.0,0.62962963,-0.0
23.0,0.3,0.93333333,-0.0,-0.0,-0.0,0.82758621,0.91428571,0.35714286,0.5,0.78571429,0.9,-0.0,-0.0,0.62962963,-0.0
24.0,0.3,0.86666667,-0.0,-0.0,-0.0,0.82758621,0.91428571,0.42857143,0.5,0.78571429,0.95,-0.0,-0.0,0.7037037,-0.0
