x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,0.05,0.0,0.72413793,0.68,0.8,0.0,-0.0,0.07142857,0.0,0.0,0.0,0.66666667,0.72727273,0.03703704,0.71875
2.0,0.05,0.0,0.72413793,0.6,0.8,0.0,-0.0,0.07142857,0.0,0.0,0.0,0.66666667,0.81818182,0.0,0.75
3.0,0.05,0.0,0.72413793,0.6,0.77142857,0.0,-0.0,0.07142857,0.0,0.0,0.0,0.75,0.86363636,0.0,0.8125
4.0,0.05,0.0,0.82758621,0.68,0.85714286,0.0,-0.0,0.14285714,0.0,0.0,0.0,0.75,0.86363636,0.0,0.8125
5.0,0.1,0.0,0.75862069,0.72,0.82857143,0.0,-0.0,0.14285714,0.0,0.0,0.0,0.75,0.81818182,0.0,0.84375
6.0,0.1,0.0,0.82758621,0.8,0.82857143,0.0,-0.0,0.14285714,0.0,0.0,0.0,0.75,0.86363636,0.0,0.8125
7.0,0.1,0.0,0.79310345,0.8,0.85714286,0.03448276,-0.0,0.14285714,0.0,0.0,0.0,0.83333333,0.77272727,0.0,0.75
8.0,0.1,0.0,0.75862069,0.76,0.82857143,0.0,-0.0,0.0,0.0,0.0,0.0,0.91666667,0.81818182,0.0,0.71875
9.0,0.1,0.0,0.72413793,0.72,0.82857143,0.0,-0.0,0.0,0.04545455,0.0,0.0,0.83333333,0.90909091,0.0,0.6875
10.0,0.0,0.0,0.68965517,0.72,0.88571429,0.0,-0.0,0.0,0.0,0.0,0.0,0.66666667,0.95454545,0.0,0.75
11.0,0.1,0.0,0.68965517,0.76,0.88571429,0.03448276,-0.0,0.0,0.0,0.0,0.0,0.66666667,0.90909091,0.0,0.65625
12.0,0.05,0.0,0.20689655,0.76,0.82857143,0.0,-0.0,0.0,0.0,0.0,0.0,0.33333333,0.59090909,0.0,0.65625
13.0,0.0,0.0,0.17241379,0.64,0.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.33333333,0.40909091,0.0,0.34375
14.0,0.0,0.0,0.06896552,0.0,0.11428571,0.0,-0.0,0.0,0.0,0.0,0.0,0.08333333,0.13636364,0.0,0.03125
15.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.13333333,0.0,0.0,-0.0,0.20689655,0.28571429,0.0,0.0,0.14285714,0.25,0.0,0.0,0.0,0.0
17.0,0.05,0.2,0.0,0.0,-0.0,0.27586207,0.42857143,0.0,0.0,0.35714286,0.4,0.0,0.0,0.0,0.0
18.0,0.15,0.4,0.0,0.0,-0.0,0.31034483,0.54285714,0.0,0.04545455,0.53571429,0.4,0.0,0.0,0.03703704,0.0
19.0,0.2,0.53333333,0.0,0.0,-0.0,0.44827586,0.68571429,0.0,0.31818182,0.57142857,0.4,0.0,0.0,0.25925926,0.0
20.0,0.2,0.66666667,0.0,0.0,-0.0,0.5862069,0.74285714,0.0,0.22727273,0.53571429,0.5,0.0,0.0,0.33333333,0.0
21.0,0.2,0.8,0.0,0.0,-0.0,0.62068966,0.85714286,0.07142857,0.27272727,0.53571429,0.55,0.0,0.0,0.40740741,0.0
22.0,0.2,0.8,0.0,0.0,-0.0,0.62068966,0.91428571,0.07142857,0.27272727,0.75,0.55,0.0,0.0,0.48148148,0.0
23.0,0.2,0.8,0.0,0.0,-0.0,0.62068966,0.91428571,0.07142857,0.31818182,0.75,0.6,0.0,0.0,0.48148148,0.0
24.0,0.2,0.8,0.0,0.0,-0.0,0.5862069,0.94285714,0.07142857,0.31818182,0.78571429,0.65,0.0,0.0,0.40740741,0.0
