x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,0.471983,0.51625556,0.70834897,0.783596,0.59403733,0.88455103,0.6997861,0.94944,0.93639212,0.9296481,0.96033333,0.82737889,0.88366697,0.62124543,0.711445
2.0,0.45781267,0.4198,0.69129977,0.7602168,0.60842838,0.87818621,0.66586933,0.92386667,0.91137121,0.91625714,0.91958967,0.85232722,0.93982394,0.60385901,0.7193325
3.0,0.43850267,0.32374356,0.66603678,0.78875973,0.6151701,0.90082621,0.67465143,0.93496571,0.93743152,0.90869667,0.887476,0.71855722,0.93545455,0.62631481,0.72613604
4.0,0.39826833,0.30770133,0.69762529,0.76986107,0.56628838,0.82731172,0.6547901,0.87114905,0.93932182,0.86831214,0.89106567,0.66766889,0.91717364,0.58691605,0.71270708
5.0,0.39660767,0.28946578,0.69213172,0.77421413,0.52693467,0.87427057,0.66214895,0.84032905,0.94901758,0.86298024,0.90392067,0.661985,0.92290121,0.59484346,0.71022792
6.0,0.38623967,0.30203289,0.69409149,0.79882507,0.53404762,0.85524966,0.62444,0.91848762,0.92876182,0.85947524,0.85556467,0.55815944,0.95901758,0.51668889,0.67671167
7.0,0.37411467,0.30890889,0.72231839,0.78193813,0.53428114,0.85098621,0.59325695,0.82710286,0.86523697,0.88443167,0.866521,0.58074722,0.93101455,0.49267333,0.70373833
8.0,0.33278167,0.211908,0.76802667,0.66612987,0.50482933,0.83318552,0.57950248,0.89417048,0.79550364,0.80333595,0.79035067,0.503475,0.86778758,0.46708519,0.61663917
9.0,0.20201967,0.04626489,0.73954161,0.3939552,0.39921752,0.86112552,0.58139143,0.60539429,0.70515364,0.67976167,0.45997033,0.51999111,0.86487606,0.44790074,0.48480938
10.0,0.11967633,0.03891289,0.65708805,0.2622368,0.22524914,0.75942552,0.44076095,0.48578095,0.53034364,0.54084762,0.362792,0.38485778,0.75566394,0.30756543,0.36404833
11.0,0.09086833,0.03011867,0.47609379,0.24684213,0.13349448,0.5917777,0.25582076,0.50964857,0.51108242,0.50312714,0.24430533,0.26509,0.70319424,0.23349235,0.35438208
12.0,0.108602,0.04847022,0.42115816,0.18101573,0.12688229,0.53621494,0.18270895,0.48602762,0.46709303,0.49992452,0.17686133,0.20603,0.68605576,0.22047827,0.31558896
13.0,0.11547567,0.05872889,0.50950023,0.13662667,0.12142057,0.52977793,0.19673219,0.44964667,0.42274485,0.46764619,0.14139033,0.18509222,0.66066515,0.23661407,0.26820146
14.0,0.120961,0.08480578,0.52768184,0.1317872,0.13525124,0.5589246,0.2159779,0.46821857,0.46765848,0.43706571,0.14253333,0.13409722,0.62364576,0.2157842,0.26279312
15.0,0.146072,0.16642267,0.53788184,0.12751653,0.15952324,0.56174299,0.23087314,0.47073286,0.47895333,0.40388,0.161687,0.14092833,0.60680848,0.24156049,0.27079479
16.0,0.15979533,0.14002489,0.56287425,0.15775413,0.17136857,0.56817494,0.24071143,0.47587238,0.49960909,0.41585786,0.153771,0.15595889,0.63228091,0.25047556,0.31319438
17.0,0.185977,0.144732,0.55336138,0.1675152,0.19372457,0.60376345,0.2567379,0.45452381,0.50496424,0.4889069,0.219379,0.16231611,0.64718394,0.25570642,0.3562675
18.0,0.22689667,0.18709244,0.5631508,0.17881467,0.21386724,0.62013908,0.28600743,0.51972286,0.54903455,0.55986381,0.24255267,0.14597667,0.67188273,0.24868617,0.35200854
19.0,0.26043133,0.29666756,0.59727862,0.25470613,0.37737886,0.66404092,0.411412,0.67737857,0.69028394,0.62570548,0.322844,0.17566778,0.72581848,0.29713506,0.44820812
20.0,0.33540633,0.36678622,0.6557977,0.36768667,0.51546114,0.67808598,0.49093867,0.75786762,0.72502606,0.79903095,0.39808633,0.26721889,0.67397091,0.43983753,0.55077812
21.0,0.366578,0.44104933,0.6859577,0.61300907,0.70672667,0.73335333,0.54540133,0.75322,0.7837697,0.77608024,0.60948667,0.294895,0.80069,0.51515852,0.67650438
22.0,0.41980467,0.35980089,0.70850184,0.74845493,0.75089371,0.78101517,0.64193562,0.93369619,0.86014061,0.80217643,0.76893567,0.32139,0.87531091,0.59280395,0.67527562
23.0,0.44608667,0.52109556,0.74331149,0.8199128,0.73884419,0.77765011,0.63598171,0.8410019,0.84260788,0.83169405,0.794256,0.35091,0.90778061,0.65722346,0.763345
24.0,0.511511,0.52888133,0.81301471,0.83647333,0.75267467,0.79685149,0.67611371,0.90380952,0.90054848,0.88463476,0.867259,0.39719833,0.93190061,0.68463358,0.80465854
