x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,3910.22450257,4740.38796865,4266.07914742,5043.54125078,3968.64958607,4027.1338981,4187.70378742,4610.45814972,3969.35190299,4536.89938557,5041.3631657,4357.67660435,4152.16623915,4264.30384478,4590.45875913
2.0,3794.47540315,4537.72731745,4170.48793323,4822.95842277,3856.46367557,3903.63967014,4089.91606037,4419.49241503,3850.36490852,4355.16844597,4817.56875211,4273.80884762,4019.45063813,4151.07331526,4403.3659085
3.0,3724.7998753,4398.78076583,4129.66818171,4661.27187923,3794.02753812,3832.1036558,4047.34541514,4286.26810301,3785.13651712,4228.81661656,4656.16997547,4250.48052866,3945.91155647,4113.22855337,4273.76971565
4.0,3689.2004458,4307.51797629,4121.55867095,4548.54926553,3768.75839521,3798.81360184,4035.50529084,4192.35727675,3757.80027487,4147.38541618,4542.90761083,4258.35744023,3905.52616286,4117.01559897,4190.6266009
5.0,3690.14435878,4266.66915692,4146.15854206,4484.16312822,3780.85514038,3799.18682213,4060.94699238,4147.26745775,3771.15031103,4116.31181789,4478.13855162,4306.3294073,3902.63089013,4153.58389659,4151.44088215
6.0,3769.71485136,4308.40763354,4212.57430134,4502.48502352,3861.7247817,3841.28548687,4138.34126656,4181.79801186,3850.89267028,4165.87779791,4485.94086647,4394.15837906,3959.40304239,4237.47297049,4183.05608572
7.0,3963.57855929,4444.21045675,4384.20123637,4606.32415411,4061.64754323,3967.03398724,4332.04386262,4318.61470484,4046.57809454,4324.1347214,4571.39621978,4571.3618076,4123.64561466,4425.94453597,4301.14620757
8.0,4085.69333081,4520.1501531,4641.62807357,4669.20368476,4242.93378911,4156.70581714,4574.93727717,4373.25008696,4212.35764669,4420.40288263,4636.98768312,4825.93324736,4294.57112926,4682.40801125,4374.51148035
9.0,4150.96823905,4696.18735497,4771.80410964,4870.19551806,4302.87780473,4263.0660255,4673.48769653,4513.138693,4280.20141552,4552.94898194,4859.29734497,5002.88181435,4383.04467059,4805.04386145,4546.08340128
10.0,4233.13828095,4959.58379827,4726.27006165,5176.54088766,4354.15087963,4312.92061658,4657.16366231,4728.86446621,4342.24978771,4757.31073664,5167.92479776,5028.68825744,4474.07158524,4801.21175821,4790.67009704
11.0,4314.09203648,5254.99928931,4664.5098508,5519.17482033,4402.72341506,4369.71957363,4623.12321941,4966.83124347,4407.15593922,4985.92395763,5501.01404255,5006.36517308,4570.46887667,4784.36145132,5055.6599875
12.0,4386.09500057,5544.80270228,4590.78598,5869.95423893,4439.77405078,4395.7683186,4578.207579,5206.11636885,4465.58153914,5220.08539605,5836.14333425,4934.91836546,4646.68421083,4736.86867331,5319.65632429
13.0,4447.06706108,5796.07321646,4501.74632114,6168.31361875,4470.20015815,4403.48719401,4523.70544986,5424.8346395,4501.7307931,5428.16937028,6135.49975368,4826.11646558,4707.70068785,4657.77713326,5555.73329473
14.0,4545.75488577,6038.33230234,4416.44122944,6448.29139308,4533.90294799,4400.54476891,4485.0282134,5666.55393182,4571.32257608,5652.32648677,6426.05531193,4703.35147409,4784.88703586,4584.57045894,5802.9449636
15.0,4645.92777271,6215.91178269,4359.68738532,6660.94368665,4604.8652628,4416.11436304,4472.74639458,5867.17737292,4641.67810728,5840.46803796,6645.0396819,4603.43344989,4857.23764829,4540.12397353,6000.22775841
16.0,4745.92626655,6309.38183795,4311.87543577,6818.79857053,4680.5083412,4419.49310143,4468.21568032,6031.06564298,4708.0065343,5995.1884997,6801.41403474,4511.33372632,4918.83628391,4503.47923699,6151.86652033
17.0,4831.83706433,6350.65753811,4293.72507993,6898.71599634,4748.56881587,4431.37820122,4476.23503099,6135.57310842,4761.22643315,6084.5133996,6878.29332455,4470.68230007,4966.98286972,4494.46701802,6238.28769238
18.0,4834.55007025,6258.03501362,4308.12751564,6836.34767538,4746.81129369,4444.61509269,4466.86113768,6101.80644618,4750.12062098,6027.38429295,6841.54917157,4493.00374776,4941.66611989,4510.97798381,6186.81333648
19.0,4783.99760593,6126.9523488,4344.52924429,6708.20514522,4707.89725923,4462.83151345,4471.80928356,5968.15824509,4707.10326071,5892.36710729,6728.83776553,4603.72368546,4887.78704104,4554.33084786,6058.7566044
20.0,4700.25873396,5946.81468094,4501.08570394,6514.16181419,4723.63644208,4577.41453855,4608.76392312,5769.87387667,4672.90137622,5727.15969565,6543.63286598,4859.35301621,4891.41399356,4701.84049355,5875.38629719
21.0,4689.70122092,5770.40345243,4583.03783632,6290.38895925,4698.5414876,4635.49227514,4635.97561014,5612.14927169,4703.1511452,5571.28760809,6312.24504375,4963.96535191,4858.09631332,4762.30275489,5690.42684377
22.0,4608.02352661,5617.33359031,4566.86968625,6105.33532675,4595.82580385,4591.60121342,4572.98000514,5469.03116571,4632.97204633,5421.18417856,6142.36488288,4978.36904976,4760.01309277,4726.61259643,5549.19079253
23.0,4378.48100397,5299.16629624,4481.13436267,5746.25574411,4403.57254188,4481.29257529,4446.27849558,5164.11840159,4443.62869832,5126.39032379,5795.56503827,4928.52007948,4568.63234417,4612.20854142,5252.13589264
24.0,4094.32269781,4949.35278449,4312.52806006,5356.66922131,4171.07760926,4295.32940385,4266.39292955,4829.89673436,4205.62305879,4792.10560417,5416.47494651,4779.49417866,4335.12883632,4422.9390155,4909.87218872
