x1,x2,x3,x4,x5,x6
1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,0.00085096,0.00113751,0.00942406,0.00032068,0.00936024
8.0,0.03327004,0.03616585,0.10164735,0.02524237,0.10216447
9.0,0.14813705,0.18545379,0.28095573,0.15653967,0.26159821
10.0,0.29326676,0.34452563,0.4286236,0.31091115,0.43346425
11.0,0.41874779,0.47510361,0.5627763,0.45566148,0.54768629
12.0,0.48001624,0.53210177,0.61622447,0.52956711,0.62191554
13.0,0.51161354,0.58848655,0.65852777,0.57662755,0.63321856
14.0,0.49898774,0.5796323,0.63050817,0.55660083,0.63048982
15.0,0.44467978,0.5309781,0.58638588,0.52127,0.60014206
16.0,0.36702884,0.43562931,0.48381115,0.4156345,0.49335561
17.0,0.25423444,0.2838544,0.35263528,0.27375844,0.38579898
18.0,0.1144351,0.12300279,0.21075981,0.10536859,0.21665619
19.0,0.01750304,0.01782597,0.06754429,0.01031402,0.06506909
20.0,2.555e-5,5.791e-5,0.00275953,-0.0,0.00274585
21.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0
