x1,x2,x3,x4,x5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.00320488,5.381e-5,0.00288332,0.00017209,0.00034718
0.05694689,0.00690629,0.05670054,0.01237851,0.01312587
0.21481777,0.09538122,0.21533709,0.10173827,0.10353755
0.38964551,0.28253279,0.40575708,0.28729291,0.2825146
0.54282433,0.47315721,0.56296385,0.47680689,0.44897786
0.65687354,0.61208465,0.66499463,0.6366393,0.5808436
0.71024459,0.67261285,0.72783795,0.69916074,0.650261
0.71133899,0.69034678,0.7286734,0.70308009,0.65180602
0.66794045,0.64040849,0.68589194,0.66421682,0.63905755
0.59237678,0.55027531,0.61925172,0.56769287,0.5402293
0.49559524,0.39256415,0.49748117,0.42615208,0.4057516
0.32030784,0.20128099,0.33933289,0.23549861,0.21951683
0.15007487,0.03645656,0.14945944,0.06140126,0.05795433
0.02708658,0.0013286,0.02544542,0.00293189,0.00364886
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
