x1,x2,x3,x4,x5
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
0.00255996,-0.0,0.00226482,0.00015402,0.00039914
0.06740339,0.01272505,0.0711785,0.01857098,0.02210644
0.22533225,0.11916894,0.22202273,0.11736644,0.13068844
0.38759888,0.27275765,0.39340352,0.27557364,0.28637391
0.55152278,0.40290953,0.54083842,0.3604095,0.44259317
0.65481697,0.52098889,0.65097967,0.46669612,0.55378188
0.69939019,0.54593172,0.7094472,0.53853446,0.59710681
0.71662957,0.56439745,0.71296876,0.57832813,0.61152954
0.66807589,0.5620833,0.6736944,0.53135646,0.56976461
0.57232749,0.4743532,0.58328932,0.45532591,0.47693835
0.42395629,0.34310017,0.43787268,0.3279718,0.3208564
0.26065687,0.15109581,0.26699148,0.16671051,0.1719501
0.09084671,0.02098076,0.09614531,0.03177782,0.03359468
0.00861337,-0.0,0.00911617,0.00016842,0.00063703
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0
