x1,x2,x3,x4,x5
0.60606061,0.90322581,-0.0,0.046875,0.01265823
0.65151515,0.90322581,-0.0,0.046875,0.02531646
0.57575758,0.91397849,-0.0,0.0625,0.0
0.63636364,0.88172043,-0.0,0.0625,0.01265823
0.63636364,0.90322581,-0.0,0.03125,0.01265823
0.68181818,0.88172043,-0.0,-0.0,0.01265823
0.68181818,0.89247312,-0.0,0.015625,0.01265823
0.66666667,0.89247312,-0.0,0.03125,0.01265823
0.63636364,0.89247312,-0.0,0.046875,0.02531646
0.62121212,0.8172043,-0.0,0.046875,0.02531646
0.56060606,0.67741935,-0.0,0.015625,0.01265823
0.57575758,0.49462366,-0.0,-0.0,0.0
0.28787879,0.39784946,-0.0,-0.0,0.0
-0.0,0.16129032,-0.0,-0.0,0.0
-0.0,0.0,-0.0,0.03125,0.06329114
-0.0,0.0,0.21916991,0.171875,0.16455696
-0.0,0.0,0.3968254,0.203125,0.19856249
-0.0,0.0,0.46031746,0.3125,0.25316456
-0.0,0.0,0.46031746,0.484375,0.4556962
-0.0,0.0,0.49206349,0.5,0.49367089
-0.0,0.0,0.50793651,0.515625,0.51898734
-0.0,0.0,0.55555556,0.578125,0.55696203
-0.0,0.0,0.58730159,0.59375,0.55696203
-0.0,0.0,0.58730159,0.59375,0.55696203
