x1,x2,x3,x4,x5,x6
1.0,8243.76002588,10963.65653159,10996.94726014,8386.94660034,8354.82376776
2.0,7733.81049859,10223.78421806,10258.82828815,7828.53021726,7828.24097699
3.0,7433.24885246,9689.91988189,9735.3867905,7483.59488721,7535.15597035
4.0,7286.90253969,9343.49941945,9396.39664185,7283.71701682,7389.0388127
5.0,7278.25930477,9188.75806005,9263.83515105,7225.42783537,7392.81601569
6.0,7532.39624121,9384.83837244,9489.24949114,7416.07331169,7677.47210032
7.0,8188.01014531,9835.41931729,9983.47487474,7978.84750289,8372.2713864
8.0,8899.9009273,10034.6855096,10198.63577055,8559.82803074,9059.60689864
9.0,9169.02318391,10655.64061063,10807.17114244,8855.55288429,9332.25717057
10.0,9363.02535405,11580.61667423,11730.18236507,9177.04319978,9528.23182809
11.0,9593.35922788,12608.36134704,12752.41626286,9564.76976571,9756.24248406
12.0,9764.03706,13565.72554163,13719.34696812,9903.7468971,9944.73918422
13.0,9884.92465391,14429.78400488,14597.02525731,10179.49448791,10093.36009275
14.0,10006.18378536,15194.62432203,15368.62787666,10440.40977458,10252.01540442
15.0,10120.57054049,15786.32350394,15982.13261386,10663.89887863,10402.89950862
16.0,10225.25452312,16201.41579342,16402.30853352,10839.41951138,10525.65223953
17.0,10299.3664165,16428.75974355,16609.41370003,10949.97237896,10611.74199263
18.0,10304.10715624,16347.48627312,16508.92236905,10936.72947507,10612.69789056
19.0,10337.40240661,15923.11812836,16086.21351212,10862.41168272,10595.77766472
20.0,10662.56784806,15262.13468508,15409.92956936,10981.02272117,10782.05493392
21.0,10691.40830137,14845.85003058,14973.77989884,10997.59470699,10803.16992192
22.0,10378.35655725,14312.66472638,14422.38814038,10659.43495719,10465.94039708
23.0,9815.61635365,13242.96776773,13348.24663928,10034.35504803,9821.87608024
24.0,9053.59260017,12020.94762409,12128.8160301,9202.27224736,8987.78685322
