x1,x2,x3,x4,x5
16726.56876972,12623.23500992,16562.4827938,12390.41058574,12759.99946249
15646.52573927,11981.36492613,15491.86562145,11662.57120636,12133.18271965
14879.22501343,11648.66987779,14743.33636482,11233.35164846,11797.75260253
14379.83904124,11526.84882253,14264.74502369,11020.60565434,11670.72490933
14204.97335996,11636.90897146,14122.15765112,11019.69669763,11780.48632662
14532.73691173,12132.6648491,14503.68187917,11401.38052663,12315.49295982
15230.12217815,13252.45100895,15302.09447442,12354.11281287,13492.79178866
15694.64298196,14457.17569127,15840.78541767,13405.9072459,14669.29462149
16612.38499433,14920.18885954,16779.73440718,13908.61346935,15144.29577876
17947.2001465,15041.86335761,18134.39158368,14222.04240673,15270.13326004
19472.95673338,15178.16714346,19706.18836271,14566.96959431,15385.06629946
20939.67392876,15228.72520428,21221.86275482,14808.92943765,15428.91998144
22264.17561077,15187.61760299,22615.83933076,14954.78482277,15404.03117545
23470.18801745,15150.28945919,23896.64582055,15076.28630991,15404.61033383
24378.92923623,15119.69125566,24850.52364476,15183.03436793,15407.36599829
24995.01908971,15055.38688828,25477.56977756,15228.55622249,15391.72683604
25241.09207917,15028.72578961,25763.99923361,15277.53790721,15413.15283473
25046.89757274,15028.04458193,25587.386974,15303.19325918,15420.97784259
24346.62337536,15276.29899969,24893.70007462,15448.17473446,15588.31015741
23296.65669551,15772.46713291,23789.360033,15796.13151747,15943.04648829
22484.88294745,15797.13828348,22923.45705521,15862.98397214,15987.17064348
21605.02565744,15446.86954951,22017.26018395,15496.29007468,15607.64466493
19895.55904538,14688.13308066,20293.93617391,14690.88659387,14741.0519812
18034.29767009,13611.28784947,18443.84023897,13582.20764476,13565.09555417
