x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
7.0,0.00179198,0.00191901,-0.0,0.00119463,-0.0,-0.0,-0.0,0.00222458,0.000646,0.0022602,0.00172481,0.0,0.00042101,-0.0,0.00331687
8.0,0.05675566,0.06544134,0.00280811,0.06782384,0.02569838,0.00831878,0.00886946,0.07100237,0.03056472,0.0653994,0.0723205,0.00265358,0.01795729,0.00868764,0.06565149
9.0,0.19001119,0.20582869,0.08788865,0.23772728,0.1753912,0.07591737,0.12028023,0.20044775,0.15968309,0.20713553,0.23599571,0.0851915,0.10803449,0.09195268,0.22273173
10.0,0.31153607,0.36993225,0.2281184,0.43790292,0.33131199,0.1880414,0.290184,0.39047213,0.34369357,0.39073434,0.41955142,0.31338085,0.23256934,0.23881895,0.36749137
11.0,0.49126352,0.51706255,0.36346557,0.58282514,0.44514718,0.22185322,0.43779526,0.53637073,0.47474596,0.54432254,0.57198807,0.53187304,0.35528393,0.38489588,0.52251893
12.0,0.62285324,0.61479723,0.47987587,0.68481568,0.57062945,0.32355765,0.54434078,0.6851347,0.58772529,0.64881564,0.66807699,0.63259782,0.47382963,0.4906673,0.62069745
13.0,0.62683527,0.67935691,0.49000129,0.73421411,0.60697248,0.41815208,0.57364312,0.7299341,0.66316062,0.70206539,0.74574877,0.66842009,0.50298926,0.53459618,0.67567175
14.0,0.64567183,0.69834448,0.49103362,0.73294353,0.63273788,0.51591957,0.61310407,0.72307753,0.67154803,0.69856154,0.72930673,0.66365704,0.53713025,0.51379693,0.71290033
15.0,0.62584775,0.70410896,0.47619799,0.68768097,0.6326749,0.44682033,0.56900158,0.67477535,0.63294327,0.64879859,0.67996413,0.60503214,0.57254956,0.45870669,0.66725289
16.0,0.50542199,0.60211819,0.45880617,0.59926009,0.51179959,0.41985356,0.45527507,0.56997336,0.52968829,0.57170375,0.58120431,0.4915383,0.45388695,0.3985666,0.56544954
17.0,0.36606645,0.45754301,0.33545054,0.45232755,0.35480931,0.29402205,0.29039949,0.4080937,0.40484957,0.41894525,0.44157849,0.35936203,0.3477475,0.27083842,0.40706623
18.0,0.23933794,0.27244928,0.14152772,0.27406346,0.16657607,0.13080553,0.1284957,0.25607741,0.24762049,0.2377469,0.28441113,0.14410887,0.16527568,0.13485539,0.24983312
19.0,0.07256189,0.09145704,0.01813232,0.09516706,0.02787728,0.02125656,0.00699816,0.08361487,0.05954082,0.07879911,0.11038293,0.00750092,0.03341356,0.0220459,0.0878729
20.0,0.00308727,0.00773833,-0.0,0.00774981,0.00015205,-0.0,-0.0,0.00397683,0.00069398,0.00786823,0.01062617,0.0,0.00102828,-0.0,0.00939435
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
