x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0004821,0.00080297,0.0,0.00070695,5.925e-5,0.0,0.0,0.00089214,0.0002326,0.0015803,0.00072513,0.0,0.00019395,0.0,0.00157538
8.0,0.03641476,0.04346994,0.00169783,0.04364851,0.01087556,0.0051248,0.00234966,0.0562842,0.02017651,0.04650814,0.05107815,0.00030282,0.01591888,0.00364352,0.05180846
9.0,0.20837194,0.18331626,0.05738497,0.20467809,0.14487664,0.08581215,0.08812885,0.23199711,0.14944673,0.19286429,0.21468173,0.06412844,0.15082309,0.06628443,0.22213878
10.0,0.40189369,0.36509242,0.27065748,0.38688807,0.37164449,0.28790781,0.30051593,0.42847524,0.36831864,0.38095188,0.41913914,0.29666205,0.37130023,0.22175955,0.40893017
11.0,0.54833697,0.522187,0.45345354,0.5696185,0.53560397,0.46848105,0.48619879,0.59508128,0.54761359,0.5069755,0.57805284,0.49347045,0.55446129,0.38224474,0.5476798
12.0,0.64262347,0.62666155,0.58699993,0.68200537,0.65391952,0.61923161,0.62803216,0.7092781,0.67316908,0.63726818,0.66612237,0.6397221,0.68177886,0.51258371,0.66185289
13.0,0.69327165,0.67638596,0.65198748,0.7245587,0.70689128,0.70135262,0.69461709,0.764316,0.75691262,0.72362569,0.73510633,0.68774434,0.73570211,0.57379717,0.73036917
14.0,0.70054344,0.6832356,0.67304224,0.73935726,0.7099059,0.68500937,0.70044724,0.70630377,0.74683542,0.75645498,0.77194225,0.69224679,0.74356847,0.59582151,0.76046738
15.0,0.70547629,0.64076845,0.65437877,0.68089179,0.68189189,0.67020006,0.64532821,0.69182795,0.76114794,0.70885468,0.7464576,0.6363703,0.73048476,0.582624,0.73322035
16.0,0.60999887,0.59659493,0.5806653,0.60308908,0.58685982,0.58731588,0.55613128,0.58089299,0.6621071,0.62135711,0.62419083,0.55838128,0.64474575,0.51154392,0.64030245
17.0,0.50075845,0.47213579,0.45439363,0.5028104,0.42719476,0.42931777,0.39694196,0.4873048,0.48722377,0.47055686,0.51542831,0.40446889,0.44948675,0.40526296,0.48260111
18.0,0.31761533,0.30097111,0.24167206,0.3223833,0.22880379,0.24059187,0.19995306,0.31999009,0.29564864,0.28820289,0.3546034,0.20151328,0.24423833,0.19689061,0.32703761
19.0,0.12320158,0.12252508,0.04309867,0.15116511,0.05111534,0.051366,0.02333027,0.12177243,0.09334284,0.11521026,0.15123954,0.02020392,0.05814068,0.04423432,0.13855516
20.0,0.01008712,0.01869453,0.00042059,0.0227608,0.00211331,0.00087038,0.00014199,0.01591287,0.00374735,0.01664851,0.02750426,0.0,0.00372132,0.00060144,0.02323036
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
