x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.0,0.632983,0.39979644,0.81805517,0.74818133,0.59181676,0.90400253,0.79582876,0.88691238,0.95841273,0.90851143,0.783663,0.62413444,0.93854182,0.6382763,0.68927896
2.0,0.549528,0.32846667,0.87108644,0.80944,0.59161181,0.92501701,0.797148,0.86123524,0.92204212,0.90318,0.814833,0.56065667,0.88568758,0.63600272,0.68996
3.0,0.482779,0.33882889,0.86677862,0.78918827,0.58708438,0.89932644,0.80972838,0.77616333,0.94980545,0.8882569,0.91461733,0.52360944,0.85643,0.57712642,0.73522042
4.0,0.46017167,0.28006622,0.86381126,0.7275384,0.61770971,0.90124092,0.821152,0.75294952,0.93318848,0.84975095,0.834522,0.48961722,0.84929788,0.56176938,0.75846062
5.0,0.409175,0.28836222,0.85660529,0.72453867,0.60416648,0.90047609,0.80557543,0.74455095,0.90371364,0.83526738,0.83124633,0.48665,0.94629303,0.52481704,0.73052188
6.0,0.37131167,0.28171867,0.85798529,0.67899547,0.59102952,0.87396368,0.77632743,0.6766381,0.93444606,0.86244429,0.83244533,0.38144278,0.9577797,0.52475457,0.73872896
7.0,0.378427,0.20359689,0.88718897,0.6484368,0.57482933,0.85716322,0.72890914,0.7074119,0.89661333,0.89578286,0.77038167,0.37203667,0.94659333,0.51946765,0.74243771
8.0,0.331474,0.20924756,0.90808644,0.61126853,0.51826495,0.85296138,0.7213339,0.69169143,0.88446939,0.8097,0.61208967,0.36244333,0.90632091,0.54230148,0.66699083
9.0,0.26282967,0.18622756,0.89259678,0.40135173,0.46882248,0.82545931,0.72392286,0.41380048,0.76327212,0.68841,0.420602,0.38746667,0.86192515,0.5383758,0.54148542
10.0,0.217377,0.19091111,0.88279678,0.34026427,0.37253695,0.76378207,0.57198362,0.33569762,0.65576091,0.58001262,0.407821,0.36283889,0.78654697,0.49969235,0.52007292
11.0,0.23292767,0.17383378,0.70224828,0.29887413,0.287628,0.69564414,0.42487543,0.32666,0.59510182,0.53395595,0.39179633,0.25739167,0.73003,0.40990617,0.51468333
12.0,0.19496867,0.17698489,0.66185931,0.2639336,0.26549448,0.63737701,0.30622857,0.36521571,0.60149939,0.51957048,0.339616,0.26903222,0.73968606,0.40207531,0.47347229
13.0,0.22690067,0.14732133,0.69250207,0.2669256,0.26238114,0.63102874,0.30089981,0.36820571,0.61089455,0.53688524,0.31434967,0.29388,0.77285667,0.42723037,0.46020333
14.0,0.218808,0.19657422,0.68950299,0.272232,0.27691771,0.60699954,0.30890762,0.46672476,0.6613397,0.5832031,0.33766633,0.29237056,0.79272303,0.42431358,0.47420875
15.0,0.267608,0.23843422,0.67464851,0.33994507,0.27530686,0.5908177,0.33457257,0.46600762,0.71682879,0.61322857,0.369929,0.34852611,0.82446909,0.43721185,0.52421938
16.0,0.29733033,0.30947378,0.64741379,0.33228933,0.31518229,0.60736621,0.34096552,0.51391095,0.68741697,0.65330857,0.404486,0.34995778,0.78580364,0.46308494,0.52845937
17.0,0.33518967,0.339064,0.65329655,0.37930427,0.35784476,0.60400368,0.34302724,0.60646524,0.69327788,0.72183738,0.47736533,0.33711333,0.77325879,0.46426691,0.61918979
18.0,0.314753,0.49838711,0.65465103,0.37443413,0.42756724,0.5930108,0.374772,0.64907762,0.69950182,0.79073857,0.48398167,0.28508389,0.80107485,0.47113481,0.65616104
19.0,0.368532,0.52934978,0.70343563,0.4904496,0.52450648,0.61340529,0.47199581,0.63465143,0.73417515,0.69172357,0.490757,0.39528111,0.78549242,0.5573363,0.61428938
20.0,0.43506,0.60978356,0.70802322,0.50522827,0.66144133,0.6384531,0.6265821,0.67620857,0.83560394,0.82604071,0.681522,0.47922611,0.78877909,0.64773235,0.66437167
21.0,0.54167,0.58424933,0.76835034,0.7030544,0.7395099,0.64638069,0.65576305,0.68552476,0.87518939,0.83497024,0.771381,0.57946444,0.79766242,0.67523457,0.65419229
22.0,0.54498667,0.69601556,0.81293425,0.73018427,0.74916419,0.65952874,0.69199829,0.72423429,0.87240303,0.77470881,0.70178633,0.59932667,0.78940758,0.73265259,0.64930104
23.0,0.56775433,0.72363867,0.7918446,0.71384053,0.81192933,0.70080621,0.71083695,0.69714381,0.89890909,0.74532524,0.68531733,0.60023889,0.78578939,0.72335259,0.75607688
24.0,0.63817167,0.61524444,0.83744667,0.70058773,0.83394781,0.67996529,0.71769638,0.72099619,0.90072242,0.79059881,0.76838233,0.56171111,0.82505152,0.70782543,0.77255979
