x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.8520296,0.68499374,0.49845562,0.19735179,0.56737826,0.54594775,0.72196103,0.96181818,0.75073086,0.79382121,0.2837654,0.35594839,0.53136966,0.87379843
2.0,0.82995653,0.67137253,0.49727333,0.17980846,0.55890058,0.44181874,0.69418427,0.92777212,0.72149136,0.7807303,0.23440063,0.29904946,0.48164069,0.88383137
3.0,0.81463733,0.65402162,0.47955429,0.15431103,0.51074406,0.41273333,0.69969778,0.92490545,0.70781136,0.8163697,0.24182,0.2862514,0.40488184,0.88409059
4.0,0.7812752,0.59580283,0.4300621,0.15717538,0.44738348,0.39341856,0.64554291,0.89541515,0.68553556,0.79984424,0.24404159,0.22278796,0.38622529,0.88500314
5.0,0.75890187,0.49797313,0.45998324,0.14032385,0.35354986,0.30086126,0.61253402,0.85364848,0.64411605,0.79180485,0.24825492,0.20369226,0.35032391,0.83653843
6.0,0.71679947,0.40456646,0.46382286,0.12515667,0.30765478,0.24706793,0.57476923,0.80925939,0.55117358,0.71719576,0.21386984,0.15333505,0.31870989,0.79754784
7.0,0.7877208,0.35338545,0.47817619,0.13084897,0.24953449,0.2191018,0.54678769,0.7499097,0.53341901,0.71845152,0.22043238,0.17140409,0.29125402,0.77311608
8.0,0.76066293,0.23541475,0.4364821,0.1036559,0.23155304,0.14664595,0.53468479,0.46850667,0.36217432,0.65254061,0.17629492,0.19259763,0.17649379,0.79828196
9.0,0.74712267,0.20332889,0.39270419,0.11366615,0.16301275,0.12700883,0.4595735,0.63426485,0.35856247,0.55949273,0.10602857,0.15708215,0.13180414,0.74554196
10.0,0.76123413,0.20234626,0.3485741,0.05874205,0.09245391,0.13113514,0.37841846,0.66090242,0.39367457,0.46690424,0.11924317,0.11398237,0.12717333,0.73567294
11.0,0.78795787,0.19750364,0.26927333,0.03449026,0.08267739,0.09602468,0.37904821,0.74098909,0.421,0.4394897,0.17831905,0.04832946,0.14016345,0.76003843
12.0,0.74854,0.17228707,0.33494362,0.02345205,0.08582087,0.08652054,0.4165841,0.77444485,0.43275728,0.36745273,0.12932286,0.05132043,0.16891034,0.81969725
13.0,0.71066347,0.18761798,0.42305752,0.03165308,0.07613333,0.08813459,0.4765959,0.82505758,0.44334667,0.34403636,0.16102127,0.08210215,0.19274437,0.81456784
14.0,0.7882096,0.18633778,0.4787861,0.07018897,0.08386754,0.09825315,0.54309214,0.85177636,0.44232099,0.33098909,0.19829048,0.08742667,0.16235126,0.78804784
15.0,0.76274773,0.22148747,0.52291181,0.10103385,0.06807565,0.10614955,0.56143624,0.86828848,0.48820642,0.32561818,0.28832127,0.08926753,0.27727701,0.83344431
16.0,0.75165973,0.25980081,0.56656133,0.08046897,0.06956319,0.15961009,0.56226667,0.88040788,0.45664247,0.30064061,0.28355048,0.11409656,0.25946621,0.84888784
17.0,0.73041413,0.28246646,0.64271276,0.11688795,0.0649458,0.20102811,0.60523795,0.95151515,0.54274741,0.27565636,0.21783365,0.13263355,0.27478138,0.88200157
18.0,0.75167333,0.38219616,0.653028,0.12328256,0.07136058,0.25069784,0.64395282,0.96848485,0.68152593,0.29001818,0.23071587,0.15900151,0.39999632,0.89027333
19.0,0.73928853,0.50833859,0.68046895,0.24433744,0.14979942,0.32665712,0.70509282,0.96363636,0.72110296,0.3113503,0.29823333,0.23667161,0.48261448,0.90255529
20.0,0.69682587,0.61383313,0.7479941,0.28079231,0.19456377,0.43671405,0.79501932,0.99212121,0.81537407,0.27866727,0.3784181,0.32609226,0.64457448,0.91866118
21.0,0.71647413,0.68762727,0.80609848,0.34111103,0.17625362,0.48198559,0.79176991,0.98060606,0.86057531,0.21412242,0.31551397,0.35824473,0.69336782,0.90327765
22.0,0.72727787,0.6909097,0.79914914,0.40115564,0.22286087,0.53967279,0.82811812,0.99333333,0.86549037,0.14036,0.26518127,0.38648172,0.66323034,0.91006902
23.0,0.7092136,0.66761111,0.75551295,0.39357385,0.23517014,0.56582613,0.81614427,0.99818182,0.83765877,0.1146697,0.18981968,0.40429204,0.6417308,0.93389451
24.0,0.6832312,0.59117232,0.72372171,0.39007128,0.28477304,0.58105514,0.82904171,0.99030303,0.86040321,0.12222485,0.16480508,0.44796581,0.6436492,0.8826502
