x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.84617467,0.83282525,0.80796952,0.56954692,0.68634899,0.78460973,0.89891111,1.0,0.93627605,0.81168606,0.46952889,0.55417656,0.61651931,0.85673451
2.0,0.85143253,0.81511374,0.82533086,0.51435051,0.64567681,0.70389171,0.9081253,0.96591636,0.94184,0.83890242,0.43351143,0.55512,0.63972598,0.87820353
3.0,0.87749173,0.83653515,0.82506419,0.48158282,0.67459188,0.64819153,0.94425333,0.98848485,0.94942963,0.69297152,0.38612127,0.5318357,0.66832529,0.87118353
4.0,0.7852816,0.81454121,0.85788552,0.44674974,0.6343371,0.6271609,0.92191453,0.97333333,0.9223242,0.63927515,0.36823206,0.50990882,0.61801034,0.86001216
5.0,0.85602053,0.8056697,0.8743019,0.45290487,0.62705855,0.65166342,0.93841692,0.94358424,0.88062864,0.64277152,0.34686825,0.45683935,0.61661379,0.85546196
6.0,0.82195627,0.81675374,0.86397352,0.42108077,0.5538142,0.63874757,0.92737077,0.95454545,0.90574716,0.5198103,0.31735778,0.45704473,0.59765655,0.9122298
7.0,0.81221067,0.79842061,0.85132152,0.37905333,0.53026406,0.64920541,0.90278308,0.85338909,0.92154444,0.54445152,0.33211429,0.47215742,0.60924437,0.90994039
8.0,0.78388827,0.66594364,0.85200076,0.35335205,0.50681681,0.54705117,0.83836376,0.93515152,0.88866667,0.46015455,0.3128,0.45575054,0.57040069,0.87738157
9.0,0.83703893,0.4234396,0.83522286,0.34060154,0.45346841,0.31103459,0.78264838,0.66190303,0.72341457,0.48120242,0.1930454,0.36464086,0.44336575,0.86169922
10.0,0.7594032,0.28881172,0.7254219,0.24679846,0.29479101,0.24173315,0.55852154,0.51970727,0.62229432,0.35136,0.12701048,0.22632129,0.32325103,0.74805686
11.0,0.7010736,0.26661838,0.53975371,0.12956974,0.20643913,0.16663117,0.40630889,0.55311697,0.56029259,0.24509333,0.11737429,0.11236516,0.31596322,0.72462784
12.0,0.63107627,0.1973701,0.46566533,0.07418795,0.19248348,0.14457153,0.38687043,0.51865333,0.51942988,0.18481212,0.11969746,0.09994667,0.30670299,0.74154588
13.0,0.60191813,0.14054525,0.52596057,0.08325667,0.22178725,0.12890667,0.38051402,0.47332788,0.46722741,0.17382303,0.15519143,0.1150471,0.28159494,0.67230353
14.0,0.61217707,0.15882121,0.54535543,0.11834846,0.2249658,0.15120937,0.39171573,0.47873636,0.43418247,0.12426545,0.12836889,0.15117785,0.23829816,0.64016588
15.0,0.57388,0.16829091,0.5451141,0.15517538,0.25441536,0.18528396,0.42231573,0.48030545,0.39320617,0.13645636,0.14886857,0.16223097,0.25868506,0.63570902
16.0,0.57999707,0.19572263,0.554844,0.15020333,0.29835391,0.18736559,0.43629915,0.51514182,0.37988568,0.15729515,0.15016698,0.17410516,0.29744805,0.67522039
17.0,0.58655813,0.24705192,0.54430114,0.15191692,0.31792667,0.24982523,0.45899556,0.48293273,0.42918988,0.16630303,0.18338222,0.19946409,0.31561241,0.66179922
18.0,0.5971944,0.22862808,0.56403905,0.19464846,0.32116696,0.29000991,0.47333436,0.55204061,0.49527531,0.15647515,0.20577397,0.23183398,0.34849563,0.66971294
19.0,0.62633707,0.29098505,0.61053181,0.31245359,0.38804145,0.3644027,0.57668752,0.7320503,0.56849728,0.18886545,0.27395016,0.37579118,0.49049632,0.73772745
20.0,0.59657333,0.35988061,0.70653752,0.38565615,0.54361942,0.47211423,0.67020769,0.79642061,0.71766099,0.27422788,0.3450981,0.46572753,0.60626989,0.68601529
21.0,0.6455088,0.59835737,0.736408,0.40402231,0.65050116,0.59161099,0.73543607,0.75197697,0.76678988,0.30886182,0.36803397,0.66364688,0.71306943,0.80161843
22.0,0.68710747,0.70660828,0.77747505,0.50958436,0.76205565,0.63787297,0.79948342,0.95212121,0.81312198,0.32858485,0.39120921,0.71102258,0.70454023,0.88330627
23.0,0.6932944,0.82133071,0.78722343,0.51411641,0.8327087,0.71733495,0.81422444,0.89258606,0.80536716,0.35471515,0.37272857,0.72811226,0.74292621,0.88749804
24.0,0.69018133,0.82993394,0.84486038,0.57845,0.85300551,0.75075261,0.86172291,0.9969697,0.87428494,0.40165636,0.39480063,0.75507161,0.81054644,0.90593647
