x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
2.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
3.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
4.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
5.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
6.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
7.0,-0.0,0.00800913,7.816e-5,0.00134031,0.00013088,0.00823591,0.0,0.01073596,0.00982453,-0.0,0.00511936,0.00010583,0.00684918,0.0014294
8.0,0.00487397,0.09281677,0.01351333,0.0192985,0.0157135,0.09164539,0.01898754,0.07717803,0.09492567,0.00206939,0.06278449,0.02152118,0.0844727,0.02165562
9.0,0.05884582,0.25942673,0.09319332,0.15187169,0.13360663,0.26336216,0.14900736,0.25767793,0.26245168,0.1287167,0.17917452,0.18041208,0.23561162,0.14433725
10.0,0.16220672,0.41969884,0.24838423,0.29845756,0.31412452,0.43269672,0.32831399,0.41318753,0.43672963,0.33431919,0.29858733,0.36734272,0.39032319,0.30447416
11.0,0.26148892,0.55649388,0.36206678,0.4276847,0.44896407,0.57660644,0.46172038,0.5981578,0.57419312,0.49569364,0.40251917,0.49081825,0.52643584,0.41505697
12.0,0.34626888,0.64560317,0.46443496,0.54674353,0.56357346,0.65487628,0.58223028,0.72399008,0.6682277,0.6136821,0.44114682,0.59004818,0.63101841,0.5063695
13.0,0.37993612,0.71465962,0.5537103,0.58430882,0.62882749,0.71665687,0.64488244,0.75362222,0.73164642,0.6763789,0.47074253,0.63126529,0.65222444,0.49951446
14.0,0.37828096,0.69857624,0.57056987,0.62408395,0.62985294,0.69273263,0.63890055,0.76628712,0.73320319,0.67670992,0.42925263,0.66665646,0.70054153,0.53811763
15.0,0.36900228,0.66266929,0.57291061,0.57574686,0.58516887,0.63879209,0.58783567,0.69291634,0.68689814,0.5746364,0.44388242,0.60982753,0.64413609,0.48903975
16.0,0.34231625,0.55910156,0.43720614,0.45547241,0.49356469,0.53121743,0.51023095,0.5988261,0.5907229,0.50534006,0.39018562,0.48455481,0.50875326,0.38781892
17.0,0.24911956,0.4091092,0.31468627,0.29470186,0.32605145,0.41503286,0.34016523,0.43851345,0.45146846,0.35297588,0.32371842,0.3124856,0.38410674,0.2878845
18.0,0.10014516,0.24553129,0.13172201,0.10948062,0.12425181,0.25033179,0.14501857,0.25242566,0.25820773,0.12624336,0.17008964,0.10921862,0.2124832,0.12449322
19.0,0.01478656,0.09227725,0.01693336,0.01769497,0.01271271,0.09042195,0.01835509,0.08649655,0.08378656,0.00328206,0.05200492,0.0156741,0.06825997,0.02505501
20.0,-0.0,0.00888554,0.0,0.0012709,-0.0,0.00802483,0.0,0.00539645,0.00841989,-0.0,0.00212669,0.0,0.00692901,0.00123411
21.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
22.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
23.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
24.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
