x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
7.0,-0.0,0.00238906,-0.0,0.00040122,-0.0,0.00213881,-0.0,0.00239647,0.00248069,0.0,0.0012099,-0.0,0.00195221,0.00054484
8.0,0.009361,0.06961852,0.00801413,0.01657187,0.01184779,0.07195448,0.01176296,0.0733162,0.07383107,0.00289482,0.049478,0.0155723,0.05934521,0.02001946
9.0,0.06904369,0.23248052,0.09372545,0.10870368,0.11821838,0.23728042,0.12582671,0.20605744,0.216512,0.08939579,0.16804435,0.15676946,0.21933954,0.11895261
10.0,0.20614237,0.42396877,0.23859006,0.24594941,0.29799754,0.41660096,0.28874237,0.40440908,0.38911748,0.30503896,0.27786919,0.30156365,0.36464413,0.26500933
11.0,0.2534307,0.57060232,0.35178968,0.38209,0.46158349,0.56080677,0.4166002,0.57161323,0.52812723,0.52408213,0.45308323,0.44566282,0.52189735,0.36301618
12.0,0.3645144,0.66048757,0.450274,0.52214022,0.5720099,0.65740935,0.5040593,0.70840672,0.64227353,0.62113591,0.55154793,0.58994389,0.64327149,0.49553292
13.0,0.44369643,0.71227192,0.45897746,0.56669662,0.6320713,0.72506274,0.56709311,0.75480677,0.69555745,0.65535219,0.5532059,0.63828687,0.70319882,0.48812574
14.0,0.47327853,0.73437415,0.4980705,0.60015094,0.62655846,0.72168457,0.61980972,0.73286946,0.69736321,0.65015613,0.57033548,0.64285527,0.71642961,0.52440122
15.0,0.41930799,0.68566518,0.53341847,0.56965128,0.55898137,0.68247731,0.57077719,0.67500668,0.66299863,0.59144606,0.54258356,0.61208448,0.67236706,0.53938158
16.0,0.36661173,0.59108369,0.4679481,0.45755114,0.48256991,0.58570088,0.50338442,0.56010402,0.58151179,0.4907832,0.4600452,0.49010154,0.56735571,0.44347564
17.0,0.26901983,0.43315449,0.34737962,0.29033881,0.31735762,0.44893635,0.339851,0.42812119,0.42715749,0.35434849,0.34721849,0.34510042,0.41521881,0.33829684
18.0,0.12411047,0.27494325,0.16229129,0.13631655,0.15556957,0.27386882,0.17924327,0.25514341,0.26718888,0.14428121,0.21992606,0.15066208,0.23623408,0.14586344
19.0,0.02365364,0.09879462,0.02623561,0.02285658,0.020975,0.0982194,0.02375423,0.08419125,0.09597632,0.00818282,0.06735675,0.02111069,0.07299633,0.02892225
20.0,-0.0,0.00957045,-0.0,0.00145716,-0.0,0.00863823,-0.0,0.00507087,0.00884746,0.0,0.00208924,-0.0,0.00589301,0.00124399
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
