x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,8076.562619,11580.83076268,8092.41831306,8669.25353385,8215.69148595,11230.1146986,8301.95406163,10016.62705981,10431.26937957,8062.73948655,8553.6916448,8185.37537265,10022.89468367,8764.84565993
2.0,7505.27434567,10795.83830096,7582.07125366,8165.83486259,7676.89344759,10461.4499111,7795.13562535,9344.2299191,9737.7222546,7619.06418746,7973.51372609,7689.12276822,9355.47044746,8179.6678553
3.0,7156.07215832,10225.13464813,7294.0030728,7873.39207758,7394.30685319,9907.88999621,7495.67263814,8873.22100241,9270.9660842,7374.91040952,7636.92937993,7388.95921744,8876.43014406,7815.83836861
4.0,6944.53561539,9845.84996431,7146.77325514,7733.31391736,7267.59383738,9541.21031299,7342.70988196,8589.0734521,8978.96436779,7273.273891,7435.85847637,7248.80587998,8578.37538762,7622.4837689
5.0,6858.22964021,9662.35781412,7133.99591202,7746.73004562,7272.43993612,9382.67916268,7331.88826177,8498.78942537,8883.88221326,7299.38197369,7412.05464124,7234.75648752,8467.88911504,7592.88128328
6.0,6956.14596126,9839.78837631,7348.88355778,8042.88439277,7520.61919523,9581.70706744,7592.56987692,8774.6556134,9142.59849733,7524.02344094,7716.82519558,7487.83329159,8712.46392341,7897.62795907
7.0,7399.51882335,10249.67287075,7964.15779016,8743.16241117,8171.50691097,10036.65340865,8263.33704515,9422.93204908,9686.81122094,8053.75859328,8425.97055995,8137.69733098,9269.06766408,8619.4878975
8.0,8082.73649127,10429.46588568,8755.29864374,9438.78100657,8992.47627924,10234.76117399,8941.71208145,9686.85770228,9925.43081479,8870.51148786,8819.5260807,8807.96066051,9516.06919034,9181.68002006
9.0,8423.56717985,11132.09454178,9035.8053793,9663.16907392,9325.59910194,10913.71992931,9165.11933773,10131.96449598,10445.25485936,9367.59579138,9133.87907312,9021.76713582,9985.75791959,9416.4870486
10.0,8709.29581467,12173.24546169,9122.59575674,9807.88960764,9415.83459185,11911.26193203,9354.35752271,10816.96191485,11255.75828883,9635.41768639,9606.42067804,9192.61777956,10756.14162237,9828.29726924
11.0,9069.67819826,13323.6557591,9271.66292885,9998.35801351,9503.10506087,13007.76589303,9599.94781186,11600.80234026,12149.82936021,9791.20118991,10121.89095273,9384.21688463,11630.50738723,10338.71156424
12.0,9361.3320381,14392.01011941,9371.48488661,10169.46601459,9514.10359438,14035.74175085,9840.16738761,12363.33038715,12998.86892449,9733.0226716,10566.84275059,9546.69410165,12447.09991463,10798.91896326
13.0,9538.3711454,15332.56312,9426.50567271,10316.48502503,9458.83449639,14971.09443057,10062.27177082,13099.57770798,13762.79519371,9525.30107209,10953.01500621,9684.02174843,13216.63588863,11205.16468631
14.0,9669.6529258,16147.8352726,9471.97115004,10467.47364068,9427.14920236,15782.08843088,10291.3936555,13805.29670862,14459.7253926,9303.53232395,11333.62699465,9846.9352476,13928.16837609,11583.66392465
15.0,9755.684512,16773.22179616,9516.49883411,10626.24992517,9411.05394133,16413.28991258,10508.44922374,14406.94948347,15031.63634435,9066.33014188,11655.1187498,10020.93037559,14502.80090555,11895.95266898
16.0,9807.84684907,17184.69765079,9565.04995086,10747.97237057,9418.89072236,16807.50372156,10687.65066686,14873.37929485,15480.93301998,8897.73350879,11897.54890127,10176.83348649,14943.66933951,12143.89099864
17.0,9837.28161279,17398.6609654,9613.77498714,10821.51714032,9448.10211935,16973.83961007,10802.21286979,15137.20110708,15759.4010329,8829.02706221,12048.87156037,10282.23833769,15194.56849735,12287.1573158
18.0,9841.87445966,17316.10644286,9634.53402911,10786.82447232,9505.65927889,16855.26805799,10783.53689231,15064.76706605,15705.11932134,8911.47777389,12013.17328112,10284.86064522,15118.95465017,12228.23741169
19.0,9907.66855479,16905.37936812,9729.21165502,10798.74974733,9659.23514864,16442.74445736,10702.90656178,14613.75798017,15279.42583009,9289.86696602,11767.63473993,10288.58628188,14667.19788746,12045.07391572
20.0,10261.6785612,16203.67027171,10099.8101064,11043.08828198,10159.6232048,15729.36077298,10883.8914693,13975.91068344,14637.87589104,10128.52878875,11500.6792501,10539.31034481,14078.10602276,12104.92626621
21.0,10364.37025002,15720.4839773,10223.27966493,10967.93315734,10292.95436131,15251.38420206,10884.04298811,13722.18397307,14273.77093464,10361.39704843,11497.4143924,10487.49780724,13740.99116855,12017.67167156
22.0,10128.16559398,15152.48445879,9961.68434791,10617.46643475,10056.60690454,14674.19930383,10483.93384915,13267.19894318,13774.94594897,10305.37113152,11095.84977884,10142.9140817,13205.2285123,11556.47934181
23.0,9657.92785378,14023.13073337,9448.45785066,9997.89988079,9543.20536441,13577.66890901,9829.38426292,12266.22116822,12738.40754928,10060.18990072,10259.15846102,9548.6046533,12217.77647239,10771.67408728
24.0,8974.45850288,12759.03129932,8726.21856085,9203.63834177,8807.88528548,12347.34062933,8972.53641076,11087.91369772,11544.59613013,9554.97716934,9239.09239854,8769.53593285,11062.10092965,9812.62458002
