x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.0,0.60606061,0.57142857,0.0,0.04347826,-0.0,-0.0,0.09090909,0.0,0.63636364,0.0952381,0.80645161,0.89655172,0.82352941
2.0,0.0,0.57575758,0.6,0.0,0.0,-0.0,-0.0,0.09090909,0.0,0.63636364,0.0952381,0.80645161,0.89655172,0.88235294
3.0,0.0,0.60606061,0.6,0.0,0.0,-0.0,-0.0,0.09090909,0.0,0.72727273,0.0952381,0.77419355,0.93103448,0.94117647
4.0,0.0,0.66666667,0.71428571,0.0,0.0,-0.0,-0.0,0.18181818,0.0,0.72727273,0.0952381,0.83870968,0.93103448,0.94117647
5.0,0.0,0.6969697,0.6,0.0,0.0,-0.0,-0.0,0.18181818,0.0,0.72727273,0.14285714,0.83870968,0.96551724,0.94117647
6.0,0.0,0.75757576,0.68571429,0.0,0.0,-0.0,-0.0,0.18181818,0.0,0.72727273,0.0952381,0.87096774,0.93103448,0.94117647
7.0,0.04,0.75757576,0.65714286,0.0,0.0,-0.0,-0.0,0.18181818,0.0,0.81818182,0.0952381,0.90322581,0.82758621,0.88235294
8.0,0.0,0.72727273,0.65714286,0.0,0.0,-0.0,-0.0,0.0,0.0,0.90909091,0.0952381,0.87096774,0.79310345,0.88235294
9.0,0.0,0.66666667,0.68571429,0.0,0.0,-0.0,-0.0,0.0,0.0,0.81818182,0.0952381,0.87096774,0.79310345,0.94117647
10.0,0.0,0.66666667,0.62857143,0.0,0.0,-0.0,-0.0,0.0,0.0,0.63636364,0.0,0.93548387,0.86206897,1.0
11.0,0.04,0.66666667,0.65714286,0.0,0.0,-0.0,-0.0,0.0,0.0,0.63636364,0.0952381,0.90322581,0.79310345,0.94117647
12.0,0.0,0.66666667,0.25714286,0.0,0.0,-0.0,-0.0,0.0,0.0,0.27272727,0.04761905,0.77419355,0.79310345,0.64705882
13.0,0.0,0.51515152,0.17142857,0.0,0.0,-0.0,-0.0,0.0,0.0,0.27272727,0.0,0.58064516,0.44827586,0.52941176
14.0,0.0,0.0,0.02857143,0.0,0.0,-0.0,-0.0,0.0,0.0,0.09090909,0.0,0.12903226,0.06896552,0.17647059
15.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.16,0.0,-0.0,0.30769231,0.04347826,0.21621622,0.12820513,0.0,0.03703704,0.0,0.0,0.0,0.0,0.0
17.0,0.24,0.0,-0.0,0.5,0.04347826,0.43243243,0.15384615,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0
18.0,0.24,0.0,-0.0,0.69230769,0.08695652,0.51351351,0.23076923,0.0,0.25925926,0.0,0.04761905,0.0,0.0,0.0
19.0,0.36,0.0,-0.0,0.76923077,0.30434783,0.56756757,0.53846154,0.0,0.25925926,0.0,0.0952381,0.0,0.0,0.0
20.0,0.48,0.0,-0.0,0.84615385,0.39130435,0.62162162,0.51282051,0.0,0.2962963,0.0,0.0952381,0.0,0.0,0.0
21.0,0.56,0.0,-0.0,0.88461538,0.43478261,0.72972973,0.58974359,0.0,0.2962963,0.0,0.14285714,0.0,0.0,0.0
22.0,0.56,0.0,-0.0,0.92307692,0.52173913,0.78378378,0.66666667,0.0,0.40740741,0.0,0.0952381,0.0,0.0,0.0
23.0,0.6,0.0,-0.0,0.92307692,0.47826087,0.81081081,0.66666667,0.0,0.40740741,0.0,0.14285714,0.0,0.0,0.0
24.0,0.56,0.0,-0.0,0.92307692,0.39130435,0.83783784,0.69230769,0.0,0.44444444,0.0,0.14285714,0.0,0.0,0.0
