x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.7311208,0.52976768,0.40303619,0.3625141,0.78922841,0.4861364,0.51527744,0.78456,0.59019309,0.90909091,0.41555968,0.34069849,0.44316805,0.67911765
2.0,0.7131144,0.48829455,0.37804571,0.31683231,0.80088261,0.34636523,0.46420085,0.71835333,0.56256519,0.94843273,0.3216946,0.35278903,0.35594897,0.63736745
3.0,0.74115093,0.39879232,0.33573295,0.27899256,0.83752841,0.28693063,0.40621197,0.63678182,0.50133136,0.93892364,0.30888603,0.34303011,0.28516828,0.6025549
4.0,0.72370667,0.33402263,0.2764219,0.23159128,0.83060957,0.23540468,0.36239778,0.57492788,0.4450316,0.90242424,0.22298254,0.31610839,0.2505977,0.56264431
5.0,0.6570288,0.28247596,0.23697333,0.19606718,0.85025652,0.18337117,0.24760137,0.56199697,0.38586025,0.91238061,0.20965968,0.30100559,0.26167655,0.54169137
6.0,0.66954933,0.22548061,0.217064,0.20435436,0.86070957,0.15140234,0.22770376,0.5602097,0.35276296,0.96787879,0.20775333,0.28103011,0.18427379,0.54144588
7.0,0.64830667,0.20726081,0.18410248,0.18328641,0.8752771,0.13250757,0.18258974,0.53809333,0.30188642,0.90266545,0.19890222,0.29823484,0.16847218,0.47678157
8.0,0.61286987,0.13042283,0.18816571,0.17137769,0.80415652,0.07010396,0.16778308,0.44169636,0.1972316,0.91476242,0.16421365,0.31734409,0.10640828,0.41107961
9.0,0.61429413,0.10407111,0.18067105,0.12857923,0.68454899,0.0626355,0.14162855,0.43217152,0.18613556,0.90726121,0.14839556,0.25935032,0.08906552,0.41896275
10.0,0.6410184,0.12245455,0.15015905,0.09285615,0.51272841,0.07758414,0.11134427,0.47014121,0.21419185,0.90031515,0.11192667,0.1659686,0.07227632,0.41552941
11.0,0.65291893,0.13798263,0.12183848,0.06618231,0.43734754,0.07448144,0.1176894,0.5361697,0.22318864,0.83418909,0.1327854,0.11105656,0.07901563,0.4436251
12.0,0.7354056,0.13357818,0.14900952,0.05354205,0.38358783,0.08373586,0.12783316,0.49461333,0.27872099,0.81665333,0.12565492,0.09614731,0.10577862,0.54047804
13.0,0.7696632,0.11463394,0.1817861,0.04806923,0.33226928,0.08565459,0.16679795,0.5743297,0.26837037,0.7891,0.14199587,0.10630409,0.10591356,0.57040157
14.0,0.82931547,0.15178323,0.22596476,0.04411154,0.2996971,0.0797809,0.19630256,0.72149091,0.26796864,0.71724909,0.17531175,0.12980495,0.1321108,0.65439922
15.0,0.78025573,0.16151394,0.25035657,0.04049077,0.27716087,0.10712234,0.23584034,0.7226303,0.31060444,0.62659273,0.21450127,0.12557183,0.12103977,0.65626196
16.0,0.7851696,0.23254343,0.31211352,0.04789179,0.24280087,0.15856955,0.29082051,0.69422424,0.32639778,0.62041939,0.25829746,0.13584645,0.17441103,0.69745804
17.0,0.78369413,0.24896303,0.30236381,0.10450487,0.19179681,0.20315712,0.31476017,0.83313515,0.40757383,0.58688848,0.25573683,0.12230559,0.30243494,0.69315765
18.0,0.77559227,0.29634081,0.34084171,0.11844,0.19194,0.22239856,0.33304769,0.89015879,0.50425556,0.53988303,0.28875683,0.13040688,0.28799448,0.69054706
19.0,0.82752747,0.37613657,0.39472705,0.18312308,0.24068174,0.22862378,0.39354222,0.93939394,0.62336543,0.4681097,0.33171746,0.15527742,0.38456322,0.7484702
20.0,0.80367547,0.46702626,0.50860857,0.21160462,0.33816754,0.35922234,0.55996205,0.96424242,0.75448,0.49989758,0.30204317,0.25727462,0.45864805,0.78547176
21.0,0.8218744,0.58441434,0.5997619,0.21832744,0.38168203,0.49159748,0.62234598,0.9569697,0.83813259,0.55538788,0.47676254,0.38295484,0.5682354,0.79892824
22.0,0.73661253,0.66048929,0.65769029,0.24417462,0.40856986,0.63379369,0.66829128,0.93015879,0.84305704,0.56388848,0.51971714,0.35890538,0.65264299,0.76820588
23.0,0.78124053,0.69553677,0.70842038,0.27763179,0.40549188,0.61774288,0.7297041,0.87677152,0.79050568,0.55547636,0.45652698,0.39888194,0.64578736,0.77746157
24.0,0.7413152,0.6119699,0.65494114,0.25949026,0.35906493,0.56973495,0.68400598,0.81468121,0.73063235,0.54286242,0.43367048,0.42286473,0.54581609,0.69821216
