x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,4036.47502214,4958.14271439,4149.0146453,4233.21069852,4230.12196022,4857.3128118,4077.88705327,4603.81314431,4615.39168029,4350.69901449,3945.62201663,4063.77841885,4443.76138612,4123.3892476
2.0,3916.54334297,4743.24445007,4045.34163907,4124.32659987,4124.83880164,4644.0753364,3968.03561108,4416.66296312,4426.8334276,4264.31822206,3813.96882688,3964.15841066,4269.87317988,3990.60292769
3.0,3845.37167629,4588.70214069,3994.14453147,4074.20699945,4086.37208294,4494.13013625,3907.43776501,4286.99373968,4296.23320884,4240.65421807,3747.57390958,3916.6129557,4150.1300288,3916.35229337
4.0,3814.82350189,4481.07863557,3977.14658057,4054.66877553,4085.89917361,4391.51905261,3884.31983607,4194.07520745,4210.71565534,4246.20912292,3717.43007878,3905.82290907,4075.39697845,3876.3446523
5.0,3818.53512051,4419.49534655,3995.62645443,4072.67506091,4121.76307284,4338.82850999,3901.44294171,4152.23197714,4170.8038439,4293.6098382,3720.8611499,3928.46176945,4042.96827509,3878.77806426
6.0,3867.99035867,4437.15791466,4065.46553124,4151.76453681,4208.42812766,4362.5072201,3972.31719035,4189.83702333,4211.74053257,4382.65105852,3795.31755376,4007.74721893,4082.67445266,3943.37886165
7.0,4009.53379302,4534.88632455,4240.58382267,4344.97119096,4398.73996144,4475.48498572,4153.60950413,4330.99234879,4350.56811447,4552.62417457,3986.39689989,4202.20263736,4219.10950855,4129.68668573
8.0,4218.70918129,4597.81757292,4470.13056299,4557.90797122,4647.83538896,4548.06430404,4356.72247833,4387.77484734,4430.69507291,4793.14268964,4114.64581837,4418.79594863,4299.62306456,4311.06534723
9.0,4333.73841206,4804.71014499,4573.31575128,4651.59710337,4766.62998746,4746.42687373,4433.4909725,4531.50565611,4586.10532065,4965.49250025,4187.06931802,4503.01869163,4434.63520863,4388.77740003
10.0,4383.47545763,5104.92991079,4563.75119644,4667.79154712,4756.95740287,5031.60555284,4452.02674078,4748.24439608,4810.16965743,5002.03472767,4272.40140967,4510.89425865,4644.3290361,4487.30078895
11.0,4448.3013968,5435.61808484,4551.32424357,4670.19963119,4723.33592723,5343.09611229,4469.99910004,4989.4313437,5052.38796905,4987.83793526,4357.25460838,4500.97569644,4875.10143523,4596.91715999
12.0,4480.2730267,5774.47889606,4524.68522042,4662.20294832,4665.14760325,5652.868969,4482.63734488,5232.51118469,5295.58075734,4919.21414766,4423.76645842,4477.29407255,5103.94150179,4687.29248716
13.0,4491.66824195,6061.44865802,4478.2114577,4641.07905917,4580.16009345,5919.10301737,4483.66656833,5459.85229521,5521.10954755,4812.93962252,4467.25260621,4448.47937625,5315.81793847,4762.14682244
14.0,4485.01614895,6328.32105796,4440.25596557,4633.4944078,4511.30303945,6181.95133343,4508.249976,5719.84604077,5761.32358066,4693.52941863,4535.29693334,4445.90035257,5552.97649282,4856.93900441
15.0,4496.71004628,6532.02091846,4422.75967669,4642.82578869,4472.38047621,6381.62974976,4544.5149363,5932.15700419,5963.02130128,4591.91747732,4607.71891483,4460.76543406,5748.15339269,4944.9144245
16.0,4490.7025706,6680.38873799,4411.93471404,4650.13619585,4443.42923597,6519.49209369,4579.66639499,6110.56624955,6126.57247073,4498.25301718,4678.11530268,4484.52455446,5909.36636299,5019.84966082
17.0,4498.57941607,6756.57818887,4418.46700096,4666.92578267,4441.11325727,6589.30723488,4610.32881899,6232.97035779,6218.54455851,4457.12413441,4736.7714827,4517.61870402,6007.29757425,5078.99861705
18.0,4517.39682345,6699.50927493,4424.67715088,4649.69921456,4454.28205582,6530.16833021,4602.65627949,6202.49561655,6171.50149716,4476.17702762,4728.52620635,4521.73283079,5965.0547664,5047.81741021
19.0,4545.09711111,6566.68072229,4441.74998595,4638.18406473,4490.9902014,6411.96953168,4580.13850582,6068.63820751,6036.80424302,4581.46573919,4681.75428654,4512.74657407,5850.95418837,4983.04310051
20.0,4662.94625402,6372.83371354,4555.57653114,4726.16972273,4641.30135455,6228.90020089,4640.09478777,5870.14475593,5847.83464874,4823.57543029,4619.25026505,4592.44362916,5685.1107936,4972.12812126
21.0,4725.62819572,6151.25915706,4622.76357524,4732.8217706,4702.91526852,6025.25432243,4673.92373743,5687.73165202,5674.42814707,4924.72199245,4618.83676671,4597.84688218,5530.78047532,4930.72546083
22.0,4685.51295432,5978.75760812,4578.32712543,4660.41306992,4669.29953415,5857.6706271,4594.38643103,5555.98794745,5537.71938049,4933.54704594,4554.88945669,4535.27144347,5383.52510942,4818.46693621
23.0,4571.0719069,5632.116354,4463.57164006,4511.16065409,4554.08615266,5518.0472182,4438.1434071,5254.83333771,5239.49336242,4879.641199,4349.35097477,4390.38331519,5094.25221697,4609.3102774
24.0,4379.81316752,5251.05009073,4274.69787786,4315.31465715,4363.28380292,5152.56121837,4224.96066499,4912.25453931,4896.85232109,4730.9819499,4091.07638498,4194.5768247,4765.15255302,4359.09916332
