Northeast,spring,1:00,3583.7674182502715
Northeast,spring,2:00,1468.6463108571413
Northeast,spring,3:00,3642.724688571424
Northeast,spring,4:00,3449.1899062227894
Northeast,spring,5:00,3642.724688571424
Northeast,spring,6:00,3543.7216773214245
Northeast,spring,7:00,4113.076515479377
Northeast,spring,8:00,3849.942709738121
Northeast,spring,9:00,4155.3596759999955
Northeast,spring,10:00,4155.3596759999955
Northeast,spring,11:00,4155.3596759999955
Northeast,spring,12:00,4155.3596759999955
Northeast,spring,13:00,4155.3596759999955
Northeast,spring,14:00,4318.93903558569
Northeast,spring,15:00,4155.3596759999955
Northeast,spring,16:00,4189.538271945275
Northeast,spring,17:00,7779.648879778115
Northeast,spring,18:00,4341.4326108492805
Northeast,spring,19:00,4155.3596759999955
Northeast,spring,20:00,4479.3505081928515
Northeast,spring,21:00,4341.4326108492805
Northeast,spring,22:00,4155.3596759999955
Northeast,spring,23:00,4155.3596759999955
Northeast,spring,24:00,4155.3596759999955
Northeast,summer,1:00,498.1655147749879
Northeast,summer,2:00,-5000.0
Northeast,summer,3:00,-4598.709374999999
Northeast,summer,4:00,912.106164318766
Northeast,summer,5:00,898.1987771428572
Northeast,summer,6:00,1576.9770909968922
Northeast,summer,7:00,2729.93626114781
Northeast,summer,8:00,2188.8836199999996
Northeast,summer,9:00,2188.8836199999996
Northeast,summer,10:00,2188.8836199999996
Northeast,summer,11:00,2325.4477154408505
Northeast,summer,12:00,2208.6442467866323
Northeast,summer,13:00,2471.514204953609
Northeast,summer,14:00,2650.2316225000004
Northeast,summer,15:00,2841.6397210308487
Northeast,summer,16:00,2458.8235239691517
Northeast,summer,17:00,2188.8836199999996
Northeast,summer,18:00,2698.8524300379268
Northeast,summer,19:00,6849.615958868895
Northeast,summer,20:00,3419.1449600000005
Northeast,summer,21:00,2547.9697136950904
Northeast,summer,22:00,2331.246490014606
Northeast,summer,23:00,2046.5207499853936
Northeast,summer,24:00,2221.6270801033593
Northeast,fall,1:00,3145.4729320000006
Northeast,fall,2:00,3004.5346572149997
Northeast,fall,3:00,3145.4729320000006
Northeast,fall,4:00,3145.4729320000006
Northeast,fall,5:00,3145.4729320000006
Northeast,fall,6:00,3145.4729320000006
Northeast,fall,7:00,3145.4729320000006
Northeast,fall,8:00,3190.573179931201
Northeast,fall,9:00,3145.4729320000006
Northeast,fall,10:00,3145.4729320000006
Northeast,fall,11:00,3145.4729320000006
Northeast,fall,12:00,3145.4729320000006
Northeast,fall,13:00,3145.4729320000006
Northeast,fall,14:00,3145.4729320000006
Northeast,fall,15:00,3145.4729320000006
Northeast,fall,16:00,3145.4729320000006
Northeast,fall,17:00,3145.4729320000006
Northeast,fall,18:00,3145.4729320000006
Northeast,fall,19:00,3145.4729320000006
Northeast,fall,20:00,3145.4729320000006
Northeast,fall,21:00,3145.4729320000006
Northeast,fall,22:00,3145.4729320000006
Northeast,fall,23:00,3145.4729320000006
Northeast,fall,24:00,3145.4729320000006
Northeast,winter,1:00,2038.3035200000013
Northeast,winter,2:00,2038.3035200000013
Northeast,winter,3:00,1786.8437714285724
Northeast,winter,4:00,1786.8437714285724
Northeast,winter,5:00,1786.8437714285724
Northeast,winter,6:00,1786.8437714285724
Northeast,winter,7:00,2017.5626162886615
Northeast,winter,8:00,2038.3035200000013
Northeast,winter,9:00,2038.3035200000013
Northeast,winter,10:00,2038.3035200000013
Northeast,winter,11:00,2038.3035200000013
Northeast,winter,12:00,2038.3035200000013
Northeast,winter,13:00,2038.3035200000013
Northeast,winter,14:00,2251.718404700699
Northeast,winter,15:00,2038.3035200000013
Northeast,winter,16:00,2038.3035200000013
Northeast,winter,17:00,2038.3035200000013
Northeast,winter,18:00,2038.3035200000013
Northeast,winter,19:00,2055.0689405305725
Northeast,winter,20:00,2129.5767544857154
Northeast,winter,21:00,2311.351783150184
Northeast,winter,22:00,2038.3035200000013
Northeast,winter,23:00,2038.3035200000013
Northeast,winter,24:00,2038.3035200000013
West,spring,1:00,3467.2949771571384
West,spring,2:00,1420.9153057542842
West,spring,3:00,3524.336136192853
West,spring,4:00,3337.091234270549
West,spring,5:00,3524.336136192853
West,spring,6:00,3455.0377707299963
West,spring,7:00,4102.503053999995
West,spring,8:00,4102.503053999995
West,spring,9:00,3455.0377707299963
West,spring,10:00,4144.677517449867
West,spring,11:00,4144.677517449867
West,spring,12:00,4020.3104865299956
West,spring,13:00,4102.503053999995
West,spring,14:00,4602.266038586151
West,spring,15:00,4330.272115705709
West,spring,16:00,4330.272115705709
West,spring,17:00,7338.73727951669
West,spring,18:00,4330.272115705709
West,spring,19:00,4330.272115705709
West,spring,20:00,4330.272115705709
West,spring,21:00,4330.272115705709
West,spring,22:00,4294.9454015503825
West,spring,23:00,4020.3104865299956
West,spring,24:00,4294.9454015503825
West,summer,1:00,528.09531685791
West,summer,2:00,-4716.625
West,summer,3:00,-4875.0
West,summer,4:00,914.4569534020619
West,summer,5:00,869.0073168857144
West,summer,6:00,1525.7253355394932
West,summer,7:00,2641.2133326605062
West,summer,8:00,2262.412010335917
West,summer,9:00,2117.74490235
West,summer,10:00,2465.160698
West,summer,11:00,2465.160698
West,summer,12:00,2465.160698
West,summer,13:00,2465.160698
West,summer,14:00,2500.029745294813
West,summer,15:00,2937.0953188949334
West,summer,16:00,2465.160698
West,summer,17:00,2465.160698
West,summer,18:00,2545.8949685655275
West,summer,19:00,6867.269608247424
West,summer,20:00,3427.9571892783515
West,summer,21:00,2465.160698
West,summer,22:00,2325.2535684464447
West,summer,23:00,1930.5341864799714
