Time,variable_operating_cost,fixed_operating_cost,startup_cost,thermal_generator_cost,extending_thermal_generator_cost,renewable_generator_cost,extending_renewable_generator_cost,storage_investment_cost,penalty_cost,renewable_capacity,thermal_capacity,transmission_line_cost,coal_capacity,natural_gas_capacity,nuclear_capacity,solar_capacity,wind_capacity,total_capacity,power_flow,solar_energy_generated,wind_energy_generated,nuclear_energy_generated,coal_energy_generated,natural_gas_energy_generated,total_energy_generated,Northeast coal,Northeast natural gas,Northeast nuc,Northeast solar,Northeast wind,West coal,West natural gas,West nuc,West solar,West wind,Coastal coal,Coastal natural gas,Coastal nuc,Coastal solar,Coastal wind,South coal,South natural gas,South nuc,South solar,South wind,Panhandle coal,Panhandle natural gas,Panhandle nuc,Panhandle solar,Panhandle wind
1,8.085506196690776,2.251444868458647,0.0502522718782984,2.5901541286130865,0.5308560138701925,0.2710603893259016,0.049663550247206215,0.0,0.05170851130179986,3584.1610210823437,77787.901,4.5107075000000005,17397.000200000002,55226.9008,5164.0,502.44108108234366,3081.7199399999995,81372.06202108234,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 29.028996188221853, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0, 'Coastal': 24.453908169827557, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 17.85311969555151, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",1.876059171408879,68.5565889750007,44.54260686923256,132.25514529257032,116.78698050263469,364.0173808108493,8747.9997,21348.6992,2460.0,0.0,135.16503,650.0,3695.9001,0.0,239.64,1541.0545799999998,2504.0,13082.7,2704.0,104.58108108234364,307.11008999999996,5495.0005,16740.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
2,8.62604021028287,2.154233811747591,0.029092217970985764,1.4335439341001304,0.07038163137456352,1.0228487818641103,0.0077556021120884795,0.0,0.044911790065657424,4030.6210210823438,78987.901,0.0,17397.000200000002,56426.9008,5164.0,948.9010810823436,3081.7199399999995,83018.52202108235,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 29.39356910238295, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0, 'Coastal': 21.286793375417393, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 17.829028604447963, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",3.6323174365303066,68.5565889750007,45.089518246532805,136.50965064379716,146.65214940925173,400.4402247111167,8747.9997,21348.6992,2460.0,0.0,135.16503,650.0,3695.9001,0.0,242.09999999999997,1541.0545799999998,2504.0,14282.7,2704.0,548.5810810823436,307.11008999999996,5495.0005,16740.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
3,9.261922599739494,2.059894302501735,0.016042584026059636,1.3245472927989679,0.0,0.9005116823204042,0.014549914850124367,0.0,0.04071833899032341,4477.081021082344,80187.901,0.0,17397.000200000002,57626.9008,5164.0,1395.3610810823436,3081.7199399999995,84664.98202108234,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 30.66539793422232, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 0.12874630429071765, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0, 'Coastal': 18.660447550503665, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 17.89195385866178, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",5.388575701651733,68.5565889750007,45.13853947562581,139.932651104502,177.94594864053087,436.96230389731306,8747.9997,21348.6992,2460.0,0.0,135.16503,650.0,3695.9001,0.0,244.55999999999995,1541.0545799999998,2504.0,15482.7,2704.0,992.5810810823436,307.11008999999996,5495.0005,16740.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
4,9.787401953438033,1.974505711636839,0.0105008940016299,1.2217364429595399,0.2341330377529521,1.5786123884228103,0.013662756463844827,0.0,0.03607746232412166,5370.001021082344,81387.901,0.0,17397.000200000002,58826.9008,5164.0,2288.2810810823435,3081.7199399999995,86757.90202108235,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 31.853216929646706, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 0.20968177413491418, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.0016312696500571273, 'Coastal': 17.136779874506697, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 17.94488735369955, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",8.90109223189459,68.5565889750007,45.16545764014983,141.38040524026215,209.46685197334543,473.470396060654,8747.9997,21348.6992,2460.0,0.0,135.16503,650.0,3695.9001,0.0,249.4799999999999,1541.0545799999998,2504.0,16682.7,2704.0,1880.5810810823436,307.11008999999996,5495.0005,16740.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
5,10.211489639019332,1.9256149625749641,0.011889490462039787,2.9997221648543633,0.00510427468299065,1.8454377300588864,0.012842645488456378,0.004944071426378043,0.03260780024365135,6307.891986900081,84587.901,0.0,17397.000200000002,62026.9008,5164.0,3181.2010810823435,3126.690905817737,90895.79298690008,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 33.745619866075366, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 0.34531870702223405, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0, 'Coastal': 14.689702447447385, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 18.098526171147697, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",12.36335302491555,69.57026628118548,45.207924582712856,141.20356787843662,241.64781613020446,509.9929278974569,8747.9997,21348.6992,2460.0,0.0,135.16503,650.0,3695.9001,0.0,740.3546170248106,1541.0545799999998,2504.0,18682.7,2704.0,2282.6264640575328,352.0810558177375,5495.0005,17940.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
6,10.31463956317871,1.8938377281717438,0.026294268134105965,5.168112870024386,0.0,1.1943548278834788,0.04833291012237991,0.0,0.030434859740974964,7200.811986900081,90587.901,0.0,17397.000200000002,68026.9008,5164.0,4074.1210810823436,3126.690905817737,97788.71298690008,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 31.056034965041388, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 0.7778170849592391, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.06233703573284006, 'Coastal': 13.588577402698085, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 18.172857530899606, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",15.869248274169832,69.57026628118548,45.23663999999997,138.0832373681924,277.77793766295804,546.5373295865064,8747.9997,21348.6992,2460.0,888.0,135.16503,650.0,3695.9001,0.0,740.3546170248106,1541.0545799999998,2504.0,21082.7,2704.0,2287.546464057533,352.0810558177375,5495.0005,21540.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
7,10.532640072942279,1.8542380513201935,0.023622908015447443,4.105725185020086,0.08649683492484508,1.0855850579827284,0.07805236118614828,0.0,0.02879362321757329,8093.731986900081,95787.901,0.0,17397.000200000002,73226.9008,5164.0,4967.041081082343,3126.690905817737,103881.63298690008,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 29.074612440848718, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 12.054540700412229, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.10524559582002341, 'Coastal': 3.710469708984191, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 18.198345645685045, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",19.37514352342411,69.57026628118548,45.23663999999997,133.9036841263428,315.00402181588106,583.0897557468336,8747.9997,21348.6992,2460.0,1776.0,135.16503,650.0,3695.9001,0.0,740.3546170248106,1541.0545799999998,2504.0,26282.7,2704.0,2292.4664640575324,352.0810558177375,5495.0005,21540.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
8,10.67570614463122,1.8173333571690646,0.02641926869297253,4.019262230353638,0.06604408518770935,0.9840928019574098,0.12438551583819824,0.05920017060564516,0.027240892353427908,8986.65198690008,101387.901,0.0,17397.000200000002,78826.9008,5164.0,5859.961081082343,3126.690905817737,110374.55298690007,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 26.248719972618364, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 2.9772886304935398, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.4316927984997521, 'Coastal': 11.62504378431424, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 18.27465164751252, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",22.88103877267839,69.57026628118548,45.23663999999997,130.15084470994503,351.790315321169,619.6291050849766,8747.9997,21348.6992,2460.0,2664.0,135.16503,650.0,3695.9001,0.0,740.3546170248106,1541.0545799999998,2504.0,26282.7,2704.0,2297.3864640575325,352.0810558177375,5495.0005,27140.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
9,10.68408529282656,1.8124293589831053,0.015485607867357356,3.650475106589209,0.029389149380447045,2.073975214154563,0.049756905374395526,0.1541832122473861,0.02577189437410398,10038.040971827828,106987.901,0.0,17397.000200000002,84426.9008,5164.0,6752.881081082343,3285.1598907454836,117025.94197182782,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 24.918456384161964, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 9.393876835656874, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.658599888827052, 'Coastal': 8.60928206248699, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 18.27472892768079, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",26.386934021932678,73.36099016193873,45.23663999999997,123.55223647538115,387.6055514060478,656.1423520653007,8747.9997,21348.6992,2460.0,3552.0,293.63401492774665,650.0,3695.9001,0.0,740.3546170248106,1541.0545799999998,2504.0,29882.7,2704.0,2302.3064640575326,352.0810558177375,5495.0005,29140.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
10,10.765377707887598,1.777339257249216,0.0228212500421401,3.306393061542472,0.20433094915877875,1.015550676921426,0.025950712228917254,0.15959535811812692,0.024382113882785224,10962.494585596165,112587.901,0.0,17397.000200000002,90026.9008,5164.0,7645.801081082343,3316.693504513822,123550.39558559617,"{'Northeast': {'Northeast': 0, 'West': 0.0, 'Coastal': 0.0, 'South': 0.0, 'Panhandle': 0}, 'West': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 24.307947523309096, 'Panhandle': 0}, 'Coastal': {'Northeast': 0, 'West': 0, 'Coastal': 0, 'South': 18.50810566815296, 'Panhandle': 0}, 'South': {'Northeast': 0, 'West': 0.9210503209943812, 'Coastal': 5.232905823045025, 'South': 0, 'Panhandle': 0}, 'Panhandle': {'Northeast': 18.194076070670256, 'West': 0.0, 'Coastal': 0, 'South': 0, 'Panhandle': 0}}",29.89282927118698,74.11530320819566,45.23663999999997,119.0559251808053,424.3513394967133,692.6520371569028,8747.9997,22148.6992,2460.0,4440.0,325.1676286960848,650.0,3695.9001,0.0,740.3546170248106,1541.0545799999998,2504.0,34682.7,2704.0,2307.2264640575327,352.0810558177375,5495.0005,29140.6015,0.0,158.22000000000003,265.32,0.0,359.0,0.0,0.0,833.0702399999999
