x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.04,0.61290323,0.70967742,0.83333333,0.0,0.70731707,0.8,-0.0,0.0,0.05882353,0.0,0.09090909,0.0
2.0,0.0,0.58064516,0.80645161,0.83333333,0.0,0.70731707,0.75,-0.0,0.0,0.05882353,0.0,0.09090909,0.0
3.0,0.0,0.61290323,0.83870968,0.86666667,0.0,0.70731707,0.75,-0.0,0.0,0.05882353,0.0,0.09090909,0.0
4.0,0.0,0.67741935,0.87096774,0.86666667,0.0,0.82926829,0.75,-0.0,0.0,0.11764706,0.0,0.09090909,0.0
5.0,0.0,0.70967742,0.80645161,0.9,0.0,0.7804878,0.75,-0.0,0.0,0.11764706,0.0,0.12121212,0.0
6.0,0.0,0.77419355,0.80645161,0.86666667,0.0,0.85365854,0.8,-0.0,0.0,0.11764706,0.0,0.09090909,0.0
7.0,0.0,0.77419355,0.74193548,0.76666667,0.0,0.87804878,0.85,-0.0,0.0,0.11764706,0.0,0.09090909,0.04545455
8.0,0.0,0.74193548,0.77419355,0.73333333,0.0,0.85365854,0.85,-0.0,0.0,0.0,0.0,0.09090909,0.0
9.0,0.0,0.67741935,0.80645161,0.8,0.0,0.80487805,0.85,-0.0,0.0,0.0,0.0,0.09090909,0.0
10.0,0.0,0.67741935,0.80645161,0.86666667,0.0,0.80487805,0.85,-0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.67741935,0.77419355,0.8,0.0,0.7804878,0.9,-0.0,0.0,0.0,0.0,0.06060606,0.04545455
12.0,0.0,0.67741935,0.32258065,0.8,0.0,0.48780488,0.85,-0.0,0.0,0.0,0.0,0.03030303,0.0
13.0,0.0,0.51612903,0.22580645,0.46666667,0.0,0.41463415,0.6,-0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.03225806,0.06666667,0.0,0.17073171,0.05,-0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.04,0.0,0.0,0.0,0.16129032,-0.0,0.0,0.15,0.15,0.0,0.33333333,0.0,0.18181818
17.0,0.04,0.0,0.0,0.0,0.19354839,-0.0,0.0,0.325,0.35,0.0,0.5,0.0,0.27272727
18.0,0.08,0.0,0.0,0.0,0.25806452,-0.0,0.0,0.425,0.55,0.05882353,0.625,0.06060606,0.27272727
19.0,0.36,0.0,0.0,0.0,0.61290323,-0.0,0.0,0.45,0.6,0.05882353,0.66666667,0.12121212,0.36363636
20.0,0.36,0.0,0.0,0.0,0.64516129,-0.0,0.0,0.5,0.65,0.05882353,0.79166667,0.09090909,0.5
21.0,0.44,0.0,0.0,0.0,0.70967742,-0.0,0.0,0.525,0.75,0.11764706,0.83333333,0.12121212,0.59090909
22.0,0.56,0.0,0.0,0.0,0.74193548,-0.0,0.0,0.575,0.85,0.23529412,0.875,0.09090909,0.59090909
23.0,0.52,0.0,0.0,0.0,0.77419355,-0.0,0.0,0.6,0.85,0.23529412,0.875,0.12121212,0.59090909
24.0,0.44,0.0,0.0,0.0,0.77419355,-0.0,0.0,0.65,0.85,0.23529412,0.91666667,0.12121212,0.54545455
