x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.08,0.90322581,0.87096774,0.76666667,-0.0,0.95121951,0.9,-0.0,-0.0,0.23529412,-0.0,0.27272727,0.04545455
2.0,0.08,0.83870968,0.90322581,0.83333333,-0.0,0.92682927,0.9,-0.0,-0.0,0.23529412,-0.0,0.27272727,0.04545455
3.0,0.08,0.90322581,0.83870968,0.8,-0.0,0.95121951,0.9,-0.0,-0.0,0.23529412,-0.0,0.3030303,0.04545455
4.0,0.08,0.87096774,0.83870968,0.73333333,-0.0,0.95121951,0.9,-0.0,-0.0,0.23529412,-0.0,0.15151515,0.04545455
5.0,0.08,0.83870968,0.83870968,0.76666667,-0.0,0.95121951,0.85,-0.0,-0.0,0.23529412,-0.0,0.18181818,0.04545455
6.0,0.08,0.87096774,0.80645161,0.76666667,-0.0,0.97560976,0.9,-0.0,-0.0,0.29411765,-0.0,0.18181818,0.04545455
7.0,0.08,0.83870968,0.83870968,0.8,-0.0,0.92682927,0.85,-0.0,-0.0,0.29411765,-0.0,0.18181818,0.04545455
8.0,0.08,0.83870968,0.87096774,0.8,-0.0,0.92682927,0.85,-0.0,-0.0,0.29411765,-0.0,0.18181818,0.04545455
9.0,0.08,0.70967742,0.83870968,0.8,-0.0,0.87804878,0.85,-0.0,-0.0,0.29411765,-0.0,0.24242424,0.04545455
10.0,0.08,0.74193548,0.87096774,0.8,-0.0,0.85365854,0.85,-0.0,-0.0,0.23529412,-0.0,0.21212121,0.04545455
11.0,0.08,0.83870968,0.70967742,0.8,-0.0,0.7804878,0.85,-0.0,-0.0,0.23529412,-0.0,0.21212121,0.04545455
12.0,-0.0,0.74193548,0.41935484,0.8,-0.0,0.53658537,0.75,-0.0,-0.0,0.29411765,-0.0,0.21212121,-0.0
13.0,-0.0,0.64516129,0.22580645,0.7,-0.0,0.46341463,0.6,-0.0,-0.0,0.17647059,-0.0,0.09090909,-0.0
14.0,-0.0,0.41935484,0.19354839,0.26666667,-0.0,0.46341463,0.35,-0.0,-0.0,0.05882353,-0.0,0.03030303,-0.0
15.0,0.04,-0.0,0.09677419,0.03333333,0.16129032,0.26829268,0.05,-0.0,-0.0,-0.0,0.04166667,-0.0,-0.0
16.0,0.2,-0.0,-0.0,-0.0,0.32258065,-0.0,-0.0,0.25,0.25,0.05882353,0.33333333,-0.0,0.18181818
17.0,0.24,-0.0,-0.0,-0.0,0.35483871,-0.0,-0.0,0.525,0.5,0.05882353,0.33333333,-0.0,0.18181818
18.0,0.28,-0.0,-0.0,-0.0,0.38709677,-0.0,-0.0,0.725,0.65,0.17647059,0.58333333,-0.0,0.18181818
19.0,0.4,-0.0,-0.0,-0.0,0.35483871,-0.0,-0.0,0.825,0.65,0.23529412,0.66666667,0.06060606,0.36363636
20.0,0.52,-0.0,-0.0,-0.0,0.48387097,-0.0,-0.0,0.825,0.65,0.35294118,0.70833333,0.21212121,0.45454545
21.0,0.72,-0.0,-0.0,-0.0,0.77419355,-0.0,-0.0,0.775,0.75,0.35294118,0.83333333,0.21212121,0.63636364
22.0,0.76,-0.0,-0.0,-0.0,0.83870968,-0.0,-0.0,0.775,0.8,0.35294118,0.83333333,0.27272727,0.68181818
23.0,0.76,-0.0,-0.0,-0.0,0.90322581,-0.0,-0.0,0.8,0.85,0.41176471,0.875,0.27272727,0.72727273
24.0,0.76,-0.0,-0.0,-0.0,0.90322581,-0.0,-0.0,0.825,0.8,0.47058824,0.91666667,0.3030303,0.72727273
