x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,9700.65727906,13607.12629118,9968.39363357,11745.065984,9761.27068222,9601.99972606,9858.06203164,12668.90213272,12731.61003777,11743.02507579,9873.98930844,10084.52615818,9908.70818849
2.0,9222.27021488,12844.58347506,9426.0474276,11134.09255489,9289.65417227,9125.94319898,9348.33978565,11978.70117692,12064.45150531,11092.41966334,9414.61418395,9580.15155031,9385.05910968
3.0,8941.29680231,12302.89073629,9102.84084349,10708.27374519,9004.38843309,8852.96090675,9051.95629041,11516.7841277,11612.69953275,10650.44423866,9152.89883264,9250.40802138,9057.40394453
4.0,8785.36087858,11982.79475256,8919.41496001,10474.042043,8860.18270207,8721.68880852,8882.28571792,11255.3325374,11345.07411795,10381.30131438,9036.58602601,9070.67588829,8851.90708241
5.0,8773.53353455,11932.88694811,8910.05419118,10471.24293186,8871.85489963,8739.32046305,8882.73331781,11246.14293228,11323.60050728,10346.83900739,9097.37820501,9109.72522252,8764.3429752
6.0,8990.80856729,12253.04679634,9166.13653543,10826.87079429,9124.70791889,9017.53776008,9162.36911954,11612.72977048,11675.13134646,10718.33352733,9474.16369614,9546.76785313,8881.19906094
7.0,9547.71794896,12667.10285614,9755.35227618,11322.12117408,9711.7882305,9632.07899415,9752.40005014,12081.40416649,12144.50046023,11274.84905663,10244.91358415,10272.94499847,9303.94085178
8.0,10124.3754254,12850.99889937,10356.48693941,11517.60306683,10319.87171815,10214.75586057,10198.49812605,12318.23132561,12282.42565778,11451.53804915,10903.82632243,10522.88563797,9858.30935876
9.0,10336.0017126,13688.69664209,10663.70163997,12145.51099829,10525.175516,10377.17289707,10403.74949626,13122.84204209,12920.8127261,12118.17235026,11096.13741349,10794.85328907,10053.45969937
10.0,10562.87549741,14906.43413221,11010.27436228,13080.57161374,10785.18006086,10606.82145001,10777.48637127,14245.25933059,13901.49531599,13065.82408924,11372.39282832,11329.36809336,10368.37657293
11.0,10850.26888055,16154.62262403,11450.97996546,14057.59711209,11144.45749357,10920.02368642,11163.07892934,15406.55291088,14903.601004,14042.08284829,11747.16380291,11896.75474673,10808.98619278
12.0,11060.30273877,17258.15813117,11806.16863516,14931.50842924,11447.26502203,11198.68063075,11494.32541363,16435.87563569,15730.68989016,14879.25896929,12054.26016532,12376.78465944,11178.11813668
13.0,11182.12030086,18106.96658813,12036.66787179,15616.90852832,11663.43275402,11391.08272032,11747.8120259,17254.96133439,16339.22589819,15562.69764219,12263.40981251,12784.0571839,11401.01594663
14.0,11200.41900973,18817.19130511,12196.59180615,16217.92374078,11825.23496972,11544.6398062,11946.79490574,17969.88242789,16827.24249578,16179.4701805,12446.65059905,13215.81991951,11503.34513445
15.0,11196.44515539,19353.12964123,12308.12818366,16683.02490925,11986.60824526,11694.19678456,12114.14808203,18470.78764554,17201.91204543,16592.74578003,12569.58649759,13563.13916678,11571.67854663
16.0,11198.5623808,19675.51905137,12331.01795978,17004.62756485,12061.47689398,11792.18583342,12232.52965666,18782.16302216,17573.55718101,16877.51743342,12615.18338542,13844.21107047,11559.32536561
17.0,11215.72524448,19729.95756993,12287.20782649,17096.47432522,12061.04036333,11843.05334387,12245.85958295,18792.40629648,17787.32309422,16904.34954848,12587.62400083,13980.94226007,11525.28252265
18.0,11198.2387555,19486.00777914,12152.59527131,16849.86588164,11942.15984342,11776.49514204,12115.36424008,18472.26612009,17659.43466063,16567.64048286,12405.7095341,13840.33043993,11457.50185791
19.0,11288.7409146,18819.12996591,12122.97241971,16211.40205911,11946.90947041,11811.88739033,12041.91401717,17783.90432827,17099.83051199,15841.85470952,12355.80645163,13398.27502317,11546.31004907
20.0,11628.27570957,18073.85695209,12386.88083933,15701.05160081,12213.9987404,12033.85106698,12200.08746995,17127.84507627,16508.82790947,15172.94212909,12558.0625831,13138.33689533,11806.81867803
21.0,11615.65383619,17664.57041556,12382.24414707,15448.36796737,12107.68718729,11980.57682026,12059.25960928,16745.47167785,16244.12769268,14998.24095181,12386.55360246,13138.86046845,11796.11510468
22.0,11316.91401973,17027.42182331,12092.39864239,14905.56967237,11755.1085367,11645.61137025,11679.86934293,16132.17158891,15673.00375181,14458.89933528,11978.36101892,12640.53926591,11539.60831021
23.0,10775.90610664,15901.46999428,11582.30805092,13923.30308438,11190.19100296,11069.69527174,11066.20542693,15059.05831655,14674.17740914,13514.5093786,11339.4215539,11788.38229729,11080.21625964
24.0,10070.74215359,14709.52871437,10908.63552378,12839.29444368,10450.58750058,10313.81674676,10329.78358195,13903.98229749,13598.64511818,12475.94728534,10557.57904373,10824.98090626,10382.67912861
