x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,8108.44317327,11627.82366585,8364.39113236,10285.32003095,8295.48739627,8185.05853777,8211.87526982,10957.28869383,10989.68414922,10013.47764289,8470.58251365,8321.14917457,8195.69321892
2.0,7577.8980364,10836.95322018,7818.2601862,9606.51926607,7779.3921065,7682.88007348,7736.09101452,10214.44387969,10258.43793937,9343.54338394,7983.75909243,7769.96973169,7612.44822444
3.0,7292.27764557,10265.50608834,7496.48220191,9112.45880843,7475.88623068,7396.07941403,7432.41621219,9694.5426778,9726.54842753,8886.45923921,7717.85093699,7449.71786855,7258.74034595
4.0,7154.39225467,9883.3988701,7333.55586667,8805.87000658,7323.45654465,7257.31927867,7285.85867748,9362.98571772,9375.3265012,8601.86991256,7600.11091787,7264.37259956,7044.23382731
5.0,7148.92999644,9704.88669148,7315.18088474,8680.34564012,7298.42055037,7250.55175134,7266.16377093,9242.08586248,9222.05921458,8498.2444071,7632.08126204,7260.02778717,6957.36624437
6.0,7379.83968639,9893.36044424,7551.99198717,8906.58110863,7506.01183862,7485.37842177,7521.2202001,9481.5846591,9421.30874867,8743.19784093,7946.83002457,7606.89348352,7054.41656191
7.0,7994.70821349,10324.75295711,8168.20085864,9424.19568968,8099.43299661,8122.7476408,8141.23815207,9982.71094014,9896.98262534,9332.36732888,8705.32026377,8379.74947014,7501.31449956
8.0,8763.67128826,10511.37342251,8929.41198158,9658.09320782,8838.24246546,8843.71995928,8741.40819804,10216.96077572,10089.5635243,9568.85404342,9518.97239797,8789.5141014,8190.85793319
9.0,9087.50562999,11207.45852021,9293.5415904,10169.89301646,9126.53416674,9097.03149315,8972.67127151,10821.84710518,10707.61444606,10034.10442038,9708.76271476,9012.53517182,8529.58524938
10.0,9236.86366252,12246.37538219,9543.64851743,10973.93687284,9261.8564358,9221.72936018,9256.51321371,11737.92593958,11625.84407159,10749.56615488,9774.70240357,9431.64706137,8811.82692123
11.0,9390.34219505,13398.2538751,9845.01860959,11876.98580371,9448.7213569,9380.38923769,9544.81601526,12758.32998326,12627.03953229,11548.97170811,9893.46696153,9897.86626377,9169.27185728
12.0,9472.42146315,14468.17031662,10051.59203883,12714.98254172,9616.35310533,9510.48269411,9760.15569209,13729.70222592,13569.07488611,12305.22277652,10005.21706002,10311.05504673,9452.64822436
13.0,9491.97106384,15414.33150086,10189.54984706,13489.80128648,9751.19900083,9618.24057136,9894.96782123,14602.87482664,14453.5809038,13009.80164239,10090.5857662,10683.92572258,9618.86143786
14.0,9534.73287243,16240.4668943,10305.44545351,14193.01073743,9888.27431703,9740.4509809,10020.76107433,15373.33343291,15221.67989378,13687.8678696,10185.28545934,11060.86528447,9737.32026021
15.0,9582.4995243,16875.13637143,10392.86849427,14754.53510569,10016.85963381,9857.31723562,10151.31178111,15987.44252572,15833.40325204,14258.13368309,10295.70286496,11388.89904253,9815.12417144
16.0,9642.26278167,17295.178317,10463.27845603,15171.94334491,10110.56033254,9974.8251361,10266.35355743,16421.49716558,16220.49142798,14693.1790869,10382.36677495,11657.01996665,9867.93436813
17.0,9698.55948595,17518.10163202,10515.50453199,15405.8629862,10167.6209152,10060.60493504,10345.45741694,16651.56789529,16375.90893827,14952.21786901,10435.60478766,11836.6451917,9903.72986126
18.0,9727.79616939,17439.55951955,10523.3777608,15321.99172225,10159.2752306,10074.0929694,10339.76876455,16571.24712616,16240.41671529,14874.37643799,10410.0622691,11819.09595112,9923.67118267
19.0,9793.02466662,17027.05649672,10555.89434369,14876.56263955,10188.25068985,10151.11775224,10325.13895181,16155.80857723,15817.32797837,14421.11072598,10463.75345179,11585.68679349,10025.3833105
20.0,10208.21745218,16314.79464086,10895.7741986,14299.98724361,10550.05221808,10481.79993218,10592.65531671,15497.74660607,15110.98704446,13775.79240728,10822.31857805,11325.43390002,10385.23274839
21.0,10293.33481064,15819.4875277,10985.56797203,13940.22775887,10564.48997526,10517.59910439,10534.99236815,15029.50185122,14714.80045083,13538.23878325,10779.32886722,11389.98559331,10451.11545704
22.0,10018.32185214,15242.60827542,10730.2565949,13420.54502248,10236.00341856,10208.14682523,10176.40886434,14477.37833771,14193.50430641,13065.30985372,10422.43427673,10966.51640313,10201.19393106
23.0,9465.55647961,14105.41262291,10217.71200698,12424.04406756,9685.6296388,9633.69844149,9584.39030211,13399.3327963,13147.37294,12085.77715408,9821.87374604,10129.99433496,9717.37011244
24.0,8710.9095765,12833.50587037,9497.03463768,11258.94939759,8915.27116511,8849.24597729,8828.06378083,12171.12601234,11953.86428213,10947.98565957,9039.74162543,9111.3736821,9024.66655609
